---,SkillClass,CharacterTag,Animation,AnimationOverride,MaximumSkillLevel,MinimumSkillLevel,EmberWeaponUnlockLevel,bShowSkillLevel,GameplayTags,ExclusiveTags,RequiredSkillTab,RequiredPointsInSkillTab,TraitMode,TraitString,PerLevelDisplayTexts,PerLevelDisplayCategories,TraitCurve1,TraitCurve2,TraitCurve3,TraitCurve4,bCanNeverBeUnlocked,bHiddenBehindCheats,SkillPanelRow,SkillPanelColumn,TryStatusEffect,TryDuration,DefaultSkillSet,DefaultSkillSlot,Notes
Amulet_ActiveSkillDamage,"/Game/Skills/Blueprints/EmberWeapons/ChampionsAmulet/SkillTreePlaceholders/SkillTree_ChampionsAmulet_ShieldBashDamage.SkillTree_ChampionsAmulet_ShieldBashDamage_C","Character.Player","Default","None","10","0","0","True","(GameplayTags=((TagName=""Skill.EmberWeapon.ChampionsAmulet""),(TagName=""Skill.Passive"")))","(GameplayTags=)","(RowName=""ChampionsAmulet"")","5","Default","DamagePctBySkillName|Amulet_ActiveSkill=.05","","","None","None","None","None","False","False","1","1","(RowName="""")","30.000000","None","None",""
Amulet_HealthRegenAmount,"/Game/Skills/Blueprints/EmberWeapons/ChampionsAmulet/SkillTreePlaceholders/SkillTree_ChampionsAmulet_ShieldBashRegen.SkillTree_ChampionsAmulet_ShieldBashRegen_C","Character.Player","Default","None","10","0","0","True","(GameplayTags=((TagName=""Skill.Passive""),(TagName=""Skill.EmberWeapon.ChampionsAmulet"")))","(GameplayTags=)","(RowName=""ChampionsAmulet"")","5","Default","BonusChancePctBySkillName|Amulet_ActiveSkill=.01","(NSLOCTEXT(""SkillsTable"", ""A3E2C5DC42992753459C65B0C30FEC69"", ""Increased regeneration when you use Shield Bash.""))","","PerLevelByOnesStartWithOne","None","None","None","False","False","1","2","(RowName="""")","30.000000","None","None",""
Amulet_InnervateBasicDamage,"/Game/Skills/Blueprints/EmberWeapons/ChampionsAmulet/SkillTreePlaceholders/SkillTree_ChampionsAmulet_InnervateBasicDamage.SkillTree_ChampionsAmulet_InnervateBasicDamage_C","Character.Player","Default","None","10","0","0","True","(GameplayTags=((TagName=""Skill.EmberWeapon.ChampionsAmulet""),(TagName=""Skill.Passive"")))","(GameplayTags=)","(RowName=""ChampionsAmulet"")","10","Default","BonusChancePctBySkillName|Amulet_Innervate=.05","(NSLOCTEXT(""SkillsTable"", ""5503D1B74974E72CE12C73A57855FBBA"", ""Bonus Damage to Basic Attacks While Innervated""))","","PerLevelByOnesStartWithOne","None","None","None","False","False","2","1","(RowName="""")","30.000000","None","None",""
Amulet_InnervateBasicCritChance,"/Game/Skills/Blueprints/EmberWeapons/ChampionsAmulet/SkillTreePlaceholders/SkillTree_ChampionsAmulet_InnervateBasicCritChance.SkillTree_ChampionsAmulet_InnervateBasicCritChance_C","Character.Player","Default","None","10","0","0","True","(GameplayTags=((TagName=""Skill.EmberWeapon.ChampionsAmulet""),(TagName=""Skill.Passive"")))","(GameplayTags=)","(RowName=""ChampionsAmulet"")","10","Default","BonusChancePctBySkillName|Amulet_InnervateBasicCritChance=.1","(NSLOCTEXT(""SkillsTable"", ""D1E8CA4B4A92CBCD9210B59967B59DCA"", ""Increased Chance to Critically Strike With Basic Attacks While Innervated""))","","PerLevelByOnesStartWithOne","None","None","None","False","False","2","2","(RowName="""")","30.000000","None","None",""
Amulet_AdapativeArmorBonus,"/Game/Skills/Blueprints/EmberWeapons/ChampionsAmulet/SkillTreePlaceholders/SkillTree_ChampionsAmulet_AdaptiveArmorBonus.SkillTree_ChampionsAmulet_AdaptiveArmorBonus_C","Character.Player","Default","None","10","0","0","True","(GameplayTags=((TagName=""Skill.EmberWeapon.ChampionsAmulet""),(TagName=""Skill.Passive"")))","(GameplayTags=)","(RowName=""ChampionsAmulet"")","15","Default","","","","None","None","None","None","False","False","3","1","(RowName="""")","30.000000","None","None",""
Amulet_AdaptiveArmorDuration,"/Game/Skills/Blueprints/EmberWeapons/ChampionsAmulet/SkillTreePlaceholders/SkillTree_ChampionsAmulet_AdaptiveArmorDuration.SkillTree_ChampionsAmulet_AdaptiveArmorDuration_C","Character.Player","Default","None","10","0","0","True","(GameplayTags=((TagName=""Skill.EmberWeapon.ChampionsAmulet""),(TagName=""Skill.Passive"")))","(GameplayTags=)","(RowName=""ChampionsAmulet"")","15","Default","","","","None","None","None","None","False","False","3","2","(RowName="""")","30.000000","None","None",""
ChampionsAmuletThorns,"/Game/Skills/Blueprints/EmberWeapons/ProcSkill_Thorns.ProcSkill_Thorns_C","Character.Player","Default","None","1","0","0","True","(GameplayTags=)","(GameplayTags=)","(RowName="""")","0","Default","","","","None","None","None","None","False","False","0","0","(RowName="""")","30.000000","None","None","has to be in table so we can scale the damage via per level bonuses"
Pet_SummonSkeleton,"/Game/Skills/Blueprints/Pets/AurasandBuffs/Skill_SummonSkeleton.Skill_SummonSkeleton_C","Character","Instant","None","1","0","0","False","(GameplayTags=((TagName=""Skill.Pet"")))","(GameplayTags=)","(RowName="""")","0","Default","","","","None","None","None","None","False","False","1","2","(RowName="""")","30.000000","None","None",""
Pet_Immobilize,"/Game/Skills/Blueprints/Pets/AurasandBuffs/Skill_PetImmobilize.Skill_PetImmobilize_C","Character","Default","None","1","0","0","False","(GameplayTags=((TagName=""Skill.Pet"")))","(GameplayTags=)","(RowName="""")","0","Default","","","","None","None","None","None","False","False","2","2","(RowName="""")","30.000000","None","None",""
Pet_PasstheGas,"/Game/Skills/Blueprints/Pets/DamageSkills/Skill_PasstheGas.Skill_PasstheGas_C","Character","Default","None","1","0","0","False","(GameplayTags=((TagName=""Skill.Pet"")))","(GameplayTags=)","(RowName="""")","0","Default","","","","None","None","None","None","False","False","3","2","(RowName="""")","30.000000","None","None",""
Pet_LifeSteal,"/Game/Skills/Blueprints/Pets/AurasandBuffs/Skill_PetLifeSteal.Skill_PetLifeSteal_C","Character","Default","None","1","0","0","False","(GameplayTags=((TagName=""Skill.Pet"")))","(GameplayTags=)","(RowName="""")","0","Default","","","","None","None","None","None","False","False","1","1","(RowName="""")","30.000000","None","None",""
DM_RadiantBlastMissile,"/Game/Skills/Blueprints/DuskMage/Skill_RadiantBlast_Proc.Skill_RadiantBlast_Proc_C","Character.Player.DuskMage","Default","None","12","0","0","True","(GameplayTags=)","(GameplayTags=)","(RowName="""")","0","Default","","","","None","None","None","None","False","False","0","0","(RowName="""")","30.000000","None","None",""
