---,LevelRangeString,DropWeight,MaxCount,TextFormat,ItemTextFormat,bAlwaysShowAffixName,bIsPrimaryAffix,TraitType,AffixTags,SkillNameTag,ElementTag,AffixCurveValue1,AffixCurveValue2,AffixCurveValue3,AffixCurveValue4,AffixCurveValue5,AffixCurveValue6,TraitString,Normal,Magic,Rare,Legendary,Unique,SetBonusTag,SetBonusCountRequired,EnchantingMagicMultipliers,EnchantingRareMultipliers,EnchantingLegendaryMultipliers,LifeboundMultiplier,bRound,TextOnDrop,Notes
Damage_Electric_Primary_2H,"1-100","100","1","NSLOCTEXT(""AffixTable"", ""58B2480440440AEE67BAF1A5DC5E8D92"", ""{0} Electric Damage"")","NSLOCTEXT(""AffixTable"", ""43A7AF124D24B53B817F3291F4EB637E"", ""Voltaic {0}"")","False","True","Weapon","(GameplayTags=((TagName=""Affix.Primary""),(TagName=""Item.Weapon.Global""),(TagName=""Affix.Damage.Global""),(TagName=""Affix.Damage.Electric""),(TagName=""Item.Weapon.2H""),(TagName=""Item.Weapon.Cannon"")))","(TagName="""")","(TagName=""Element.Electric"")","Damage","None","None","None","None","None","Damage|Element.Electric","1.1-1.7","1.4-1.9","1.8-2.1","1.8-2.52","","(TagName="""")","0","","","","1.200000","False","",""
Damage_Electric_Primary_Focus,"1-100","100","1","NSLOCTEXT(""AffixTable"", ""701209A447B4DCA535C5659B2621B6C2"", ""{0} Electric Damage"")","NSLOCTEXT(""AffixTable"", ""A2FF7AD34B04EA30D3E8B89E83C8B64B"", ""Voltaic {0}"")","False","True","Weapon","(GameplayTags=((TagName=""Affix.Primary""),(TagName=""Item.Weapon.Focus""),(TagName=""Affix.Damage.Global""),(TagName=""Affix.Damage.Electric""),(TagName=""Item.Weapon.Global"")))","(TagName="""")","(TagName=""Element.Electric"")","Damage","None","None","None","None","None","Damage|Element.Electric","0.31-0.48","0.39-0.53","0.5-0.59","0.5-0.708","","(TagName="""")","0","","","","1.200000","False","",""
Damage_Electric_Primary_Focus_Strong,"1-100","100","1","NSLOCTEXT(""AffixTable"", ""701209A447B4DCA535C5659B2621B6C2"", ""{0} Electric Damage"")","NSLOCTEXT(""AffixTable"", ""A2FF7AD34B04EA30D3E8B89E83C8B64B"", ""Voltaic {0}"")","False","True","Weapon","(GameplayTags=((TagName=""Affix.Primary""),(TagName=""Item.Weapon.Focus""),(TagName=""Affix.Damage.Global""),(TagName=""Affix.Damage.Electric""),(TagName=""Item.Weapon.Global""),(TagName=""Affix.DamageFocusStrong"")))","(TagName="""")","(TagName=""Element.Electric"")","Damage","None","None","None","None","None","Damage|Element.Electric","0.37-0.58","0.47-0.64","0.6-0.71","0.6-0.852","","(TagName="""")","0","","","","1.200000","False","",""
Damage_Electric_Secondary,"1-100","100","1","NSLOCTEXT(""AffixTable"", ""01848DD74928704EC705638CC42C02A6"", ""+{0} Electric Damage"")","NSLOCTEXT(""AffixTable"", ""0992D69B445FA9943B61C3A74FC32010"", ""{0} of Discharge"")","False","False","Weapon","(GameplayTags=((TagName=""Affix.Secondary""),(TagName=""Item.Weapon.Global""),(TagName=""Affix.Damage.Global""),(TagName=""Affix.Damage.Electric""),(TagName=""Item.Weapon.1H""),(TagName=""Item.Weapon.Focus""),(TagName=""Item.Pet.Tag""),(TagName=""Item.Armour.Pants""),(TagName=""Item.Armour.Locomotion""),(TagName=""Item.Armour.Chest""),(TagName=""Item.Weapon.Sword""),(TagName=""Item.Weapon.Mace""),(TagName=""Item.Weapon.Digitus""),(TagName=""Affix.Pet.Secondary"")))","(TagName="""")","(TagName="""")","Damage","None","None","None","None","None","Damage|Element.Electric","0.19-0.3","0.25-0.33","0.32-0.37","0.32-0.444","","(TagName="""")","0","","","","1.200000","False","",""
Damage_Electric_Secondary_2H,"1-100","100","2","NSLOCTEXT(""AffixTable"", ""01848DD74928704EC705638CC42C02A6"", ""+{0} Electric Damage"")","NSLOCTEXT(""AffixTable"", ""160E4C3C4A0028F868C6D4903326364A"", ""{0} of Discharge"")","False","False","Weapon","(GameplayTags=((TagName=""Affix.Secondary""),(TagName=""Item.Weapon.Global""),(TagName=""Affix.Damage.Global""),(TagName=""Affix.Damage.Electric""),(TagName=""Item.Weapon.2H""),(TagName=""Item.Weapon.Cannon""),(TagName=""Item.Weapon.Staff""),(TagName=""Item.Weapon.Greatweapon""),(TagName=""Item.Weapon.Hammer"")))","(TagName="""")","(TagName="""")","Damage","None","None","None","None","None","Damage|Element.Electric","0.19-0.3","0.25-0.33","0.32-0.37","0.32-0.444","","(TagName="""")","0","","","","1.200000","False","",""
Damage_Fire_Primary,"1-100","100","1","NSLOCTEXT(""AffixTable"", ""9B9D14A54B0055CD11E61BADB5744510"", ""{0} Fire Damage"")","NSLOCTEXT(""AffixTable"", ""164243E94F3504B72F8D17BE4406DCF2"", ""Blazing {0}"")","False","True","Weapon","(GameplayTags=((TagName=""Affix.Primary""),(TagName=""Item.Weapon.Global""),(TagName=""Affix.Damage.Global""),(TagName=""Affix.Damage.Fire""),(TagName=""Item.Weapon.1H""),(TagName=""Item.Pet.Tag"")))","(TagName="""")","(TagName=""Element.Fire"")","Damage","None","None","None","None","None","Damage|Element.Fire","0.94-1.45","1.19-1.62","1.53-1.79","1.53-2.148","","(TagName="""")","0","","","","1.200000","False","",""
Damage_Fire_Primary_2H,"1-100","100","1","NSLOCTEXT(""AffixTable"", ""148F502E4A9B5096A37E59A47E95D65B"", ""{0} Fire Damage"")","NSLOCTEXT(""AffixTable"", ""FDC250524DADC538511449AE549E210A"", ""Blazing {0}"")","False","True","Weapon","(GameplayTags=((TagName=""Affix.Primary""),(TagName=""Item.Weapon.Global""),(TagName=""Affix.Damage.Global""),(TagName=""Affix.Damage.Fire""),(TagName=""Item.Weapon.2H""),(TagName=""Item.Weapon.Cannon"")))","(TagName="""")","(TagName=""Element.Fire"")","Damage","None","None","None","None","None","Damage|Element.Fire","1.1-1.7","1.4-1.9","1.8-2.1","1.8-2.52","","(TagName="""")","0","","","","1.200000","False","",""
Damage_Fire_Primary_Focus,"1-100","100","1","NSLOCTEXT(""AffixTable"", ""B6701CA54A7FC8929362E49BAC60D1C0"", ""{0} Fire Damage"")","NSLOCTEXT(""AffixTable"", ""71E5F4D94E19698FA1ED03AA031D3623"", ""Blazing {0}"")","False","True","Weapon","(GameplayTags=((TagName=""Affix.Primary""),(TagName=""Item.Weapon.Focus""),(TagName=""Affix.Damage.Global""),(TagName=""Affix.Damage.Fire""),(TagName=""Item.Weapon.Global"")))","(TagName="""")","(TagName=""Element.Fire"")","Damage","None","None","None","None","None","Damage|Element.Fire","0.31-0.48","0.39-0.53","0.5-0.59","0.5-0.708","","(TagName="""")","0","","","","1.200000","False","",""
Damage_Fire_Primary_Focus_Strong,"1-100","100","1","NSLOCTEXT(""AffixTable"", ""B6701CA54A7FC8929362E49BAC60D1C0"", ""{0} Fire Damage"")","NSLOCTEXT(""AffixTable"", ""71E5F4D94E19698FA1ED03AA031D3623"", ""Blazing {0}"")","False","True","Weapon","(GameplayTags=((TagName=""Affix.Primary""),(TagName=""Item.Weapon.Focus""),(TagName=""Affix.Damage.Global""),(TagName=""Affix.Damage.Fire""),(TagName=""Item.Weapon.Global""),(TagName=""Affix.DamageFocusStrong"")))","(TagName="""")","(TagName=""Element.Fire"")","Damage","None","None","None","None","None","Damage|Element.Fire","0.37-0.58","0.47-0.64","0.6-0.71","0.6-0.852","","(TagName="""")","0","","","","1.200000","False","",""
Damage_Fire_Secondary,"1-100","100","1","NSLOCTEXT(""AffixTable"", ""5144E1064DB3DFF950595188E83CBCB5"", ""+{0} Fire Damage"")","NSLOCTEXT(""AffixTable"", ""16D809E940A89D8C3823628EE3898AC6"", ""{0} of Ignition"")","False","False","Weapon","(GameplayTags=((TagName=""Affix.Secondary""),(TagName=""Item.Weapon.Global""),(TagName=""Affix.Damage.Global""),(TagName=""Affix.Damage.Fire""),(TagName=""Item.Weapon.1H""),(TagName=""Item.Weapon.Focus""),(TagName=""Item.Pet.Tag""),(TagName=""Item.Armour.Pants""),(TagName=""Item.Armour.Locomotion""),(TagName=""Item.Armour.Chest""),(TagName=""Item.Weapon.Sword""),(TagName=""Item.Weapon.Mace""),(TagName=""Item.Weapon.Digitus"")))","(TagName="""")","(TagName="""")","Damage","None","None","None","None","None","Damage|Element.Fire","0.19-0.3","0.25-0.33","0.32-0.37","0.32-0.444","","(TagName="""")","0","","","","1.200000","False","",""
Damage_Fire_Secondary_2H,"1-100","100","2","NSLOCTEXT(""AffixTable"", ""5144E1064DB3DFF950595188E83CBCB5"", ""+{0} Fire Damage"")","NSLOCTEXT(""AffixTable"", ""9AAB623D4BB3F99529369BBBD314520E"", ""{0} of Ignition"")","False","False","Weapon","(GameplayTags=((TagName=""Affix.Secondary""),(TagName=""Item.Weapon.Global""),(TagName=""Affix.Damage.Global""),(TagName=""Affix.Damage.Fire""),(TagName=""Item.Weapon.2H""),(TagName=""Item.Weapon.Cannon""),(TagName=""Item.Weapon.Staff""),(TagName=""Item.Weapon.Greatweapon""),(TagName=""Item.Weapon.Hammer"")))","(TagName="""")","(TagName="""")","Damage","None","None","None","None","None","Damage|Element.Fire","0.19-0.3","0.25-0.33","0.32-0.37","0.32-0.444","","(TagName="""")","0","","","","1.200000","False","",""
Damage_Ice_Primary,"1-100","100","1","NSLOCTEXT(""AffixTable"", ""1C87ED024066BD137A65B4B624D145E6"", ""{0} Ice Damage"")","NSLOCTEXT(""AffixTable"", ""86AC060D47FAE945F39B6CA1BE5E8257"", ""Frigid {0}"")","False","True","Weapon","(GameplayTags=((TagName=""Affix.Primary""),(TagName=""Item.Weapon.Global""),(TagName=""Affix.Damage.Global""),(TagName=""Affix.Damage.Ice""),(TagName=""Item.Weapon.1H""),(TagName=""Item.Pet.Tag"")))","(TagName="""")","(TagName=""Element.Ice"")","Damage","None","None","None","None","None","Damage|Element.Ice","0.94-1.45","1.19-1.62","1.53-1.79","1.53-2.148","","(TagName="""")","0","","","","1.200000","False","",""
Damage_Ice_Primary_2H,"1-100","100","1","NSLOCTEXT(""AffixTable"", ""CC684831488FB1E255D94EB27AC85D6D"", ""{0} Ice Damage"")","NSLOCTEXT(""AffixTable"", ""0475A15B4BF7BC25A3AA3E8AB4DFF3C2"", ""Frigid {0}"")","False","True","Weapon","(GameplayTags=((TagName=""Affix.Primary""),(TagName=""Item.Weapon.Global""),(TagName=""Affix.Damage.Global""),(TagName=""Affix.Damage.Ice""),(TagName=""Item.Weapon.2H""),(TagName=""Item.Weapon.Cannon"")))","(TagName="""")","(TagName=""Element.Ice"")","Damage","None","None","None","None","None","Damage|Element.Ice","1.1-1.7","1.4-1.9","1.8-2.1","1.8-2.52","","(TagName="""")","0","","","","1.200000","False","",""
Damage_Ice_Primary_Focus,"1-100","100","1","NSLOCTEXT(""AffixTable"", ""1C87ED024066BD137A65B4B624D145E6"", ""{0} Ice Damage"")","NSLOCTEXT(""AffixTable"", ""86AC060D47FAE945F39B6CA1BE5E8257"", ""Frigid {0}"")","False","True","Weapon","(GameplayTags=((TagName=""Affix.Primary""),(TagName=""Item.Weapon.Focus""),(TagName=""Affix.Damage.Global""),(TagName=""Affix.Damage.Ice""),(TagName=""Item.Weapon.Global"")))","(TagName="""")","(TagName=""Element.Ice"")","Damage","None","None","None","None","None","Damage|Element.Ice","0.31-0.48","0.39-0.53","0.5-0.59","0.5-0.708","","(TagName="""")","0","","","","1.200000","False","",""
Damage_Ice_Primary_Focus_Strong,"1-100","100","1","NSLOCTEXT(""AffixTable"", ""1C87ED024066BD137A65B4B624D145E6"", ""{0} Ice Damage"")","NSLOCTEXT(""AffixTable"", ""86AC060D47FAE945F39B6CA1BE5E8257"", ""Frigid {0}"")","False","True","Weapon","(GameplayTags=((TagName=""Affix.Primary""),(TagName=""Item.Weapon.Focus""),(TagName=""Affix.Damage.Global""),(TagName=""Affix.Damage.Ice""),(TagName=""Item.Weapon.Global""),(TagName=""Affix.DamageFocusStrong"")))","(TagName="""")","(TagName=""Element.Ice"")","Damage","None","None","None","None","None","Damage|Element.Ice","0.37-0.58","0.47-0.64","0.6-0.71","0.6-0.852","","(TagName="""")","0","","","","1.200000","False","",""
Damage_Ice_Secondary,"1-100","100","1","NSLOCTEXT(""AffixTable"", ""2F0881824D81EB92A0B8D7A0B038DEEC"", ""+{0} Ice Damage"")","NSLOCTEXT(""AffixTable"", ""27F7944349BDB82E819095B08613F539"", ""{0} of Frost"")","False","False","Weapon","(GameplayTags=((TagName=""Affix.Secondary""),(TagName=""Item.Weapon.Global""),(TagName=""Affix.Damage.Global""),(TagName=""Affix.Damage.Ice""),(TagName=""Item.Weapon.1H""),(TagName=""Item.Weapon.Focus""),(TagName=""Item.Pet.Tag""),(TagName=""Item.Armour.Pants""),(TagName=""Item.Armour.Locomotion""),(TagName=""Item.Armour.Chest""),(TagName=""Item.Weapon.Sword""),(TagName=""Item.Weapon.Mace""),(TagName=""Item.Weapon.Digitus""),(TagName=""Affix.Pet.Secondary"")))","(TagName="""")","(TagName="""")","Damage","None","None","None","None","None","Damage|Element.Ice","0.19-0.3","0.25-0.33","0.32-0.37","0.32-0.444","","(TagName="""")","0","","","","1.200000","False","",""
Damage_Ice_Secondary_2H,"1-100","100","2","NSLOCTEXT(""AffixTable"", ""2F0881824D81EB92A0B8D7A0B038DEEC"", ""+{0} Ice Damage"")","NSLOCTEXT(""AffixTable"", ""27F7944349BDB82E819095B08613F539"", ""{0} of Frost"")","False","False","Weapon","(GameplayTags=((TagName=""Affix.Secondary""),(TagName=""Item.Weapon.Global""),(TagName=""Affix.Damage.Global""),(TagName=""Affix.Damage.Ice""),(TagName=""Item.Weapon.2H""),(TagName=""Item.Weapon.Cannon""),(TagName=""Item.Weapon.Staff""),(TagName=""Item.Weapon.Greatweapon""),(TagName=""Item.Weapon.Hammer"")))","(TagName="""")","(TagName="""")","Damage","None","None","None","None","None","Damage|Element.Ice","0.19-0.3","0.25-0.33","0.32-0.37","0.32-0.444","","(TagName="""")","0","","","","1.200000","False","",""
Damage_Physical_Newbie,"1","0","0","NSLOCTEXT(""AffixTable"", ""3A52DD2D4C4AED283AD4F398836F4887"", ""{0} Physical Damage"")","NSLOCTEXT(""AffixTable"", ""52C939B4405E4826316212B2307B5F52"", ""Rusty {0}"")","False","True","Weapon","(GameplayTags=((TagName=""Affix.Primary""),(TagName=""Affix.Damage.Physical"")))","(TagName="""")","(TagName="""")","Damage","None","None","None","None","None","Damage|Element.Physical","0.89","","","","","(TagName="""")","0","","","","1.200000","False","","Starting Gear"
Damage_Physical_Newbie_2H,"1","0","0","NSLOCTEXT(""AffixTable"", ""04286C9C442B5B517B13B8AC9FBE3CB0"", ""{0} Physical Damage"")","NSLOCTEXT(""AffixTable"", ""98CBDC554F68645130B99FB0E1A1AF80"", ""Rusty {0}"")","False","True","Weapon","(GameplayTags=((TagName=""Affix.Primary""),(TagName=""Affix.Damage.Physical"")))","(TagName="""")","(TagName="""")","Damage","None","None","None","None","None","Damage|Element.Physical","1.09","","","","","(TagName="""")","0","","","","1.200000","False","",""
Damage_Physical_Primary,"1-100","100","1","NSLOCTEXT(""AffixTable"", ""72408D65411F86FADF948CBB5F5E5AA1"", ""{0} Physical Damage"")","NSLOCTEXT(""AffixTable"", ""BC1CF90147F27FE0F265F7BBBC357858"", ""Lethal {0}"")","False","True","Weapon","(GameplayTags=((TagName=""Affix.Primary""),(TagName=""Item.Weapon.Global""),(TagName=""Affix.Damage.Global""),(TagName=""Affix.Damage.Physical""),(TagName=""Item.Weapon.1H""),(TagName=""Item.Pet.Tag"")))","(TagName="""")","(TagName=""Element.Physical"")","Damage","None","None","None","None","None","Damage|Element.Physical","0.94-1.45","1.19-1.62","1.53-1.79","1.53-2.148","","(TagName="""")","0","","","","1.200000","False","",""
Damage_Physical_Primary_2H,"1-100","100","1","NSLOCTEXT(""AffixTable"", ""458660F948A6ABA7FB8C20808D12ECEA"", ""{0} Physical Damage"")","NSLOCTEXT(""AffixTable"", ""DDA8EBC6436A485025CFE2B9E1CFF378"", ""Lethal {0}"")","False","True","Weapon","(GameplayTags=((TagName=""Affix.Primary""),(TagName=""Item.Weapon.Global""),(TagName=""Affix.Damage.Global""),(TagName=""Affix.Damage.Physical""),(TagName=""Item.Weapon.2H""),(TagName=""Item.Weapon.Cannon"")))","(TagName="""")","(TagName=""Element.Physical"")","Damage","None","None","None","None","None","Damage|Element.Physical","1.1-1.7","1.4-1.9","1.8-2.1","1.8-2.52","","(TagName="""")","0","","","","1.200000","False","",""
Damage_Physical_Primary_Focus,"1-100","100","1","NSLOCTEXT(""AffixTable"", ""72408D65411F86FADF948CBB5F5E5AA1"", ""{0} Physical Damage"")","NSLOCTEXT(""AffixTable"", ""BC1CF90147F27FE0F265F7BBBC357858"", ""Lethal {0}"")","False","True","Weapon","(GameplayTags=((TagName=""Affix.Primary""),(TagName=""Item.Weapon.Focus""),(TagName=""Affix.Damage.Global""),(TagName=""Affix.Damage.Physical""),(TagName=""Item.Weapon.Global"")))","(TagName="""")","(TagName=""Element.Physical"")","Damage","None","None","None","None","None","Damage|Element.Physical","0.31-0.48","0.39-0.53","0.5-0.59","0.5-0.708","","(TagName="""")","0","","","","1.200000","False","",""
Damage_Physical_Primary_Focus_Newbie,"1","0","0","NSLOCTEXT(""AffixTable"", ""72408D65411F86FADF948CBB5F5E5AA1"", ""{0} Physical Damage"")","NSLOCTEXT(""AffixTable"", ""E7589D0B40BA959E73378D84B94D360A"", ""Musty {0}"")","False","True","Weapon","(GameplayTags=((TagName=""Affix.Primary""),(TagName=""Affix.Damage.Physical"")))","(TagName="""")","(TagName="""")","Damage","None","None","None","None","None","Damage|Element.Physical","0.18","","","","","(TagName="""")","0","","","","1.200000","False","","Starting Gear"
Damage_Physical_Primary_Focus_Strong,"1-100","100","1","NSLOCTEXT(""AffixTable"", ""72408D65411F86FADF948CBB5F5E5AA1"", ""{0} Physical Damage"")","NSLOCTEXT(""AffixTable"", ""BC1CF90147F27FE0F265F7BBBC357858"", ""Lethal {0}"")","False","True","Weapon","(GameplayTags=((TagName=""Affix.Primary""),(TagName=""Item.Weapon.Focus""),(TagName=""Affix.Damage.Global""),(TagName=""Affix.Damage.Physical""),(TagName=""Item.Weapon.Global""),(TagName=""Affix.DamageFocusStrong"")))","(TagName="""")","(TagName=""Element.Physical"")","Damage","None","None","None","None","None","Damage|Element.Physical","0.37-0.58","0.47-0.64","0.6-0.71","0.6-0.852","","(TagName="""")","0","","","","1.200000","False","",""
Damage_Physical_Secondary,"1-100","100","1","NSLOCTEXT(""AffixTable"", ""657301714A1CFF543A38BCB6C0FE3816"", ""+{0} Physical Damage"")","NSLOCTEXT(""AffixTable"", ""DFEFEE2E4BA88E42B61BA89B9E32A3A1"", ""{0} of Pain"")","False","False","Weapon","(GameplayTags=((TagName=""Affix.Secondary""),(TagName=""Affix.Damage.Global""),(TagName=""Affix.Damage.Physical""),(TagName=""Item.Weapon.1H""),(TagName=""Item.Weapon.Focus""),(TagName=""Item.Armour.Pants""),(TagName=""Item.Armour.Locomotion""),(TagName=""Item.Armour.Chest""),(TagName=""Item.Pet.Tag""),(TagName=""Item.Weapon.Sword""),(TagName=""Item.Weapon.Mace""),(TagName=""Item.Weapon.Digitus"")))","(TagName="""")","(TagName="""")","Damage","None","None","None","None","None","Damage|Element.Physical","0.19-0.3","0.25-0.33","0.32-0.37","0.32-0.444","","(TagName="""")","0","","","","1.200000","False","",""
Damage_Physical_Secondary_2H,"1-100","100","2","NSLOCTEXT(""AffixTable"", ""657301714A1CFF543A38BCB6C0FE3816"", ""+{0} Physical Damage"")","NSLOCTEXT(""AffixTable"", ""DFEFEE2E4BA88E42B61BA89B9E32A3A1"", ""{0} of Pain"")","False","False","Weapon","(GameplayTags=((TagName=""Affix.Secondary""),(TagName=""Affix.Damage.Global""),(TagName=""Affix.Damage.Physical""),(TagName=""Item.Weapon.2H""),(TagName=""Item.Weapon.Cannon""),(TagName=""Item.Weapon.Staff""),(TagName=""Item.Weapon.Greatweapon""),(TagName=""Item.Weapon.Hammer"")))","(TagName="""")","(TagName="""")","Damage","None","None","None","None","None","Damage|Element.Physical","0.19-0.3","0.25-0.33","0.32-0.37","0.32-0.444","","(TagName="""")","0","","","","1.200000","False","",""
Damage_Poison_Primary,"1-100","100","1","NSLOCTEXT(""AffixTable"", ""9F7660384E528BB70ED7D2B94C8660F9"", ""{0} Poison Damage"")","NSLOCTEXT(""AffixTable"", ""9EB372AE45497F940A76D0A343BC5E6E"", ""Venomous {0}"")","False","True","Weapon","(GameplayTags=((TagName=""Affix.Primary""),(TagName=""Item.Weapon.Global""),(TagName=""Affix.Damage.Global""),(TagName=""Affix.Damage.Poison""),(TagName=""Item.Weapon.1H""),(TagName=""Item.Pet.Tag"")))","(TagName="""")","(TagName=""Element.Poison"")","Damage","None","None","None","None","None","Damage|Element.Poison","0.94-1.45","1.19-1.62","1.53-1.79","1.53-2.148","","(TagName="""")","0","","","","1.200000","False","",""
Damage_Poison_Primary_2H,"1-100","100","1","NSLOCTEXT(""AffixTable"", ""128A04C54F0525CC74CCA8976372BC31"", ""{0} Poison Damage"")","NSLOCTEXT(""AffixTable"", ""1E643B62446D0635A04AF495953B85B8"", ""Venomous {0}"")","False","True","Weapon","(GameplayTags=((TagName=""Affix.Primary""),(TagName=""Item.Weapon.Global""),(TagName=""Affix.Damage.Global""),(TagName=""Affix.Damage.Poison""),(TagName=""Item.Weapon.2H""),(TagName=""Item.Weapon.Cannon"")))","(TagName="""")","(TagName=""Element.Poison"")","Damage","None","None","None","None","None","Damage|Element.Poison","1.1-1.7","1.4-1.9","1.8-2.1","1.8-2.52","","(TagName="""")","0","","","","1.200000","False","",""
Damage_Poison_Primary_Focus,"1-100","100","1","NSLOCTEXT(""AffixTable"", ""DD625E5145FD6917F31DDBB6590B8CCD"", ""{0} Poison Damage"")","NSLOCTEXT(""AffixTable"", ""777AAAFB444BBDE0E2590A8547055C62"", ""Venomous {0}"")","False","True","Weapon","(GameplayTags=((TagName=""Affix.Primary""),(TagName=""Item.Weapon.Focus""),(TagName=""Affix.Damage.Global""),(TagName=""Affix.Damage.Poison""),(TagName=""Item.Weapon.Global"")))","(TagName="""")","(TagName=""Element.Poison"")","Damage","None","None","None","None","None","Damage|Element.Poison","0.31-0.48","0.39-0.53","0.5-0.59","0.5-0.708","","(TagName="""")","0","","","","1.200000","False","",""
Damage_Poison_Primary_Focus_Strong,"1-100","100","1","NSLOCTEXT(""AffixTable"", ""14C7B55D496FFACFFD65C3ACB417C036"", ""{0} Poison Damage"")","NSLOCTEXT(""AffixTable"", ""665B4F4247D332D628A6E4AB98CF5781"", ""Venomous {0}"")","False","True","Weapon","(GameplayTags=((TagName=""Affix.Primary""),(TagName=""Item.Weapon.Focus""),(TagName=""Affix.Damage.Global""),(TagName=""Affix.Damage.Poison""),(TagName=""Item.Weapon.Global""),(TagName=""Affix.DamageFocusStrong"")))","(TagName="""")","(TagName=""Element.Poison"")","Damage","None","None","None","None","None","Damage|Element.Poison","0.37-0.58","0.47-0.64","0.6-0.71","0.6-0.852","","(TagName="""")","0","","","","1.200000","False","",""
