---,Group,SubGroup,MaxCount,DisplayName,Description,Icon,bIsEnabled,bCanCraftDirectly,bRequiresUnlock,bRequired,Prop,Vendor,bAffectsGameplay,StatusEffect,GameplayTagContainer,UpgradeTo,bShowCraftingConfirmation,bShowStorageTab,PropType,CustomCraftingVerb,CustomCraftingUI,bCanCraftInOtherPlayersForts,PropComplexity,UpgradeChainIndex,DropWeight,QualityTags,CostType1,CostQuery1,Cost1,CostQuantity1,CostText1,CostIcon1,bApplyCost1ToFortProp,CostType2,CostQuery2,Cost2,CostQuantity2,CostText2,CostIcon2,bApplyCost2ToFortProp,Notes
Crate,"(RowName=""Decorations"")","(RowName=""Misc"")","0","NSLOCTEXT(""FortPropsTable"", ""405B5C154E49B91796D1928F4E9F43DA"", ""Regular Crate"")","","/Game/Environments/GlobalProps/Blueprints/Fort/FortObjectIcons/crate_1.crate_1","True","False","True","False","/Game/Environments/GlobalProps/Blueprints/Fort/FortTestCrate.FortTestCrate_C","None","False","None","(GameplayTags=((TagName=""Fort.Prop.Deco.AdventurerContract""),(TagName=""Fort.Prop.Deco.Bundle_4"")))","None","False","False","FortDecor","","None","False","1","0","100","(GameplayTags=((TagName=""ItemQuality.Normal"")))","Currency","Name","Gold","216","","None","False","Currency","Name","WoodLog_T1_Ash","2","","None","False","Small"
Crate_Coast_a_03,"(RowName=""Decorations"")","(RowName=""Misc"")","0","NSLOCTEXT(""FortPropsTable"", ""683C36DE45BB62F44089EDBBDE9545A8"", ""Ransacked Crate"")","","None","True","True","False","False","/Game/Environments/GlobalProps/Blueprints/Fort/fort_prop_crate_coast_a_03.fort_prop_crate_coast_a_03_C","None","False","None","(GameplayTags=)","None","False","False","FortDecor","","None","False","1","0","0","(GameplayTags=((TagName=""ItemQuality.Normal"")))","Currency","Name","Gold","216","","None","False","Currency","Name","WoodLog_T1_Ash","2","","None","False","Small"
Crate_Coast_b_02,"(RowName=""Decorations"")","(RowName=""Misc"")","0","NSLOCTEXT(""FortPropsTable"", ""42AEF79C4C50FFAE91DD2097F49625B5"", ""Ruined Crate"")","","None","True","True","False","False","/Game/Environments/GlobalProps/Blueprints/Fort/fort_prop_crate_coast_b_02.fort_prop_crate_coast_b_02_C","None","False","None","(GameplayTags=)","None","False","False","FortDecor","","None","False","1","0","0","(GameplayTags=((TagName=""ItemQuality.Normal"")))","Currency","Name","Gold","287","","None","False","Currency","Name","WoodLog_T1_Ash","3","","None","False","Medium"
Crate_Gobcave_03,"(RowName=""Decorations"")","(RowName=""Misc"")","0","NSLOCTEXT(""FortPropsTable"", ""E511ADA24FA9BC06FD8A4C9B88A7D3E4"", ""Ripped Open Crate"")","","None","True","True","False","False","/Game/Environments/GlobalProps/Blueprints/Fort/fort_prop_crate_gcave_03.fort_prop_crate_gcave_03_C","None","False","None","(GameplayTags=)","None","False","False","FortDecor","","None","False","1","0","0","(GameplayTags=((TagName=""ItemQuality.Normal"")))","Currency","Name","Gold","216","","None","False","Currency","Name","WoodLog_T1_Ash","2","","None","False","Small"
CrateCrystals_01,"(RowName=""Decorations"")","(RowName=""Misc"")","0","NSLOCTEXT(""FortPropsTable"", ""CrateCrystals_01_DisplayName"", ""Crystal-Filled Crate"")","","/Game/UI/Textures/LooseIcons/crystal_crate.crystal_crate","True","True","True","False","/Game/Environments/GlobalProps/Blueprints/Fort/fort_crate_crystals_01.fort_crate_crystals_01_C","None","False","None","(GameplayTags=)","None","False","False","FortDecor","","None","False","1","0","0","(GameplayTags=((TagName=""ItemQuality.Magic"")))","Currency","Name","Gold","200","","None","False","Currency","Name","WoodLog_T1_Ash","6","","None","False","Medium"
CrateGroup,"(RowName=""Decorations"")","(RowName=""Misc"")","0","NSLOCTEXT(""FortPropsTable"", ""B57C338647B228CC75B6F6AD5C3F4A83"", ""Buncha Regular Crates"")","","/Game/Environments/GlobalProps/Blueprints/Fort/FortObjectIcons/crates_stacked.crates_stacked","True","False","True","False","/Game/Environments/GlobalProps/Blueprints/Fort/fort_prop_crategrp_a_bp.fort_prop_crategrp_a_bp_C","None","False","None","(GameplayTags=((TagName=""Fort.Prop.Deco.HomesteaderContract""),(TagName=""Fort.Prop.Deco.Bundle_2"")))","None","False","False","FortDecor","","None","False","1","0","100","(GameplayTags=((TagName=""ItemQuality.Normal"")))","Currency","Name","Gold","287","","None","False","Currency","Name","WoodLog_T1_Ash","3","","None","False","Medium"
DM_Wardrobe_Common_01,"(RowName=""Storage"")","(RowName=""Wardrobes"")","2","NSLOCTEXT(""FortPropsTable"", ""52309AD049C75E6C950835902650912D"", ""Terracotta Dusk Mage Figure"")","NSLOCTEXT(""FortPropsTable"", ""FD4435F6409FF6909E44CC8C37F06563"", ""Store and display your favorite gear. Swap individual items or a full set."")","/Game/Environments/GlobalProps/Blueprints/Fort/WardrobeProps/duskmage_crate_statue_icon.duskmage_crate_statue_icon","True","True","False","False","/Game/Environments/GlobalProps/Blueprints/Fort/WardrobeProps/fort_wdrb_common_woodbox_DM_01_bp.fort_wdrb_common_woodbox_DM_01_bp_C","None","False","None","(GameplayTags=)","None","True","False","Wardrobe","","None","False","3","0","0","(GameplayTags=)","Currency","Name","Gold","500","","None","False","Currency","Name","StoneBlock_T1_Sandstone","10","","None","False",""
DM_Wardrobe_Common_01_Hardcore,"(RowName=""Storage"")","(RowName=""Wardrobes"")","2","NSLOCTEXT(""FortPropsTable"", ""42F4B5BA47E358206FFE45898B57027E"", ""Terracotta Dusk Mage Figure (Hardcore)"")","NSLOCTEXT(""FortPropsTable"", ""D1C5B61F44FDB9C76287E98627EE9CA5"", ""Store and display your favorite gear. Swap individual items or a full set. For hardcore characters only."")","/Game/Environments/GlobalProps/Blueprints/Fort/WardrobeProps/duskmage_crate_statue_icon.duskmage_crate_statue_icon","True","True","False","False","/Game/Environments/GlobalProps/Blueprints/Fort/WardrobeProps/fort_wdrb_common_woodbox_DM_hardcore_01_bp.fort_wdrb_common_woodbox_DM_Hardcore_01_bp_C","None","False","None","(GameplayTags=)","None","True","False","Wardrobe","","None","False","3","0","0","(GameplayTags=((TagName=""ItemQuality.Normal"")))","Currency","Name","Gold","350","","None","False","Currency","Name","StoneBlock_T1_Sandstone","10","","None","False",""
DM_Wardrobe_Common_02,"(RowName=""Storage"")","(RowName=""Wardrobes"")","2","NSLOCTEXT(""FortPropsTable"", ""B5610ABB45ACAA73B91AC7A3A96A1B61"", ""Chiseled Dusk Mage Figure"")","NSLOCTEXT(""FortPropsTable"", ""37B22A01445FEA6856B992BCE58AA296"", ""Store and display your favorite gear. Swap individual items or a full set."")","/Game/Environments/GlobalProps/Blueprints/Fort/WardrobeProps/duskmage_barrel_statue_icon.duskmage_barrel_statue_icon","True","True","True","False","/Game/Environments/GlobalProps/Blueprints/Fort/WardrobeProps/fort_wdrb_common_woodround_DM_01_bp.fort_wdrb_common_woodround_DM_01_bp_C","None","False","None","(GameplayTags=)","None","True","False","Wardrobe","","None","False","3","0","0","(GameplayTags=((TagName=""ItemQuality.Normal"")))","Currency","Name","Gold","350","","None","False","Currency","Name","StoneBlock_T1_Sandstone","10","","None","False",""
DM_wardrobe_globe_01,"(RowName=""Storage"")","(RowName=""Wardrobes"")","2","NSLOCTEXT(""FortPropsTable"", ""2BC6F25F4668A18809D6E08C3F95953C"", ""Golden Globestrider"")","NSLOCTEXT(""FortPropsTable"", ""BA1C10DA4B524277BF17C0944895AD34"", ""Store and display your favorite gear. Swap individual items or a full set."")","/Game/Environments/GlobalProps/Blueprints/Fort/FortObjectIcons/duskmage_globe_statue_icon.duskmage_globe_statue_icon","True","True","True","False","/Game/Environments/GlobalProps/Blueprints/Fort/WardrobeProps/fort_wdrb_rare_globe_DM_01_bp.fort_wdrb_rare_globe_DM_01_bp_C","None","False","None","(GameplayTags=)","None","False","False","Wardrobe","","None","False","3","0","0","(GameplayTags=((TagName=""ItemQuality.Rare"")))","Currency","Name","Gold","750","","None","False","Currency","Name","MetalBar_T1_Tin","40","","None","False",""
DM_wardrobe_plant_01,"(RowName=""Storage"")","(RowName=""Wardrobes"")","2","NSLOCTEXT(""FortPropsTable"", ""7B02BE6647A0398C596B7E9018644014"", ""Jungle Dusk Mage Statue"")","NSLOCTEXT(""FortPropsTable"", ""D58FCF4948FAD1DAE59DC89CA71D7604"", ""Store and display your favorite gear. Swap individual items or a full set."")","/Game/Environments/GlobalProps/Blueprints/Fort/FortObjectIcons/duskmage_leaf_statue_icon.duskmage_leaf_statue_icon","True","True","True","False","/Game/Environments/GlobalProps/Blueprints/Fort/WardrobeProps/fort_wdrb_magic_plant_DM_01_bp.fort_wdrb_magic_plant_DM_01_bp_C","None","False","None","(GameplayTags=)","None","False","False","Wardrobe","","None","False","3","0","0","(GameplayTags=((TagName=""ItemQuality.Magic"")))","Currency","Name","Gold","500","","None","False","Currency","Name","WoodPlank_T1_Ash","35","","None","False",""
DM_wardrobe_ship_01,"(RowName=""Storage"")","(RowName=""Wardrobes"")","2","NSLOCTEXT(""FortPropsTable"", ""B8187BA74CB65C34E618209F51F87B83"", ""Dusk Mage Ship Prow Statue"")","NSLOCTEXT(""FortPropsTable"", ""35BC99FF497A5248D19DEDA32253C0DF"", ""Store and display your favorite gear. Swap individual items or a full set."")","/Game/Environments/GlobalProps/Blueprints/Fort/WardrobeProps/duskmage_ship_wardrobe.duskmage_ship_wardrobe","True","True","True","False","/Game/Environments/GlobalProps/Blueprints/Fort/WardrobeProps/fort_wbrb_legendaryship_DM_01_bp.fort_wbrb_legendaryship_DM_01_bp_C","None","False","None","(GameplayTags=)","None","False","False","Wardrobe","","None","False","3","0","0","(GameplayTags=((TagName=""ItemQuality.Legendary"")))","Currency","Name","Gold","1000","","None","False","Currency","Name","WoodPlank_T1_Ash","125","","None","False",""
DM_wardrobe_wooden_01,"(RowName=""Storage"")","(RowName=""Wardrobes"")","2","NSLOCTEXT(""FortPropsTable"", ""6A31AC11430FCDBAC9D58DA903E24CBC"", ""Bronze Dusk Mage Statue"")","NSLOCTEXT(""FortPropsTable"", ""EF82AE6B44D4920703ACDDB686D44747"", ""Store and display your favorite gear. Swap individual items or a full set."")","/Game/Environments/GlobalProps/Blueprints/Fort/FortObjectIcons/duskmage_candles_wardrobe_icon.duskmage_candles_wardrobe_icon","True","True","True","False","/Game/Environments/GlobalProps/Blueprints/Fort/WardrobeProps/fort_wrdb_magic_wooden_DM_01_bp1.fort_wrdb_magic_wooden_DM_01_bp1_C","None","False","None","(GameplayTags=)","None","False","False","Wardrobe","","None","False","3","0","0","(GameplayTags=((TagName=""ItemQuality.Magic"")))","Currency","Name","Gold","500","","None","False","Currency","Name","WoodPlank_T1_Ash","35","","None","False",""
DuskMageSkillObject,"(RowName=""Functional"")","(RowName=""SkillObjects"")","1","NSLOCTEXT(""FortPropsTable"", ""3541B77143B9A6ABAA87279D09449233"", ""Arcanum"")","NSLOCTEXT(""FortPropsTable"", ""861D346140550EF7DAA1BA84FEFCC443"", ""Used by Dusk Mages to unlearn skill levels with respectacle points."")","/Game/Environments/GlobalProps/Blueprints/Fort/FortObjectIcons/arcanium3_fort_icon.arcanium3_fort_icon","True","True","False","False","/Game/Environments/GlobalProps/Blueprints/Fort/fort_duskmage_skillobject_03_bp.fort_duskmage_skillobject_03_bp_C","None","False","None","(GameplayTags=((TagName=""Fort.Prop.SkillBuilding.Arcanium"")))","DuskMageSkillObject2","False","False","FortDecor","","None","False","5","0","0","(GameplayTags=((TagName=""ItemQuality.Legendary"")))","None","None","None","0","","None","False","None","None","None","0","","None","False",""
DuskMageSkillObject2,"(RowName=""Functional"")","(RowName=""SkillObjects"")","1","NSLOCTEXT(""FortPropsTable"", ""BA58789A42D0F484EB030082F96EA90F"", ""Lvl. 2 Arcanum"")","NSLOCTEXT(""FortPropsTable"", ""D62716EB4A4DD10F3C6044AE0BEB7142"", ""Used by Dusk Mages to unlearn skill levels with respectacle points."")","/Game/Environments/GlobalProps/Blueprints/Fort/FortObjectIcons/arcanium2_fort_icon.arcanium2_fort_icon","True","False","False","False","/Game/Environments/GlobalProps/Blueprints/Fort/fort_duskmage_skillobject_02_bp.fort_duskmage_skillobject_02_bp_C","None","False","None","(GameplayTags=((TagName=""Fort.Prop.SkillBuilding.Arcanium"")))","DuskMageSkillObject3","True","False","FortDecor","","None","False","5","0","0","(GameplayTags=((TagName=""ItemQuality.Legendary"")))","Currency","Name","Gold","2000","","None","False","Currency","Name","SkillPoints","200","","None","False",""
DuskMageSkillObject3,"(RowName=""Functional"")","(RowName=""SkillObjects"")","1","NSLOCTEXT(""FortPropsTable"", ""598D827444CBB8E92833DE9519F17423"", ""Lvl. 3 Arcanum"")","NSLOCTEXT(""FortPropsTable"", ""B2A0DADB445E712BDF3AC78F38C3C9E7"", ""Used by Dusk Mages to unlearn skill levels with respectacle points."")","/Game/Environments/GlobalProps/Blueprints/Fort/FortObjectIcons/arcanium3_fort_icon.arcanium3_fort_icon","True","False","False","False","/Game/Environments/GlobalProps/Blueprints/Fort/fort_duskmage_skillobject_03_bp.fort_duskmage_skillobject_03_bp_C","None","False","None","(GameplayTags=((TagName=""Fort.Prop.SkillBuilding.Arcanium"")))","DuskMageSkillObject4","True","False","FortDecor","","None","False","5","0","0","(GameplayTags=((TagName=""ItemQuality.Legendary"")))","Currency","Name","Gold","10000","","None","False","Currency","Name","SkillPoints","400","","None","False",""
DuskMageSkillObject4,"(RowName=""Functional"")","(RowName=""SkillObjects"")","1","NSLOCTEXT(""FortPropsTable"", ""121CBDFC477902E2FF83CE9EE3B1BAFE"", ""Lvl. 4 Arcanum"")","NSLOCTEXT(""FortPropsTable"", ""5991C6DE46694CE0660A4A86EC8CE6C5"", ""Used by Dusk Mages to unlearn skill levels with respectacle points."")","/Game/Environments/GlobalProps/Blueprints/Fort/FortObjectIcons/arcanium3_fort_icon.arcanium3_fort_icon","True","False","False","False","/Game/Environments/GlobalProps/Blueprints/Fort/fort_duskmage_skillobject_03_bp.fort_duskmage_skillobject_03_bp_C","None","False","None","(GameplayTags=((TagName=""Fort.Prop.SkillBuilding.Arcanium"")))","None","True","False","FortDecor","","None","False","5","0","0","(GameplayTags=((TagName=""ItemQuality.Legendary"")))","Currency","Name","Gold","15000","","None","False","Currency","Name","SkillPoints","600","","None","False",""
DuskMageStatue03,"(RowName=""Storage"")","(RowName=""Wardrobes"")","1","NSLOCTEXT(""FortPropsTable"", ""6523328A4BB38E9B988FBAA23FC442C3"", ""Alpha Hero of Dusk"")","NSLOCTEXT(""FortPropsTable"", ""9F2F573A42C3EA82BD087AB6D7DA7F40"", ""Store and display your favorite gear. Swap individual items or a full set. Thank-you gift for participation in Closed Alpha testing, 2019."")","/Game/Environments/GlobalProps/Blueprints/Fort/FortObjectIcons/duskmage_statue_icon.duskmage_statue_icon","True","False","False","False","/Game/Environments/GlobalProps/Blueprints/Fort/WardrobeProps/WardrobeProp_DuskMage_Statue03.WardrobeProp_DuskMage_Statue03_C","None","False","None","(GameplayTags=)","None","False","False","Wardrobe","","None","False","3","0","0","(GameplayTags=((TagName=""ItemQuality.Legendary"")))","Currency","Name","Gold","1000","","None","False","Currency","Name","StoneBlock_T1_Sandstone","200","","None","False",""
EmberCrystals_01,"(RowName=""Decorations"")","(RowName=""Nature"")","0","NSLOCTEXT(""FortPropsTable"", ""FAA370FD43E6B2BABDFB329A6F01F68D"", ""Buncha Azure Crystals"")","","None","True","False","True","False","/Game/Environments/GlobalProps/Blueprints/Fort/fort_crystals_01.fort_crystals_01_C","None","False","None","(GameplayTags=((TagName=""Fort.Prop.Deco.HomesteaderContract""),(TagName=""Fort.Prop.Deco.Bundle_1"")))","None","False","False","FortDecor","","None","False","1","0","5","(GameplayTags=((TagName=""ItemQuality.Rare"")))","Currency","Name","Gold","400","","None","False","Currency","Name","StoneBlock_T1_Sandstone","20","","None","False","Small"
EmberCrystals_02,"(RowName=""Decorations"")","(RowName=""Nature"")","0","NSLOCTEXT(""FortPropsTable"", ""C0C46E0A483B8A9FC195698885CE9F77"", ""Gigantic Mysterious Crystal"")","","/Game/Environments/GlobalProps/Blueprints/Fort/FortObjectIcons/giant_crystal.giant_crystal","True","True","True","False","/Game/Environments/GlobalProps/Blueprints/Fort/fort_crystals_02.fort_crystals_02_C","None","False","None","(GameplayTags=)","None","False","False","FortDecor","","None","False","1","0","0","(GameplayTags=((TagName=""ItemQuality.Rare"")))","Currency","Name","Gold","600","","None","False","Currency","Name","StoneBlock_T1_Sandstone","33","","None","False","Large"
EmberCrystals_03,"(RowName=""Decorations"")","(RowName=""Nature"")","0","NSLOCTEXT(""FortPropsTable"", ""2E584EAB4B2569C63D5BC59E4096E37C"", ""Lotsa Azure Crystal"")","","None","True","False","True","False","/Game/Environments/GlobalProps/Blueprints/Fort/fort_crystal_gcave_03.fort_crystal_gcave_03_C","None","False","None","(GameplayTags=((TagName=""Fort.Prop.Deco.HomesteaderContract""),(TagName=""Fort.Prop.Deco.Bundle_4"")))","None","False","False","FortDecor","","None","False","1","0","60","(GameplayTags=((TagName=""ItemQuality.Magic"")))","Currency","Name","Gold","300","","None","False","Currency","Name","StoneRock_T1_Sandstone","17","","None","False","Medium"
EmberMaker,"(RowName=""Functional"")","(RowName=""Crafting"")","1","NSLOCTEXT(""FortPropsTable"", ""E773CD674987B83BCE0C879776F44F67"", ""Reliquary"")","NSLOCTEXT(""FortPropsTable"", ""D357787F406DDC4E5616AB9C6E7FC1A7"", ""Relic crafting and storage."")","/Game/Environments/GlobalProps/Blueprints/Fort/reliquary_icon.reliquary_icon","False","True","False","False","/Game/Environments/GlobalProps/Blueprints/Fort/FortEmberMaker_bp_1.FortEmberMaker_bp_1_C","None","False","None","(GameplayTags=)","None","False","True","FortDecor","","None","False","3","0","0","(GameplayTags=((TagName=""ItemQuality.Legendary"")))","None","None","None","0","","None","False","None","Name","None","0","","None","False",""
Embermaker_Deco,"(RowName=""Decorations"")","(RowName=""Structures"")","1","NSLOCTEXT(""FortPropsTable"", ""19D0118243BD0F8A5BB415B5172B8219"", ""Ancient Reliquary"")","NSLOCTEXT(""FortPropsTable"", ""31FA9F594E73BFEF34F57897A1A1E23B"", ""From a bygone era."")","/Game/Environments/GlobalProps/Blueprints/Fort/reliquary_icon.reliquary_icon","True","True","True","False","/Game/Environments/GlobalProps/Blueprints/Fort/FortReliquaryProp_bp.FortReliquaryProp_bp_C","None","False","None","(GameplayTags=)","None","True","False","FortDecor","","None","False","3","0","0","(GameplayTags=((TagName=""ItemQuality.Legendary"")))","Currency","Name","MetalBar_T1_Tin","64","","None","False","Currency","Name","RareMetal","2","","None","False","Medium"
EndlessDungeon,"(RowName=""Functional"")","(RowName=""Mapworks"")","1","NSLOCTEXT(""FortPropsTable"", ""8C41A5364CE97ACED226F4842D881B1D"", ""Fazeer\'s Dun\'djinn"")","NSLOCTEXT(""FortPropsTable"", ""6D7FCDE4455377470A6B2D97FF3137BB"", ""Participate in Fazeer Shah\'s challenges. How many challenges can you complete?"")","/Game/Environments/GlobalProps/Blueprints/Fort/FortObjectIcons/endless_dungeon_prop_icon.endless_dungeon_prop_icon","True","False","True","False","/Game/Environments/GlobalProps/Blueprints/Fort/Fort_EndlessDungeon.Fort_EndlessDungeon_C","None","False","None","(GameplayTags=)","None","True","False","FortDecor","","/Game/UI/Dungeon/DungeonMenu.DungeonMenu_C","False","2","0","0","(GameplayTags=((TagName=""ItemQuality.Legendary"")))","Currency","Name","Gold","500","","None","False","None","Name","None","0","","None","False",""
