---,Speakers,Type,TitleText,Text,ButtonText,Voiceover,AudioTableEntry,ContextType1,ContextParam1,ContextType2,ContextParam2,ContextType3,ContextParam3,IconPortraitTag,Tags,Weight,ContextEntries,bDefaultSet,Notes
A1C4Q1_Modal_GeneralGraye,"((RowName=""GeneralGraye""))","Modal","","NSLOCTEXT(""DialogueTable"", ""CF2FBE014A3B11E66D68F299A31702E0"", ""What I wouldn\'t give for Kenik and Zaya to stop squabbling like a couple of rabid ferrets. Empire save me."")","","(AssetGuid=E357856E64CE43F6B4DF293399715635)","(AudioTableEntry=""MOD_A1C4Q1_Modal_GeneralGraye_Graye"")","QuestActive","A1C4Q1:Task_InteractYapper","None","None","None","None","(TagName=""Dialogue.LoreSpeakers.General"")","(GameplayTags=)","1","","True",""
A1C4Q1_Modal_Yapper,"((RowName=""Yapper""))","Modal","","NSLOCTEXT(""DialogueTable"", ""A1C4Q1_Modal_Yapper_Text"", ""Dumb Firebellies! Dumb Dogjockey! Yapper never forget when Dogjockey tied up Yapper and threw Yapper in lake. Well, Dogjockey pay now, and Yapper have last laugh! Hehahaheha!"")","","(AssetGuid=E357856E64CE43F6B4DF293399715635)","(AudioTableEntry=""MOD_A1C4Q1_Modal_Yappera_FX"")","QuestComplete","A1C4Q1:Task_InteractYapper","None","None","None","None","(TagName=""Dialogue.LoreSpeakers.Yapper"")","(GameplayTags=)","1","","True",""
A1C4Q1_Task_TurnInYapper,"((RowName=""Yapper""))","Quest","","NSLOCTEXT(""DialogueTable"", ""A1C4Q1_Task_TurnInYapper_Text"", ""Good, good. Yapper tell secrets now. Netherim sneaking around, make friends with monsters everywhere. Netherim plan attack on human fort. Brall has great beast, Strongtusk! Strongtusk sleep in Guarded Path, past Hidden Falls. Dumb Dumb Hero\'s only chance? Catch Strongtusk by surprise!\r\n\r\nNow, hand over Yapper\'s things! Wait, why general look at Yapper like that?"")","NSLOCTEXT(""DialogueTable"", ""FDDBD4F84564D82FD1ED4885A33A1201"", ""Wait..."")","(AssetGuid=B43419C951AB4F2B88F2E3A1C48CE0C9)","(AudioTableEntry=""QST_Yapper_A1C4Q1_Task_TurnInYapper_FX"")","None","None","None","None","None","None","(TagName=""Dialogue.LoreSpeakers.Yapper"")","(GameplayTags=)","1","","True",""
A1C4Q1_Task_TurnInGraye,"((RowName=""GeneralGraye""))","Quest","","NSLOCTEXT(""DialogueTable"", ""A1C4Q1_Task_TurnInGraye_Text"", ""Not so fast. Adhesive? Fertilizer? Flint and steel? That\'s a bomb! Hand over those ingredients, Yapper\'s not escaping that easily!\r\n\r\nNow, with that out of the way, it\'s time to put down this \""Strongtusk.\"" Report back once the threat is neutralized, and watch your back out there, Recruit."")","","(AssetGuid=B43419C951AB4F2B88F2E3A1C48CE0C9)","(AudioTableEntry=""QST_Graye_A1C4Q1_Task_TurnInGraye"")","None","None","None","None","None","None","(TagName=""Dialogue.LoreSpeakers.General"")","(GameplayTags=)","1","","True",""
A1C4Q1_Modal_GeneralGraye2,"((RowName=""GeneralGraye""))","Modal","","NSLOCTEXT(""DialogueTable"", ""A1C4Q1_Modal_GeneralGraye2_Text"", ""I should’ve known Yapper would try pulling a fast one, but you have to wake up pretty early to get one over on me. Now I have to come up with an adequate punishment for that rat. Maybe since he likes mossrat nuggets so much, he\'d be well-suited to latrine duty."")","","(AssetGuid=E357856E64CE43F6B4DF293399715635)","(AudioTableEntry=""MOD_A1C4Q1_Modal_GeneralGraye_Graye_ALT"")","QuestActive","A1C5Q1","None","None","None","None","(TagName=""Dialogue.LoreSpeakers.General"")","(GameplayTags=)","1","","True",""
A1C4Q1_Modal_Kenik2,"((RowName=""Kenik_Act1_Town""))","Modal","","NSLOCTEXT(""DialogueTable"", ""A1C4Q1_Modal_Kenik2_Text"", ""They\'re sending you to go defeat that big monster? But you’re so scrawny… Wait, this is perfect! You take a fall in the first round, and then I\'ll swoop in and defeat the beast myself! And most importantly, I\'ll leverage that for a raise! Ha! Good thinkin\' rookie!"")","","(AssetGuid=E357856E64CE43F6B4DF293399715635)","(AudioTableEntry=""MOD_A1C4Q1_Modal_Kenikb"")","QuestComplete","A1C4Q1:Task_TurnInGraye","None","None","None","None","(TagName=""Dialogue.LoreSpeakers.Kenik"")","(GameplayTags=)","1","","True",""
A1C4Q1_Modal_Zaya2,"((RowName=""Zaya""))","Modal","","NSLOCTEXT(""DialogueTable"", ""A1C4Q1_Modal_Zaya2_Text"", ""I\'ve been practicing my spellwork, but I still have much to learn. Fireballs are hard to control, and I can\'t seem to get the ice spells cold enough. I would be lousy in a real battle... But seeing you keep going up against stronger and stronger monsters... It\'s inspiring! It makes me want to keep training! I\'ll get there one day."")","","(AssetGuid=E357856E64CE43F6B4DF293399715635)","(AudioTableEntry=""MOD_A1C4Q1_Modal_Zayab"")","QuestActive","A1C5Q1","None","None","None","None","(TagName=""Dialogue.LoreSpeakers.Zaya"")","(GameplayTags=)","1","","True",""
A1C4Q1_Modal_Yapper2,"((RowName=""Yapper""))","Modal","","NSLOCTEXT(""DialogueTable"", ""A1C4Q1_Modal_Yapper2_Text"", ""Dumb, stupid, dumb humans! You get what deserve, Strongtusk smash you!"")","","(AssetGuid=E357856E64CE43F6B4DF293399715635)","(AudioTableEntry=""MOD_A1C4Q1_Modal_Yapperb_FX"")","QuestActive","A1C4Q1:Task_TurnInGraye","QuestActive","A1C5Q1","None","None","(TagName=""Dialogue.LoreSpeakers.Yapper"")","(GameplayTags=)","1","","True",""
A1C5Q1_Task_TurnInGraye,"((RowName=""GeneralGraye""))","Quest","","NSLOCTEXT(""DialogueTable"", ""A1C5Q1_Task_TurnInGraye_Text"", ""Good work recruit, you\'ve neutralized the threat to Trevail Point and bought us enough time to track down Brall. Our scouts found her lair, but the entrance is sealed by some kind of dark energy. Luckily for us, Zaya has a plan. Something about magic, and inter-dimensional something-or-another… Talk to her, she\'ll explain it better."")","","(AssetGuid=B43419C951AB4F2B88F2E3A1C48CE0C9)","(AudioTableEntry=""QST_Graye_A1C5Q1_Task_TurnInGraye"")","None","None","None","None","None","None","(TagName=""Dialogue.LoreSpeakers.General"")","(GameplayTags=)","1","","True",""
A1C5Q1_Task_TurnInZaya,"((RowName=""Zaya""))","Quest","","NSLOCTEXT(""DialogueTable"", ""A1C5Q1_Task_TurnInZaya_Text"", ""Wow, you defeated Strongtusk all by yourself? I could never defeat a Varkenin chieftain. But where was I... oh right!\r\n\r\nThe seal to Brall\'s lair. You can\'t break the seal with elemental magic. You need the kind of power found in a Dimensional Prism. Luckily, I sensed prismatic energy emanating from deep within the forest. Go there, and find its source. Once it\'s yours, you can break the seal and finally confront Brall. Good luck, partner."")","NSLOCTEXT(""DialogueTable"", ""D1D86E19484603BF4581CC9B6A366303"", ""Thanks."")","(AssetGuid=B43419C951AB4F2B88F2E3A1C48CE0C9)","(AudioTableEntry=""QST_Zaya_A1C5Q1_Task_TurnInZaya"")","None","None","None","None","None","None","(TagName=""Dialogue.LoreSpeakers.Zaya"")","(GameplayTags=)","1","","True",""
A1C5Q1_Modal_GeneralGraye,"((RowName=""GeneralGraye""))","Modal","","NSLOCTEXT(""DialogueTable"", ""A1C5Q1_Modal_GeneralGraye_Text"", ""Recruit, you’ve made us proud. If the beast had made it to Trevail Point, we\'d have been helpless to stop it. Now it\'s time to confront the mastermind behind the beast. May the Empire grant you strength!"")","NSLOCTEXT(""DialogueTable"", ""3B82AA284F878A19DE8A2793A9099DFE"", ""Agreed."")","(AssetGuid=E357856E64CE43F6B4DF293399715635)","(AudioTableEntry=""MOD_A1C5Q1_Modal_GeneralGraye_Graye"")","QuestActive","A1C5Q2","None","None","None","None","(TagName=""Dialogue.LoreSpeakers.General"")","(GameplayTags=)","1","","True",""
A1C5Q1_Modal_Zaya2,"((RowName=""Zaya""))","Modal","","NSLOCTEXT(""DialogueTable"", ""A1C5Q1_Modal_Zaya2_Text"", ""My studies on dimensional energy are inspired by my father\'s research on the Netherim. The energy shares properties with the \""Aether,\"" which is supposedly where the Netherim come from. I guess it\'s no surprise we\'re seeing these forces resurface."")","NSLOCTEXT(""DialogueTable"", ""3B82AA284F878A19DE8A2793A9099DFE"", ""Agreed."")","(AssetGuid=E357856E64CE43F6B4DF293399715635)","(AudioTableEntry=""MOD_A1C5Q1_Modal_Zaya2_Zaya"")","QuestActive","A1C5Q2","None","None","None","None","(TagName=""Dialogue.LoreSpeakers.Zaya"")","(GameplayTags=)","1","","True",""
A1C5Q1_Modal_Kenik,"((RowName=""Kenik_Act1_Town""))","Modal","","NSLOCTEXT(""DialogueTable"", ""A1C5Q1_Modal_Kenik_Text"", ""So, Rookie, you beat up some giant monster? I\'m not impressed. I beat up stuff all the time, and usually I\'m not even sober!"")","NSLOCTEXT(""DialogueTable"", ""FB07D44F4DA7F08E9BA10E914F097CC2"", ""Sure."")","(AssetGuid=E357856E64CE43F6B4DF293399715635)","(AudioTableEntry=""MOD_A1C5Q1_Modal_Kenik"")","QuestActive","A1C5Q2","None","None","None","None","(TagName=""Dialogue.LoreSpeakers.Kenik"")","(GameplayTags=)","1","","True",""
A1C5Q3_Task_TalktoGraye,"((RowName=""GeneralGraye""))","Quest","","NSLOCTEXT(""DialogueTable"", ""82EE2ED24DF2965F49C11FAB1EC3F289"", ""Great job Recruit, you continue to exceed our expectations. But we can’t stop now. We must discover what this... “Mother” is planning. Our only lead is a researcher we lost contact with several weeks ago. He spoke often of the Netherim, but nobody paid him any mind. Now I wish we had kept him closer. \r\n\r\nRecruit, I need you to find him. He was last spotted at McTyre\'s Cove. Zaya and Kenik will escort you there. Speak to Kenik at the docks when you\'re ready to depart."")","","(AssetGuid=B43419C951AB4F2B88F2E3A1C48CE0C9)","(AudioTableEntry=""QST_Graye_A1C5Q3_Task_TalktoGraye"")","None","None","None","None","None","None","(TagName=""Dialogue.LoreSpeakers.General"")","(GameplayTags=)","1","","True",""
A1C5Q3_Modal_GeneralGraye,"((RowName=""GeneralGraye""))","Modal","","NSLOCTEXT(""DialogueTable"", ""1AA05900487C6406BD5257BE96559509"", ""Go down to the docks in Trevail\'s Point and speak to Kenik."")","","(AssetGuid=E357856E64CE43F6B4DF293399715635)","(AudioTableEntry=""MOD_A1C5Q3_Modal_GeneralGraye_Graye"")","QuestActive","A1C5Q3:Task_TalktoKenik","None","None","None","None","(TagName=""Dialogue.LoreSpeakers.General"")","(GameplayTags=)","1","","True",""
A1C5Q3_Task_TalktoKenik,"((RowName=""Kenik_Act1""))","Quest","","NSLOCTEXT(""DialogueTable"", ""A1C5Q3_Task_TalktoKenik_Text"", ""Great. Now I have to babysit you whelps. After years busting my hump for the general, you and this brat Zaya come along and start calling the shots. This gig doesn\'t pay enough. (Sigh) Whatever, let\'s go."")","","(AssetGuid=B43419C951AB4F2B88F2E3A1C48CE0C9)","(AudioTableEntry=""QST_Kenik_A1C5Q3_Task_TalktoKenik"")","None","None","None","None","None","None","(TagName=""Dialogue.LoreSpeakers.Kenik"")","(GameplayTags=)","1","","True",""
TQ_Wardrobes_Task_TalktoKlive,"((RowName=""SgtKlive""))","Quest","","NSLOCTEXT(""DialogueTable"", ""E18861504337D8E6908212ACC8521C88"", ""It looks like you\'re ready for a new wardrobe. As you venture further into the frontier, you\'ll find that it may be necessary to have an extra set of gear ready to be equipped at a moment\'s notice. Once you have a wardrobe in your fort, you\'ll be able to hang your hat on the mannequin, so to speak. "")","","(AssetGuid=B43419C951AB4F2B88F2E3A1C48CE0C9)","(AudioTableEntry=""QST_TQ_Wardrobes_Task_TalktoKlive_Klive"")","None","None","None","None","None","None","(TagName=""Dialogue.LoreSpeakers.ImperialSoldier"")","(GameplayTags=)","1","","True",""
IO_Modal_ThanesSnow_02,"((RowName=""ThanesSnow""))","Modal","","NSLOCTEXT(""DialogueTable"", ""721F6F86466EC301335E1F915DAE8790"", ""The Hyvid proliferation is growing. If you thought the Goblins were bad, wait until you stumble upon an entire swarm of Hyvid. You\'ll want to stock up on poison gear for this place."")","","(AssetGuid=E357856E64CE43F6B4DF293399715635)","(AudioTableEntry=""MOD_IO_Modal_ThanesSnow_02_Snow"")","QuestComplete","A1C5Q3","None","None","None","None","(TagName=""Dialogue.LoreSpeakers.ImperialSoldier"")","(GameplayTags=)","1","","True",""
IO_Modal_ThanesSnow_03,"((RowName=""ThanesSnow""))","Modal","","NSLOCTEXT(""DialogueTable"", ""C636909D4A816086699D27B75B2E78EE"", ""Stock up on poison gear if you want to survive the Polluted Plateau."")","","(AssetGuid=E357856E64CE43F6B4DF293399715635)","(AudioTableEntry=""MOD_IO_Modal_ThanesSnow_03_Snow"")","QuestComplete","A1C5Q3","None","None","None","None","(TagName=""Dialogue.LoreSpeakers.ImperialSoldier"")","(GameplayTags=)","1","","True",""
A2C1Q0_Task_InteractZaya,"((RowName=""Zaya""))","Quest","","NSLOCTEXT(""DialogueTable"", ""452DA9EB485D335518887C93533899C4"", ""Partner, I know the General was trying to keep it quiet, but the missing researcher? I\'m pretty sure that\'s my father. Nobody knows more about the Netherim than him. Let\'s see if a local can point us in the right direction."")","","(AssetGuid=B43419C951AB4F2B88F2E3A1C48CE0C9)","(AudioTableEntry=""QST_Zaya_A2C1Q0_Task_InteractZaya"")","None","None","None","None","None","None","(TagName=""Dialogue.LoreSpeakers.Zaya"")","(GameplayTags=)","1","","True",""
A2C1Q0_Task_InteractWitch,"((RowName=""SwampSeer""))","Quest","","NSLOCTEXT(""DialogueTable"", ""A2C1Q0_Task_InteractWitch_Text"", ""Imperial researcher? I know the one. Haven\'t seen him in days. I could find him, but you\'ll need to do something for me first.\r\n\r\nTwo problems. First, I need you to clear out the pests down in the Hyvid Tunnel. Their incessant screeching is frightening my poor alpacas. Second, a foul sister of the dark arts has stolen my babies\' collars. Their collars have enchanted gems, and I\'d like them back. In the meantime I shall divine the location of your researcher."")","","(AssetGuid=B43419C951AB4F2B88F2E3A1C48CE0C9)","(AudioTableEntry=""QST_Seer_A2C1Q0_Task_InteractWitch"")","None","None","None","None","None","None","(TagName=""Dialogue.LoreSpeakers.SwampSeer"")","(GameplayTags=)","1","","True",""
A2C1Q0_Modal_Kenik,"((RowName=""Kenik_Act2""))","Modal","","NSLOCTEXT(""DialogueTable"", ""A2C1Q0_Modal_Kenik_Text"", ""So here we are in some swamp in the middle of nowhere. Hope you\'re happy... Hmph, you know what? I think I got a better idea..."")","","(AssetGuid=E357856E64CE43F6B4DF293399715635)","(AudioTableEntry=""MOD_A2C1Q0_Modal_Kenik"")","QuestActive","A2C1Q0","None","None","None","None","(TagName=""Dialogue.LoreSpeakers.Kenik"")","(GameplayTags=)","1","","True",""
A2C1Q0_Modal_Zaya,"((RowName=""Zaya""))","Modal","","NSLOCTEXT(""DialogueTable"", ""A2C1Q0_Modal_Zaya_Text"", ""Hyvid... My father always said they were territorial and violent, but also reclusive. They rarely venture outside their colony, so what are they doing so close to town?"")","","(AssetGuid=E357856E64CE43F6B4DF293399715635)","(AudioTableEntry=""MOD_A2C1Q0_Modal_Zaya"")","QuestActive","A2C1Q0","None","None","None","None","(TagName=""Dialogue.LoreSpeakers.Zaya"")","(GameplayTags=)","1","","True",""
A2C1Q0_Modal_SwampSeer,"((RowName=""SwampSeer""))","Modal","","NSLOCTEXT(""DialogueTable"", ""A2C1Q0_Modal_SwampSeer_Text"", ""That broom-riding crook. A nuisance! A menace! You must restore the gems to their rightful owner... Me!"")","","(AssetGuid=E357856E64CE43F6B4DF293399715635)","(AudioTableEntry=""MOD_A2C1Q0_Modal_SwampSeer_Seer"")","QuestActive","A2C1Q1","None","None","None","None","(TagName=""Dialogue.LoreSpeakers.SwampSeer"")","(GameplayTags=)","1","","True",""
A2C1Q1_Task_InteractWitch,"((RowName=""SwampSeer""))","Quest","","NSLOCTEXT(""DialogueTable"", ""A2C1Q1_Task_InteractWitch_Text"", ""You\'ve returned, traveler! Yes, good, good. The one you seek awaits in the Venomous Nest. Beware! Something sinister lurks in those depths."")","","(AssetGuid=B43419C951AB4F2B88F2E3A1C48CE0C9)","(AudioTableEntry=""QST_Zeph_A2C1Q1_Task_InteractWitch"")","None","None","None","None","None","None","(TagName=""Dialogue.LoreSpeakers.SwampSeer"")","(GameplayTags=)","1","","True",""
A2C1Q1_Modal_Zaya,"((RowName=""Zaya""))","Modal","","NSLOCTEXT(""DialogueTable"", ""A2C1Q1_Modal_Zaya_Text"", ""\""Venomous Nest?\"" If there\'s one thing I know about venomous creatures, it\'s that you stay out of their nest! Partner, you gotta hurry and get in there!"")","","(AssetGuid=E357856E64CE43F6B4DF293399715635)","(AudioTableEntry=""MOD_A2C1Q1_Modal_Zaya"")","QuestActive","A2C1Q2","None","None","None","None","(TagName=""Dialogue.LoreSpeakers.Zaya"")","(GameplayTags=)","1","","True",""
A2C1Q2_Task_RescueZephoras,"((RowName=""ZephorasCocoon""))","Modal","","NSLOCTEXT(""DialogueTable"", ""5CD7E7DA4F9660EFC2EE339C0FC43973"", ""Thank you adventurer. That spider almost made a morsel out of me! Let\'s hurry off to town now, I wish to be as far from here as possible, post-haste! What-ho!"")","","(AssetGuid=E357856E64CE43F6B4DF293399715635)","(AudioTableEntry=""MOD_A2C1Q2_Task_RescueZephoras_Zeph"")","QuestComplete","A2C1Q2:Task_RescueZephoras","None","None","None","None","(TagName=""Dialogue.LoreSpeakers.zephoras"")","(GameplayTags=)","1","","True",""
A2C2Q1_Task_TalktoZephoras,"((RowName=""Zephoras""))","Quest","","NSLOCTEXT(""DialogueTable"", ""1856A0214D458075C0CABBB266508D12"", ""Thank you again, adventurer. I hope I can return the favor one day. The netherim? As a matter of fact, I\'ve observed some Netherim right here in the swamp while researching the Hyvid.\r\n\r\nSpeaking of, the Hyvid appear to be starting a new colony, it\'s unprecedented! The Hyvid have always maintained one single colony, but now they\'re spreading out and they\'ve started a new one. If this continues... that\'s bad news for Novastraia. The netherim must be involved somehow.\r\n\r\nAdventurer, find this new colony and snuff it out. There\'s not much time before the new queen hatches. Once you\'ve eliminated the Hyvid threat, we can figure out what to do about the Netherim."")","","(AssetGuid=B43419C951AB4F2B88F2E3A1C48CE0C9)","(AudioTableEntry=""QST_A2C2Q1_Task_TalktoZephoras_Zeph"")","None","None","None","None","None","None","(TagName=""Dialogue.LoreSpeakers.zephoras"")","(GameplayTags=)","1","","True",""
A2C2Q1_Modal_Zaya1,"((RowName=""Zaya""))","Modal","","NSLOCTEXT(""DialogueTable"", ""DF927A4C46B68E820AB9DEAEDF0792F5"", ""You saved my father! I\'m forever in your debt, partner. Let\'s check in on him, and see if he has any leads on the Netherim."")","","(AssetGuid=E357856E64CE43F6B4DF293399715635)","(AudioTableEntry=""MOD_A2C2Q1_Modal_Zaya1_Zaya"")","QuestActive","A2C2Q1:Task_TalktoZephoras","None","None","None","None","(TagName=""Dialogue.LoreSpeakers.Zaya"")","(GameplayTags=)","1","","True",""
A2C2Q1_Modal_Zephoras,"((RowName=""Zephoras""))","Modal","","NSLOCTEXT(""DialogueTable"", ""A2C2Q1_Modal_Zephoras_Text"", ""The Hyvid never establish new colonies. What could be the source of this aberrant behavior? It\'s dangerous whatever it is. Zaya should return home immediately."")","","(AssetGuid=E357856E64CE43F6B4DF293399715635)","(AudioTableEntry=""MOD_A2C2Q1_Modal_Zephoras_Zeph"")","QuestActive","A2C2Q1","None","None","None","None","(TagName=""Dialogue.LoreSpeakers.zephoras"")","(GameplayTags=)","1","","True",""
A2C2Q1_Modal_Zaya2,"((RowName=""Zaya""))","Modal","","NSLOCTEXT(""DialogueTable"", ""A2C2Q1_Modal_Zaya2_Text"", ""Father is too protective, I wish he would trust me. I\'m not a kid anymore. Besides, if not for us, he\'d still be wrapped up in a spider\'s cocoon!"")","","(AssetGuid=E357856E64CE43F6B4DF293399715635)","(AudioTableEntry=""MOD_A2C2Q1_Modal_Zaya2_Zaya"")","QuestActive","A2C2Q1","None","None","None","None","(TagName=""Dialogue.LoreSpeakers.Zaya"")","(GameplayTags=)","1","","True",""
