---,SkillClass,CharacterTag,Animation,AnimationOverride,MaximumSkillLevel,MinimumSkillLevel,EmberWeaponUnlockLevel,bShowSkillLevel,GameplayTags,ExclusiveTags,RequiredSkillTab,RequiredLevelInSkillTab,TraitMode,TraitString,PerLevelDisplayTexts,PerLevelDisplayCategories,TraitCurve1,TraitCurve2,TraitCurve3,TraitCurve4,Tier1TraitString,Tier1DisplayText,Tier2TraitString,Tier2DisplayText,Tier3TraitString,Tier3DisplayText,bCanNeverBeUnlocked,bHiddenBehindCheats,SkillPanelRow,SkillPanelColumn,TryStatusEffect,TryDuration,DefaultSkillSet,DefaultSkillSlot,Notes
BloodDrinker_BloodPoolHealingIncrease,"/Game/Skills/Blueprints/EmberWeapons/BloodDrinker/SkillTreePlaceholders/SkillTree_BloodDrinker_HealingFromBloodPools.SkillTree_BloodDrinker_HealingFromBloodPools_C","Character.Player","Default","None","10","0","0","True","(GameplayTags=((TagName=""Skill.Passive""),(TagName=""Skill.EmberWeapon.BloodDrinker"")))","(GameplayTags=)","(RowName=""BloodDrinker"")","0","Default","RandomBonusPctBySkillName|BloodDrinker_BloodPoolHealingIncrease=.05","(NSLOCTEXT(""SkillsTable"", ""F83845E04E0EA952041C2A883221E64B"", ""Increased healing from Blood Pools""))","","PerLevelByOnesStartWithOne","None","None","None","","","","","","","False","False","1","3","(RowName="""")","30.000000","None","None",""
BloodDrinker_ChancetoDropTwoBloodPools,"/Game/Skills/Blueprints/EmberWeapons/BloodDrinker/SkillTreePlaceholders/SkillTree_BloodDrinker_BloodPoolDouble.SkillTree_BloodDrinker_BloodPoolDouble_C","Character.Player","Default","None","10","0","0","True","(GameplayTags=((TagName=""Skill.Passive""),(TagName=""Skill.EmberWeapon.BloodDrinker"")))","(GameplayTags=)","(RowName=""BloodDrinker"")","0","Default","RandomBonusPctBySkillName|BloodDrinker_ChancetoDropTwoBloodPools=.05","(NSLOCTEXT(""SkillsTable"", ""16CD0FC9486F75D362BF1EA128E9B682"", ""Chance to drop an additional Blood Pool""))","","PerLevelByOnesStartWithOne","None","None","None","","","","","","","False","False","2","3","(RowName="""")","30.000000","None","None",""
BloodDrinker_Activation,"/Game/Skills/Blueprints/EmberWeapons/BloodDrinker/Skill_BloodDrinker_Activate.Skill_BloodDrinker_Activate_C","Character.Player","Default","None","1","1","1","False","(GameplayTags=((TagName=""Skill.Passive""),(TagName=""Skill.EmberWeapon.BloodDrinker""),(TagName=""Skill.EmberWeapon.UltimateActive""),(TagName=""Skill.Cooldown"")))","(GameplayTags=)","(RowName=""BloodDrinker"")","0","Default","","","","None","None","None","None","","","","","","","False","False","0","0","(RowName="""")","30.000000","None","None",""
BloodDrinker_SpinningBlade,"/Game/Skills/Blueprints/EmberWeapons/BloodDrinker/Skill_BloodDrinker_SpinningBlade.Skill_BloodDrinker_SpinningBlade_C","Character.Player","Default","None","1","0","5","False","(GameplayTags=((TagName=""Skill.Active""),(TagName=""Skill.EmberWeapon.BloodDrinker""),(TagName=""Skill.EmberWeapon.Active""),(TagName=""Skill.Cooldown.Relic"")))","(GameplayTags=)","(RowName=""BloodDrinker"")","0","Default","","","","None","None","None","None","","","","","","","False","False","0","1","(RowName="""")","30.000000","Default","Skill00",""
BloodDrinker_Rupture,"/Game/Skills/Blueprints/EmberWeapons/Skill_Rupture.Skill_Rupture_C","Character.Player","Default","None","1","0","10","False","(GameplayTags=((TagName=""Skill.Passive""),(TagName=""Skill.EmberWeapon.BloodDrinker"")))","(GameplayTags=)","(RowName=""BloodDrinker"")","0","Default","ProcChance|Rupture=.1","","","None","None","None","None","","","","","","","False","False","0","2","(RowName="""")","30.000000","None","None",""
BloodDrinker_BloodPools,"/Game/Skills/Blueprints/EmberWeapons/BloodDrinker/SkillTreePlaceholders/SkillTree_BloodDrinker_BloodPools.SkillTree_BloodDrinker_BloodPools_C","Character.Player","Default","None","1","0","15","False","(GameplayTags=((TagName=""Skill.Passive""),(TagName=""Skill.EmberWeapon.BloodDrinker"")))","(GameplayTags=)","(RowName=""BloodDrinker"")","0","Default","ProcChance|BloodPools=.15","","","None","None","None","None","","","","","","","False","False","0","3","(RowName="""")","30.000000","None","None",""
BloodDrinker_EnhancedActivation,"/Game/Skills/Blueprints/EmberWeapons/BloodDrinker/SkillTreePlaceholders/SkillTree_BloodDrinker_EnhancedActivation.SkillTree_BloodDrinker_EnhancedActivation_C","Character.Player","Default","None","1","0","30","False","(GameplayTags=((TagName=""Skill.Passive""),(TagName=""Skill.EmberWeapon.BloodDrinker""),(TagName=""Skill.EmberWeapon.UltimateActive"")))","(GameplayTags=)","(RowName=""BloodDrinker"")","0","Default","","","","None","None","None","None","","","","","","","False","False","0","4","(RowName="""")","30.000000","None","None",""
Coldheart_Activation,"/Game/Skills/Blueprints/EmberWeapons/Coldheart/Skill_Coldheart_Activate.Skill_Coldheart_Activate_C","Character.Player","Default","None","1","1","1","False","(GameplayTags=((TagName=""Skill.Passive""),(TagName=""Skill.EmberWeapon.UltimateActive""),(TagName=""Skill.EmberWeapon.ColdHeart"")))","(GameplayTags=)","(RowName=""ColdHeart"")","0","Default","","","","None","None","None","None","","","","","","","False","False","0","0","(RowName="""")","30.000000","None","None",""
Coldheart_Icewall,"/Game/Skills/Blueprints/EmberWeapons/Coldheart/Skill_Glacier.Skill_Glacier_C","Character.Player","Default","None","1","0","5","False","(GameplayTags=((TagName=""Skill.Active""),(TagName=""Skill.EmberWeapon.Active""),(TagName=""Skill.EmberWeapon.ColdHeart""),(TagName=""Skill.Cooldown"")))","(GameplayTags=)","(RowName=""ColdHeart"")","0","Default","","","","None","None","None","None","","","","","","","False","False","0","1","(RowName="""")","30.000000","Default","Skill00",""
Coldheart_HitOnFrozen,"/Game/Skills/Blueprints/EmberWeapons/Coldheart/SkillTreePlaceholders/SkillTree_Coldheart_FrozenOnHit.SkillTree_Coldheart_FrozenOnHit_C","Character.Player","Default","None","1","0","10","False","(GameplayTags=((TagName=""Skill.EmberWeapon.ColdHeart""),(TagName=""Skill.Passive"")))","(GameplayTags=)","(RowName=""ColdHeart"")","0","Default","ProcChance|FreezeWhenhit=.10;ElementalProcDuration|Proc.FreezeWhenHit=2","(NSLOCTEXT(""SkillsTable"", ""F720418C4488411A4EA4D7B577288BF9"", ""Chance to Freeze enemies who hit you.""))","","None","None","None","None","","","","","","","False","False","0","2","(RowName="""")","30.000000","None","None",""
Coldheart_IceGolem,"/Game/Skills/Blueprints/EmberWeapons/Coldheart/ProcSkill_Coldheart_IceGolem.ProcSkill_Coldheart_IceGolem_C","Character.Player","Default","None","1","0","15","False","(GameplayTags=((TagName=""Skill.EmberWeapon.ColdHeart""),(TagName=""Skill.Passive"")))","(GameplayTags=)","(RowName=""ColdHeart"")","0","Default","ProcChance|GolemOnKillChilled=.15","","","None","None","None","None","","","","","","","False","False","0","3","(RowName="""")","30.000000","None","None",""
Coldheart_EnhancedActivation,"/Game/Skills/Blueprints/EmberWeapons/Coldheart/SkillTreePlaceholders/SkillTree_Coldheart_EnhancedActivation.SkillTree_Coldheart_EnhancedActivation_C","Character.Player","Default","None","1","0","30","False","(GameplayTags=((TagName=""Skill.EmberWeapon.UltimateActive""),(TagName=""Skill.EmberWeapon.ColdHeart""),(TagName=""Skill.Passive"")))","(GameplayTags=)","(RowName=""ColdHeart"")","0","Default","","","","None","None","None","None","","","","","","","False","False","0","4","(RowName="""")","30.000000","None","None",""
Coldheart_ChancetoFreezeWhileActive,"/Game/Skills/Blueprints/EmberWeapons/Coldheart/SkillTreePlaceholders/SkillTree_ColdHeart_FreezeWhileActive.SkillTree_ColdHeart_FreezeWhileActive_C","Character.Player","Default","None","10","0","0","True","(GameplayTags=((TagName=""Skill.EmberWeapon.ColdHeart""),(TagName=""Skill.Passive""),(TagName=""Skill.EmberWeapon.Activated"")))","(GameplayTags=)","(RowName=""ColdHeart"")","0","StatusEffect","ElementalProcChance|Proc.Freeze=.025","(NSLOCTEXT(""SkillsTable"", ""1B6A619F45211E435FD137B4235BD3AE"", ""Increased chance to Freeze enemies you hit while Coldheart is Activated""))","","PerLevelByOnesStartWithOne","None","None","None","","","","","","","False","False","1","0","(RowName="""")","30.000000","None","None",""
Coldheart_CritHitFrozen,"/Game/Skills/Blueprints/EmberWeapons/Coldheart/SkillTreePlaceholders/SkillTree_ColdHeart_CritvsFreeze.SkillTree_ColdHeart_CritvsFreeze_C","Character.Player","Default","None","10","0","0","True","(GameplayTags=((TagName=""Skill.EmberWeapon.ColdHeart""),(TagName=""Skill.Passive""),(TagName=""Skill.EmberWeapon.Activated"")))","(GameplayTags=)","(RowName=""ColdHeart"")","0","StatusEffect","CriticalDamageBonus=.05","(NSLOCTEXT(""SkillsTable"", ""A63BF97A4017E4ED547F258B417EBC4F"", ""Critical damage while Activated (100% chance to critically hit Frozen enemies)""))","","PerLevelByOnesStartWithOne","None","None","None","","","","","","","False","False","2","0","(RowName="""")","30.000000","None","None",""
Coldheart_IcewallDamage,"/Game/Skills/Blueprints/EmberWeapons/Coldheart/SkillTreePlaceholders/SkillTree_Coldheart_IceWallDamage.SkillTree_Coldheart_IceWallDamage_C","Character.Player","Default","None","10","0","0","True","(GameplayTags=((TagName=""Skill.EmberWeapon.ColdHeart""),(TagName=""Skill.Passive"")))","(GameplayTags=)","(RowName=""ColdHeart"")","0","Default","SkillDamageFactorMultiplier|Coldheart_Icewall=0.05","(NSLOCTEXT(""SkillsTable"", ""5B1079FB48547DA2F9CFC5AE71CF22E3"", ""Increased damage for Glacier""))","","PerLevelByOnesStartWithOne","None","None","None","","","","","","","False","False","1","1","(RowName="""")","30.000000","None","None",""
Coldheart_IcewallCooldown,"/Game/Skills/Blueprints/EmberWeapons/Coldheart/SkillTreePlaceholders/SkillTree_Coldheart_IcewallCooldownReduction.SkillTree_Coldheart_IcewallCooldownReduction_C","Character.Player","Default","None","10","0","0","True","(GameplayTags=((TagName=""Skill.EmberWeapon.ColdHeart""),(TagName=""Skill.Passive"")))","(GameplayTags=)","(RowName=""ColdHeart"")","0","Default","CooldownPctBySkillName|Coldheart_Icewall=-.05","(NSLOCTEXT(""SkillsTable"", ""30745DAE4C8866BAFF31008ACBCB192F"", ""Glacier cooldown""))","","PerLevelByOnesStartWithOne","None","None","None","","","","","","","False","False","2","1","(RowName="""")","30.000000","None","None",""
Coldheart_FrozenDurationOnHit,"/Game/Skills/Blueprints/EmberWeapons/Coldheart/SkillTreePlaceholders/SkillTree_Coldheart_FrozenOnHitDuration.SkillTree_Coldheart_FrozenOnHitDuration_C","Character.Player","Default","None","10","0","0","True","(GameplayTags=((TagName=""Skill.EmberWeapon.ColdHeart""),(TagName=""Skill.Passive"")))","(GameplayTags=)","(RowName=""ColdHeart"")","0","Default","ElementalProcDuration|Proc.FreezeWhenHit=.1","(NSLOCTEXT(""SkillsTable"", ""F21E1EC0401DB6C180A3798D3EB48A5B"", ""Increased duration for enemies who are Frozen after hitting you""))","","PerLevelByOnesStartWithOne","None","None","None","","","","","","","False","False","1","2","(RowName="""")","30.000000","None","None",""
Coldheart_FrozenChanceOnHit,"/Game/Skills/Blueprints/EmberWeapons/Coldheart/SkillTreePlaceholders/SkillTree_Coldheart_FrozenOnHitChance.SkillTree_Coldheart_FrozenOnHitChance_C","Character.Player","Default","None","10","0","0","True","(GameplayTags=((TagName=""Skill.EmberWeapon.ColdHeart""),(TagName=""Skill.Passive"")))","(GameplayTags=)","(RowName=""ColdHeart"")","0","Default","ProcChance|FreezeWhenhit=.01","(NSLOCTEXT(""SkillsTable"", ""D87ED72744C6786839844E99E33B50C8"", ""Increased chance to Freeze enemies who hit you""))","","PerLevelByOnesStartWithOne","None","None","None","","","","","","","False","False","2","2","(RowName="""")","30.000000","None","None",""
Coldheart_GolemChance,"/Game/Skills/Blueprints/EmberWeapons/Coldheart/SkillTreePlaceholders/SkillTree_Coldheart_IceGolemChance.SkillTree_Coldheart_IceGolemChance_C","Character.Player","Default","None","10","0","0","True","(GameplayTags=((TagName=""Skill.EmberWeapon.ColdHeart""),(TagName=""Skill.Passive"")))","(GameplayTags=)","(RowName=""ColdHeart"")","0","Default","ProcChance|GolemOnKillChilled=.01","(NSLOCTEXT(""SkillsTable"", ""70E4DCC44C3F479DFB7AA0AEF76AAA30"", ""Increased chance to summon an Ice Golem when you kill a Chilled enemy""))","","PerLevelByOnesStartWithOne","None","None","None","","","","","","","False","False","2","3","(RowName="""")","30.000000","None","None",""
Coldheart_GolemLifespan,"/Game/Skills/Blueprints/EmberWeapons/Coldheart/SkillTreePlaceholders/SkillTree_Coldheart_IceGolemDamage.SkillTree_Coldheart_IceGolemDamage_C","Character.Player","Default","None","10","0","0","True","(GameplayTags=((TagName=""Skill.EmberWeapon.ColdHeart""),(TagName=""Skill.Passive"")))","(GameplayTags=)","(RowName=""ColdHeart"")","0","Default","MinionLifespanBonus|Character.Minion.IceGolem=1","(NSLOCTEXT(""SkillsTable"", ""3F37C150460DA47A76BA669BD2814748"", ""Ice Golem lifespan""))","","PerLevelByOnesStartWithOne","None","None","None","","","","","","","False","False","1","3","(RowName="""")","30.000000","None","None",""
Electrode_Activation,"/Game/Skills/Blueprints/EmberWeapons/Electrode/Skill_Electrode_Activate.Skill_Electrode_Activate_C","Character.Player","Default","None","1","1","1","False","(GameplayTags=((TagName=""Skill.Passive""),(TagName=""Skill.EmberWeapon.UltimateActive""),(TagName=""Skill.EmberWeapon.Electrode"")))","(GameplayTags=)","(RowName=""Electrode"")","0","Default","","","","None","None","None","None","","","","","","","False","False","0","0","(RowName="""")","30.000000","None","None",""
Electrode_Conduit,"/Game/Skills/Blueprints/EmberWeapons/Electrode/Skill_Conduit_LocalizedStorm.Skill_Conduit_LocalizedStorm_C","Character.Player","Default","None","1","0","5","False","(GameplayTags=((TagName=""Skill.Active""),(TagName=""Skill.EmberWeapon.Active""),(TagName=""Skill.EmberWeapon.Electrode""),(TagName=""Skill.Cooldown"")))","(GameplayTags=)","(RowName=""Electrode"")","0","Default","","","","None","None","None","None","","","","","","","False","False","0","1","(RowName="""")","30.000000","Default","Skill00",""
Electrode_LightningStrike,"/Game/Skills/Blueprints/EmberWeapons/Electrode/SkillTreePlaceholders/SkillTree_Electrode_LightningStrike.SkillTree_Electrode_LightningStrike_C","Character.Player","Default","None","1","0","10","False","(GameplayTags=((TagName=""Skill.EmberWeapon.Electrode""),(TagName=""Skill.Passive"")))","(GameplayTags=)","(RowName=""Electrode"")","0","Default","ProcChance|LightningStrike=.1","(NSLOCTEXT(""SkillsTable"", ""7D5E668A4AC203FD3341F6946095DCE5"", ""Chance to call down lightning when you hit a Shocked enemy""))","","None","None","None","None","","","","","","","False","False","0","2","(RowName="""")","30.000000","None","None",""
Electrode_BoltsOnKill,"/Game/Skills/Blueprints/EmberWeapons/Electrode/SkillTreePlaceholders/SkillTreeActual_Electrode_ShockBoltsOnKilled1.SkillTreeActual_Electrode_ShockBoltsOnKilled1_C","Character.Player","Default","None","1","0","15","False","(GameplayTags=((TagName=""Skill.EmberWeapon.Electrode""),(TagName=""Skill.Passive"")))","(GameplayTags=)","(RowName=""Electrode"")","0","Default","ProcChance|ShockBoltsOnKill=.4","(NSLOCTEXT(""SkillsTable"", ""1885B314468229526F6B62AC985B763F"", ""Chance to fire bolts of energy on kill""))","","None","None","None","None","","","","","","","False","False","0","3","(RowName="""")","30.000000","None","None",""
Electrode_EnhancedActivation,"/Game/Skills/Blueprints/EmberWeapons/Electrode/SkillTreePlaceholders/SkillTree_Electrode_EnhancedActivation.SkillTree_Electrode_EnhancedActivation_C","Character.Player","Default","None","1","0","30","False","(GameplayTags=((TagName=""Skill.EmberWeapon.UltimateActive""),(TagName=""Skill.EmberWeapon.Electrode""),(TagName=""Skill.Passive"")))","(GameplayTags=)","(RowName=""Electrode"")","0","Default","","","","None","None","None","None","","","","","","","False","False","0","4","(RowName="""")","30.000000","None","None",""
Electrode_ChancetoShockWhileActive,"/Game/Skills/Blueprints/EmberWeapons/Electrode/SkillTreePlaceholders/SkillTree_Electrode_ChancetoShockActive.SkillTree_Electrode_ChancetoShockActive_C","Character.Player","Default","None","10","0","0","True","(GameplayTags=((TagName=""Skill.EmberWeapon.Electrode""),(TagName=""Skill.Passive""),(TagName=""Skill.EmberWeapon.Activated"")))","(GameplayTags=)","(RowName=""Electrode"")","0","StatusEffect","ElementalProcChance|Proc.Shock=.025","(NSLOCTEXT(""SkillsTable"", ""D211F7534C360B3FA30FE38BA3A9BEA3"", ""Increased chance to Shock while Electrode is Activated""))","","PerLevelByOnesStartWithOne","None","None","None","","","","","","","False","False","1","0","(RowName="""")","30.000000","None","None",""
Electrode_CriticalChanceWhileActive,"/Game/Skills/Blueprints/EmberWeapons/Electrode/SkillTreePlaceholders/SkillTree_Electrode_CritChanceWhileActive.SkillTree_Electrode_CritChanceWhileActive_C","Character.Player","Default","None","10","0","0","True","(GameplayTags=((TagName=""Skill.EmberWeapon.Electrode""),(TagName=""Skill.Passive""),(TagName=""Skill.EmberWeapon.Activated"")))","(GameplayTags=)","(RowName=""Electrode"")","0","StatusEffect","CriticalHitChance=.05","(NSLOCTEXT(""SkillsTable"", ""53B4F3924BC91191971D28BC32D68F66"", ""Critically Hit chance while Electrode is Activated""))","","PerLevelByOnesStartWithOne","None","None","None","","","","","","","False","False","2","0","(RowName="""")","30.000000","None","None",""
Electrode_ActiveSkillDamage,"/Game/Skills/Blueprints/EmberWeapons/Electrode/SkillTreePlaceholders/SkillTree_Electrode_ActiveSkillDamage.SkillTree_Electrode_ActiveSkillDamage_C","Character.Player","Default","None","10","0","0","True","(GameplayTags=((TagName=""Skill.EmberWeapon.Electrode""),(TagName=""Skill.Passive"")))","(GameplayTags=)","(RowName=""Electrode"")","0","Default","SkillDamageFactorMultiplier|Electrode_Conduit=.05","(NSLOCTEXT(""SkillsTable"", ""7B10AC84473B3455DF9AD0AEF65EEEB9"", ""Localized Storm damage""))","","PerLevelByOnesStartWithOne","None","None","None","","","","","","","False","False","1","1","(RowName="""")","30.000000","None","None",""
Electrode_ActiveSkillCooldown,"/Game/Skills/Blueprints/EmberWeapons/Electrode/SkillTreePlaceholders/SkillTree_Electrode_ActiveSkillArea.SkillTree_Electrode_ActiveSkillArea_C","Character.Player","Default","None","10","0","0","True","(GameplayTags=((TagName=""Skill.EmberWeapon.Electrode""),(TagName=""Skill.Passive"")))","(GameplayTags=)","(RowName=""Electrode"")","0","Default","CooldownSecondsBySkillName|Electrode_Conduit=-.5","(NSLOCTEXT(""SkillsTable"", ""285FBF5D4204C87A6D812899EC984872"", ""Localized Storm cooldown""))","","PerLevelByOnesStartWithOne","None","None","None","","","","","","","False","False","2","1","(RowName="""")","30.000000","None","None",""
Electrode_LightningStrikeChance,"/Game/Skills/Blueprints/EmberWeapons/Electrode/SkillTreePlaceholders/SkillTree_Electrode_LightningStrikeChance.SkillTree_Electrode_LightningStrikeChance_C","Character.Player","Default","None","10","0","0","True","(GameplayTags=((TagName=""Skill.EmberWeapon.Electrode""),(TagName=""Skill.Passive"")))","(GameplayTags=)","(RowName=""Electrode"")","0","Default","ProcChance|LightningStrike=.025","(NSLOCTEXT(""SkillsTable"", ""785E7528401611199891BF8728FB7E32"", ""Increased chance for Lightning Strike""))","","PerLevelByOnesStartWithOne","None","None","None","","","","","","","False","False","1","2","(RowName="""")","30.000000","None","None",""
Electrode_LightningStrikeStun,"/Game/Skills/Blueprints/EmberWeapons/Electrode/SkillTreePlaceholders/SkillTree_Electrode_LightningStrikeStun.SkillTree_Electrode_LightningStrikeStun_C","Character.Player","Default","None","10","0","0","True","(GameplayTags=((TagName=""Skill.EmberWeapon.Electrode""),(TagName=""Skill.Passive"")))","(GameplayTags=)","(RowName=""Electrode"")","0","Default","RandomBonusPctBySkillName|Electrode_LightningStrikeStun=.1","(NSLOCTEXT(""SkillsTable"", ""0EB5C3274BD6CDF0A6CFCCA1BA481FE5"", ""Additional Stun duration for Lightning Strike""))","","PerLevelByOnes","None","None","None","","","","","","","False","False","2","2","(RowName="""")","30.000000","None","None",""
Electrode_BoltsChance,"/Game/Skills/Blueprints/EmberWeapons/Electrode/SkillTreePlaceholders/SkillTree_Electrode_ChancetoUnleashBoltsOnKill.SkillTree_Electrode_ChancetoUnleashBoltsOnKill_C","Character.Player","Default","None","10","0","0","True","(GameplayTags=((TagName=""Skill.EmberWeapon.Electrode""),(TagName=""Skill.Passive"")))","(GameplayTags=)","(RowName=""Electrode"")","0","Default","ProcChance|ShockBoltsOnKill=.025","(NSLOCTEXT(""SkillsTable"", ""3D521AB9458A291D52714F99BF23333F"", ""Increased chance to fire shock bolts when you kill a Shocked enemy""))","","PerLevelByOnesStartWithOne","None","None","None","","","","","","","False","False","2","3","(RowName="""")","30.000000","None","None",""
Electrode_BoltDamage,"/Game/Skills/Blueprints/EmberWeapons/Electrode/SkillTreePlaceholders/SkillTree_Electrode_BoltsPerRankOnKill.SkillTree_Electrode_BoltsPerRankOnKill_C","Character.Player","Default","None","10","0","0","True","(GameplayTags=((TagName=""Skill.EmberWeapon.Electrode""),(TagName=""Skill.Passive"")))","(GameplayTags=)","(RowName=""Electrode"")","0","Default","SkillDamageFactorMultiplier|Electrode_BoltsOnKill=.05","(NSLOCTEXT(""SkillsTable"", ""7336D12D4D3A13E8B76FD195BEA51F37"", ""Shock bolts on kill damage""))","","PerLevelByOnesStartWithOne","None","None","None","","","","","","","False","False","1","3","(RowName="""")","30.000000","None","None",""
Skill_MeleeAttack_Goblin,"/Game/Skills/Blueprints/Sharpshooter/Skill_MeleeAttack_Goblin.Skill_MeleeAttack_Goblin_C","","Default","None","1","0","0","True","(GameplayTags=)","(GameplayTags=)","(RowName="""")","0","Default","","","","None","None","None","None","","","","","","","False","False","0","0","(RowName="""")","30.000000","None","None","This is for sharpshooter minion. Added to table so we can affect it with a per level bonus."
Amulet_Activation,"/Game/Skills/Blueprints/EmberWeapons/ChampionsAmulet/Skill_PainandGain_VictoryPerformance.Skill_PainandGain_VictoryPerformance_C","Character.Player","Default","None","1","1","1","False","(GameplayTags=((TagName=""Skill.EmberWeapon.ChampionsAmulet""),(TagName=""Skill.Passive""),(TagName=""Skill.EmberWeapon.UltimateActive"")))","(GameplayTags=)","(RowName=""ChampionsAmulet"")","0","Default","","","","None","None","None","None","","","","","","","False","False","0","0","(RowName="""")","30.000000","None","None",""
Amulet_ActiveSkill,"/Game/Skills/Blueprints/EmberWeapons/ChampionsAmulet/Skill_PainandGain_ShieldBash.Skill_PainandGain_ShieldBash_C","Character.Player","Default","None","1","0","5","False","(GameplayTags=((TagName=""Skill.Active""),(TagName=""Skill.EmberWeapon.Active""),(TagName=""Skill.EmberWeapon.ChampionsAmulet""),(TagName=""Skill.Cooldown"")))","(GameplayTags=)","(RowName=""ChampionsAmulet"")","0","Default","","","","None","None","None","None","","","","","","","False","False","1","0","(RowName="""")","30.000000","Default","Skill00",""
Amulet_Innervate,"/Game/Skills/Blueprints/EmberWeapons/ChampionsAmulet/SkillTreePlaceholders/SkillTree_ChampsionsAmulet_Innervate.SkillTree_ChampsionsAmulet_Innervate_C","Character.Player","Default","None","1","0","10","False","(GameplayTags=((TagName=""Skill.EmberWeapon.ChampionsAmulet""),(TagName=""Skill.Passive"")))","(GameplayTags=)","(RowName=""ChampionsAmulet"")","0","Default","","","","ProcChance|SpeedOnBlock=1","None","None","None","","","","","","","False","False","2","0","(RowName="""")","30.000000","None","None",""
Amulet_AdaptiveArmor,"/Game/Skills/Blueprints/EmberWeapons/ChampionsAmulet/SkillTreePlaceholders/SkillTree_ChampionsAmulet_AdaptiveArmor.SkillTree_ChampionsAmulet_AdaptiveArmor_C","Character.Player","Default","None","1","0","15","False","(GameplayTags=((TagName=""Skill.EmberWeapon.ChampionsAmulet""),(TagName=""Skill.Passive"")))","(GameplayTags=)","(RowName=""ChampionsAmulet"")","0","Default","","","","None","None","None","None","","","","","","","False","False","3","0","(RowName="""")","30.000000","None","None",""
Amulet_EnhancedActivation,"/Game/Skills/Blueprints/EmberWeapons/ChampionsAmulet/SkillTreePlaceholders/SkillTree_ChampionsAmulet_EnhancedActivation.SkillTree_ChampionsAmulet_EnhancedActivation_C","Character.Player","Default","None","1","0","30","False","(GameplayTags=((TagName=""Skill.EmberWeapon.ChampionsAmulet""),(TagName=""Skill.Passive""),(TagName=""Skill.EmberWeapon.UltimateActive"")))","(GameplayTags=)","(RowName=""ChampionsAmulet"")","0","Default","","","","None","None","None","None","","","","","","","False","False","4","0","(RowName="""")","30.000000","None","None",""
Amulet_BlockChanceOnActivate,"/Game/Skills/Blueprints/EmberWeapons/ChampionsAmulet/SkillTreePlaceholders/SkillTree_ChampionsAmulet_BlockChanceWhenActive.SkillTree_ChampionsAmulet_BlockChanceWhenActive_C","Character.Player","Default","None","10","0","0","True","(GameplayTags=((TagName=""Skill.EmberWeapon.ChampionsAmulet""),(TagName=""Skill.Passive""),(TagName=""Skill.EmberWeapon.Activated"")))","(GameplayTags=)","(RowName=""ChampionsAmulet"")","0","StatusEffect","BlockChance=.025","(NSLOCTEXT(""SkillsTable"", ""CB6761CB40797C17A9CAB7AB575663AC"", ""Increased Block chance on Activation""))","","PerLevelByOnesStartWithOne","None","None","None","","","","","","","False","False","0","1","(RowName="""")","30.000000","None","None",""
Amulet_ThornsWhenActive,"/Game/Skills/Blueprints/EmberWeapons/ChampionsAmulet/SkillTreePlaceholders/SkillTree_ChampionsAmulet_ThornDamageWhileActive.SkillTree_ChampionsAmulet_ThornDamageWhileActive_C","Character.Player","Default","None","10","0","0","True","(GameplayTags=((TagName=""Skill.EmberWeapon.ChampionsAmulet""),(TagName=""Skill.Passive""),(TagName=""Skill.EmberWeapon.Activated"")))","(GameplayTags=)","(RowName=""ChampionsAmulet"")","0","StatusEffect","SkillDamageFactorMultiplier|Amulet_ThornsWhenActive=.1;ProcChance|Thorns=1","(NSLOCTEXT(""SkillsTable"", ""99ED7E9B40DCFCCE40F6F8B30804B960"", ""Riposte damage""))","","PerLevelByOnesStartWithOne","None","None","None","","","","","","","False","False","0","2","(RowName="""")","30.000000","None","None",""
Amulet_ActiveSkillDamage,"/Game/Skills/Blueprints/EmberWeapons/ChampionsAmulet/SkillTreePlaceholders/SkillTree_ChampionsAmulet_ShieldBashDamage.SkillTree_ChampionsAmulet_ShieldBashDamage_C","Character.Player","Default","None","10","0","0","True","(GameplayTags=((TagName=""Skill.EmberWeapon.ChampionsAmulet""),(TagName=""Skill.Passive"")))","(GameplayTags=)","(RowName=""ChampionsAmulet"")","0","Default","SkillDamageFactorMultiplier|Amulet_ActiveSkill=.05","","","None","None","None","None","","","","","","","False","False","1","1","(RowName="""")","30.000000","None","None",""
Amulet_HealthRegenAmount,"/Game/Skills/Blueprints/EmberWeapons/ChampionsAmulet/SkillTreePlaceholders/SkillTree_ChampionsAmulet_ShieldBashRegen.SkillTree_ChampionsAmulet_ShieldBashRegen_C","Character.Player","Default","None","10","0","0","True","(GameplayTags=((TagName=""Skill.Passive""),(TagName=""Skill.EmberWeapon.ChampionsAmulet"")))","(GameplayTags=)","(RowName=""ChampionsAmulet"")","0","Default","BonusChancePctBySkillName|Amulet_ActiveSkill=.01","(NSLOCTEXT(""SkillsTable"", ""7341F6BD425FFDBFF8A431A55E1293BB"", ""Increased regeneration when you use Shield Bash""))","","PerLevelByOnesStartWithOne","None","None","None","","","","","","","False","False","1","2","(RowName="""")","30.000000","None","None",""
