---,MinLevel,MaxLevel,DropWeight,MaxCount,TextFormat,ItemTextFormat,bAlwaysShowAffixName,bIsPrimaryAffix,TraitType,AffixTags,ElementTag,AffixCurveValue1,AffixCurveValue2,AffixCurveValue3,AffixCurveValue4,AffixCurveValue5,AffixCurveValue6,TraitString,Normal,Magic,Rare,Legendary,Unique,SetBonusTag,SetBonusCountRequired,EnchantingMagicMultipliers,EnchantingRareMultipliers,EnchantingLegendaryMultipliers,LifeboundMultiplier,bRound,TextOnDrop,Notes
Damage_Fire_Secondary,"1.000000","100.000000","100","1","NSLOCTEXT(""AffixTable"", ""5144E1064DB3DFF950595188E83CBCB5"", ""+{0} Fire Damage"")","","False","False","Weapon","(GameplayTags=((TagName=""Affix.Secondary""),(TagName=""Item.Weapon.Global""),(TagName=""Affix.Damage.Global""),(TagName=""Affix.Damage.Fire""),(TagName=""Item.Weapon.1H""),(TagName=""Item.Weapon.Focus""),(TagName=""Item.Pet.Tag""),(TagName=""Item.Armour.Pants""),(TagName=""Item.Armour.Locomotion""),(TagName=""Item.Armour.Chest"")))","(TagName="""")","Damage","None","None","None","None","None","Damage|Element.Fire","0.19-0.3","0.25-0.33","0.32-0.37","0.32-0.37","","(TagName="""")","0","","","","1.200000","False","",""
Damage_Fire_Secondary_2H,"1.000000","100.000000","100","2","NSLOCTEXT(""AffixTable"", ""5144E1064DB3DFF950595188E83CBCB5"", ""+{0} Fire Damage"")","","False","False","Weapon","(GameplayTags=((TagName=""Affix.Secondary""),(TagName=""Item.Weapon.Global""),(TagName=""Affix.Damage.Global""),(TagName=""Affix.Damage.Fire""),(TagName=""Item.Weapon.2H""),(TagName=""Item.Weapon.Cannon"")))","(TagName="""")","Damage","None","None","None","None","None","Damage|Element.Fire","0.19-0.3","0.25-0.33","0.32-0.37","0.32-0.37","","(TagName="""")","0","","","","1.200000","False","",""
Damage_Ice_Primary,"1.000000","100.000000","100","0","NSLOCTEXT(""AffixTable"", ""1C87ED024066BD137A65B4B624D145E6"", ""{0} Ice Damage"")","NSLOCTEXT(""AffixTable"", ""86AC060D47FAE945F39B6CA1BE5E8257"", ""Frigid {0}"")","False","True","Weapon","(GameplayTags=((TagName=""Affix.Primary""),(TagName=""Item.Weapon.Global""),(TagName=""Affix.Damage.Global""),(TagName=""Affix.Damage.Ice""),(TagName=""Item.Weapon.1H""),(TagName=""Item.Pet.Tag"")))","(TagName=""Element.Ice"")","Damage","None","None","None","None","None","Damage|Element.Ice","0.94-1.45","1.19-1.62","1.53-1.79","1.53-1.79","","(TagName="""")","0","","","","1.200000","False","",""
Damage_Ice_Primary_2H,"1.000000","100.000000","100","0","NSLOCTEXT(""AffixTable"", ""CC684831488FB1E255D94EB27AC85D6D"", ""{0} Ice Damage"")","NSLOCTEXT(""AffixTable"", ""0475A15B4BF7BC25A3AA3E8AB4DFF3C2"", ""Frigid {0}"")","False","True","Weapon","(GameplayTags=((TagName=""Affix.Primary""),(TagName=""Item.Weapon.Global""),(TagName=""Affix.Damage.Global""),(TagName=""Affix.Damage.Ice""),(TagName=""Item.Weapon.2H""),(TagName=""Item.Weapon.Cannon"")))","(TagName=""Element.Ice"")","Damage","None","None","None","None","None","Damage|Element.Ice","1.1-1.7","1.4-1.9","1.8-2.1","1.8-2.1","","(TagName="""")","0","","","","1.200000","False","",""
Damage_Ice_Primary_Focus,"1.000000","100.000000","100","0","NSLOCTEXT(""AffixTable"", ""1C87ED024066BD137A65B4B624D145E6"", ""{0} Ice Damage"")","NSLOCTEXT(""AffixTable"", ""86AC060D47FAE945F39B6CA1BE5E8257"", ""Frigid {0}"")","False","True","Weapon","(GameplayTags=((TagName=""Affix.Primary""),(TagName=""Item.Weapon.Focus""),(TagName=""Affix.Damage.Global""),(TagName=""Affix.Damage.Ice""),(TagName=""Item.Weapon.Global"")))","(TagName=""Element.Ice"")","Damage","None","None","None","None","None","Damage|Element.Ice","0.31-0.48","0.39-0.53","0.5-0.59","0.5-0.59","","(TagName="""")","0","","","","1.200000","False","",""
Damage_Ice_Primary_Focus_Strong,"1.000000","100.000000","100","0","NSLOCTEXT(""AffixTable"", ""1C87ED024066BD137A65B4B624D145E6"", ""{0} Ice Damage"")","NSLOCTEXT(""AffixTable"", ""86AC060D47FAE945F39B6CA1BE5E8257"", ""Frigid {0}"")","False","True","Weapon","(GameplayTags=((TagName=""Affix.Primary""),(TagName=""Item.Weapon.Focus""),(TagName=""Affix.Damage.Global""),(TagName=""Affix.Damage.Ice""),(TagName=""Item.Weapon.Global""),(TagName=""Affix.DamageFocusStrong"")))","(TagName=""Element.Ice"")","Damage","None","None","None","None","None","Damage|Element.Ice","0.37-0.58","0.47-0.64","0.6-0.71","0.6-0.71","","(TagName="""")","0","","","","1.200000","False","",""
Damage_Ice_Secondary,"1.000000","100.000000","100","1","NSLOCTEXT(""AffixTable"", ""2F0881824D81EB92A0B8D7A0B038DEEC"", ""+{0} Ice Damage"")","NSLOCTEXT(""AffixTable"", ""27F7944349BDB82E819095B08613F539"", ""{0} of Frost"")","False","False","Weapon","(GameplayTags=((TagName=""Affix.Secondary""),(TagName=""Item.Weapon.Global""),(TagName=""Affix.Damage.Global""),(TagName=""Affix.Damage.Ice""),(TagName=""Item.Weapon.1H""),(TagName=""Item.Weapon.Focus""),(TagName=""Item.Pet.Tag""),(TagName=""Item.Armour.Pants""),(TagName=""Item.Armour.Locomotion""),(TagName=""Item.Armour.Chest"")))","(TagName="""")","Damage","None","None","None","None","None","Damage|Element.Ice","0.19-0.3","0.25-0.33","0.32-0.37","0.32-0.37","","(TagName="""")","0","","","","1.200000","False","",""
Damage_Ice_Secondary_2H,"1.000000","100.000000","100","2","NSLOCTEXT(""AffixTable"", ""2F0881824D81EB92A0B8D7A0B038DEEC"", ""+{0} Ice Damage"")","NSLOCTEXT(""AffixTable"", ""27F7944349BDB82E819095B08613F539"", ""{0} of Frost"")","False","False","Weapon","(GameplayTags=((TagName=""Affix.Secondary""),(TagName=""Item.Weapon.Global""),(TagName=""Affix.Damage.Global""),(TagName=""Affix.Damage.Ice""),(TagName=""Item.Weapon.2H""),(TagName=""Item.Weapon.Cannon"")))","(TagName="""")","Damage","None","None","None","None","None","Damage|Element.Ice","0.19-0.3","0.25-0.33","0.32-0.37","0.32-0.37","","(TagName="""")","0","","","","1.200000","False","",""
Damage_Physical_Newbie,"1.000000","1.000000","0","0","NSLOCTEXT(""AffixTable"", ""3A52DD2D4C4AED283AD4F398836F4887"", ""{0} Physical Damage"")","NSLOCTEXT(""AffixTable"", ""52C939B4405E4826316212B2307B5F52"", ""Rusty {0}"")","False","True","Weapon","(GameplayTags=((TagName=""Affix.Primary""),(TagName=""Affix.Damage.Physical""),(TagName=""Item.Weapon.1H"")))","(TagName="""")","Damage","None","None","None","None","None","Damage|Element.Physical","0.89","","","","","(TagName="""")","0","","","","1.200000","False","","Starting Gear"
Damage_Physical_Newbie_2H,"1.000000","1.000000","0","0","NSLOCTEXT(""AffixTable"", ""04286C9C442B5B517B13B8AC9FBE3CB0"", ""{0} Physical Damage"")","NSLOCTEXT(""AffixTable"", ""98CBDC554F68645130B99FB0E1A1AF80"", ""Rusty {0}"")","False","True","Weapon","(GameplayTags=((TagName=""Affix.Primary""),(TagName=""Affix.Damage.Physical""),(TagName=""Item.Weapon.2H""),(TagName=""Item.Weapon.Cannon"")))","(TagName="""")","Damage","None","None","None","None","None","Damage|Element.Physical","1.09","","","","","(TagName="""")","0","","","","1.200000","False","",""
Damage_Physical_Primary,"1.000000","100.000000","100","0","NSLOCTEXT(""AffixTable"", ""72408D65411F86FADF948CBB5F5E5AA1"", ""{0} Physical Damage"")","NSLOCTEXT(""AffixTable"", ""BC1CF90147F27FE0F265F7BBBC357858"", ""Lethal {0}"")","False","True","Weapon","(GameplayTags=((TagName=""Affix.Primary""),(TagName=""Item.Weapon.Global""),(TagName=""Affix.Damage.Global""),(TagName=""Affix.Damage.Physical""),(TagName=""Item.Weapon.1H""),(TagName=""Item.Pet.Tag"")))","(TagName=""Element.Physical"")","Damage","None","None","None","None","None","Damage|Element.Physical","0.94-1.45","1.19-1.62","1.53-1.79","1.53-1.79","","(TagName="""")","0","","","","1.200000","False","",""
Damage_Physical_Primary_2H,"1.000000","100.000000","100","0","NSLOCTEXT(""AffixTable"", ""458660F948A6ABA7FB8C20808D12ECEA"", ""{0} Physical Damage"")","NSLOCTEXT(""AffixTable"", ""DDA8EBC6436A485025CFE2B9E1CFF378"", ""Lethal {0}"")","False","True","Weapon","(GameplayTags=((TagName=""Affix.Primary""),(TagName=""Item.Weapon.Global""),(TagName=""Affix.Damage.Global""),(TagName=""Affix.Damage.Physical""),(TagName=""Item.Weapon.2H""),(TagName=""Item.Weapon.Cannon"")))","(TagName=""Element.Physical"")","Damage","None","None","None","None","None","Damage|Element.Physical","1.1-1.7","1.4-1.9","1.8-2.1","1.8-2.1","","(TagName="""")","0","","","","1.200000","False","",""
Damage_Physical_Primary_Focus,"1.000000","100.000000","100","0","NSLOCTEXT(""AffixTable"", ""72408D65411F86FADF948CBB5F5E5AA1"", ""{0} Physical Damage"")","NSLOCTEXT(""AffixTable"", ""BC1CF90147F27FE0F265F7BBBC357858"", ""Lethal {0}"")","False","True","Weapon","(GameplayTags=((TagName=""Affix.Primary""),(TagName=""Item.Weapon.Focus""),(TagName=""Affix.Damage.Global""),(TagName=""Affix.Damage.Physical""),(TagName=""Item.Weapon.Global"")))","(TagName=""Element.Physical"")","Damage","None","None","None","None","None","Damage|Element.Physical","0.31-0.48","0.39-0.53","0.5-0.59","0.5-0.59","","(TagName="""")","0","","","","1.200000","False","",""
Damage_Physical_Primary_Focus_Strong,"1.000000","100.000000","100","0","NSLOCTEXT(""AffixTable"", ""72408D65411F86FADF948CBB5F5E5AA1"", ""{0} Physical Damage"")","NSLOCTEXT(""AffixTable"", ""BC1CF90147F27FE0F265F7BBBC357858"", ""Lethal {0}"")","False","True","Weapon","(GameplayTags=((TagName=""Affix.Primary""),(TagName=""Item.Weapon.Focus""),(TagName=""Affix.Damage.Global""),(TagName=""Affix.Damage.Physical""),(TagName=""Item.Weapon.Global""),(TagName=""Affix.DamageFocusStrong"")))","(TagName=""Element.Physical"")","Damage","None","None","None","None","None","Damage|Element.Physical","0.37-0.58","0.47-0.64","0.6-0.71","0.6-0.71","","(TagName="""")","0","","","","1.200000","False","",""
Damage_Physical_Primary_Focus_Newbie,"1.000000","1.000000","0","0","NSLOCTEXT(""AffixTable"", ""72408D65411F86FADF948CBB5F5E5AA1"", ""{0} Physical Damage"")","NSLOCTEXT(""AffixTable"", ""E7589D0B40BA959E73378D84B94D360A"", ""Musty {0}"")","False","True","Weapon","(GameplayTags=((TagName=""Affix.Primary""),(TagName=""Item.Weapon.Focus""),(TagName=""Affix.Damage.Physical"")))","(TagName="""")","Damage","None","None","None","None","None","Damage|Element.Physical","0.18","","","","","(TagName="""")","0","","","","1.200000","False","","Starting Gear"
Damage_Physical_Secondary,"1.000000","100.000000","100","1","NSLOCTEXT(""AffixTable"", ""657301714A1CFF543A38BCB6C0FE3816"", ""+{0} Physical Damage"")","NSLOCTEXT(""AffixTable"", ""DFEFEE2E4BA88E42B61BA89B9E32A3A1"", ""{0} of Pain"")","False","False","Weapon","(GameplayTags=((TagName=""Affix.Secondary""),(TagName=""Affix.Damage.Global""),(TagName=""Affix.Damage.Physical""),(TagName=""Item.Weapon.1H""),(TagName=""Item.Weapon.Focus""),(TagName=""Item.Armour.Pants""),(TagName=""Item.Armour.Locomotion""),(TagName=""Item.Armour.Chest""),(TagName=""Item.Pet.Tag"")))","(TagName="""")","Damage","None","None","None","None","None","Damage|Element.Physical","0.19-0.3","0.25-0.33","0.32-0.37","0.32-0.37","","(TagName="""")","0","","","","1.200000","False","",""
Damage_Physical_Secondary_2H,"1.000000","100.000000","100","2","NSLOCTEXT(""AffixTable"", ""657301714A1CFF543A38BCB6C0FE3816"", ""+{0} Physical Damage"")","NSLOCTEXT(""AffixTable"", ""DFEFEE2E4BA88E42B61BA89B9E32A3A1"", ""{0} of Pain"")","False","False","Weapon","(GameplayTags=((TagName=""Affix.Secondary""),(TagName=""Affix.Damage.Global""),(TagName=""Affix.Damage.Physical""),(TagName=""Item.Weapon.2H""),(TagName=""Item.Weapon.Cannon"")))","(TagName="""")","Damage","None","None","None","None","None","Damage|Element.Physical","0.19-0.3","0.25-0.33","0.32-0.37","0.32-0.37","","(TagName="""")","0","","","","1.200000","False","",""
Damage_Poison_Primary,"1.000000","100.000000","100","0","NSLOCTEXT(""AffixTable"", ""9F7660384E528BB70ED7D2B94C8660F9"", ""{0} Poison Damage"")","NSLOCTEXT(""AffixTable"", ""9EB372AE45497F940A76D0A343BC5E6E"", ""Venomous {0}"")","False","True","Weapon","(GameplayTags=((TagName=""Affix.Primary""),(TagName=""Item.Weapon.Global""),(TagName=""Affix.Damage.Global""),(TagName=""Affix.Damage.Poison""),(TagName=""Item.Weapon.1H""),(TagName=""Item.Pet.Tag"")))","(TagName=""Element.Poison"")","Damage","None","None","None","None","None","Damage|Element.Poison","0.94-1.45","1.19-1.62","1.53-1.79","1.53-1.79","","(TagName="""")","0","","","","1.200000","False","",""
Damage_Poison_Primary_2H,"1.000000","100.000000","100","0","NSLOCTEXT(""AffixTable"", ""128A04C54F0525CC74CCA8976372BC31"", ""{0} Poison Damage"")","NSLOCTEXT(""AffixTable"", ""1E643B62446D0635A04AF495953B85B8"", ""Venomous {0}"")","False","True","Weapon","(GameplayTags=((TagName=""Affix.Primary""),(TagName=""Item.Weapon.Global""),(TagName=""Affix.Damage.Global""),(TagName=""Affix.Damage.Poison""),(TagName=""Item.Weapon.2H""),(TagName=""Item.Weapon.Cannon"")))","(TagName=""Element.Poison"")","Damage","None","None","None","None","None","Damage|Element.Poison","1.1-1.7","1.4-1.9","1.8-2.1","1.8-2.1","","(TagName="""")","0","","","","1.200000","False","",""
Damage_Poison_Primary_Focus,"1.000000","100.000000","100","0","NSLOCTEXT(""AffixTable"", ""DD625E5145FD6917F31DDBB6590B8CCD"", ""{0} Poison Damage"")","NSLOCTEXT(""AffixTable"", ""777AAAFB444BBDE0E2590A8547055C62"", ""Venomous {0}"")","False","True","Weapon","(GameplayTags=((TagName=""Affix.Primary""),(TagName=""Item.Weapon.Focus""),(TagName=""Affix.Damage.Global""),(TagName=""Affix.Damage.Poison""),(TagName=""Item.Weapon.Global"")))","(TagName=""Element.Poison"")","Damage","None","None","None","None","None","Damage|Element.Poison","0.31-0.48","0.39-0.53","0.5-0.59","0.5-0.59","","(TagName="""")","0","","","","1.200000","False","",""
Damage_Poison_Primary_Focus_Strong,"1.000000","100.000000","100","0","NSLOCTEXT(""AffixTable"", ""14C7B55D496FFACFFD65C3ACB417C036"", ""{0} Poison Damage"")","NSLOCTEXT(""AffixTable"", ""665B4F4247D332D628A6E4AB98CF5781"", ""Venomous {0}"")","False","True","Weapon","(GameplayTags=((TagName=""Affix.Primary""),(TagName=""Item.Weapon.Focus""),(TagName=""Affix.Damage.Global""),(TagName=""Affix.Damage.Poison""),(TagName=""Item.Weapon.Global""),(TagName=""Affix.DamageFocusStrong"")))","(TagName=""Element.Poison"")","Damage","None","None","None","None","None","Damage|Element.Poison","0.37-0.58","0.47-0.64","0.6-0.71","0.6-0.71","","(TagName="""")","0","","","","1.200000","False","",""
Damage_Poison_Secondary,"1.000000","100.000000","100","1","NSLOCTEXT(""AffixTable"", ""8C1D7D9E49911CB69B269F821CB83955"", ""+{0} Poison Damage"")","","False","False","Weapon","(GameplayTags=((TagName=""Affix.Secondary""),(TagName=""Item.Weapon.Global""),(TagName=""Affix.Damage.Global""),(TagName=""Affix.Damage.Poison""),(TagName=""Item.Weapon.1H""),(TagName=""Item.Weapon.Focus""),(TagName=""Item.Pet.Tag""),(TagName=""Item.Armour.Pants""),(TagName=""Item.Armour.Locomotion""),(TagName=""Item.Armour.Chest"")))","(TagName="""")","Damage","None","None","None","None","None","Damage|Element.Poison","0.19-0.3","0.25-0.33","0.32-0.37","0.32-0.37","","(TagName="""")","0","","","","1.200000","False","",""
Damage_Poison_Secondary_2H,"1.000000","100.000000","100","2","NSLOCTEXT(""AffixTable"", ""8C1D7D9E49911CB69B269F821CB83955"", ""+{0} Poison Damage"")","","False","False","Weapon","(GameplayTags=((TagName=""Affix.Secondary""),(TagName=""Item.Weapon.Global""),(TagName=""Affix.Damage.Global""),(TagName=""Affix.Damage.Poison""),(TagName=""Item.Weapon.2H""),(TagName=""Item.Weapon.Cannon"")))","(TagName="""")","Damage","None","None","None","None","None","Damage|Element.Poison","0.19-0.3","0.25-0.33","0.32-0.37","0.32-0.37","","(TagName="""")","0","","","","1.200000","False","",""
Damage_Water_Primary,"1.000000","100.000000","0","0","NSLOCTEXT(""AffixTable"", ""0709AF07481A9B5BCDB695A4253FE3AA"", ""{0} Water Damage"")","NSLOCTEXT(""AffixTable"", ""E9F2014E42BA1FC5D96964A7AE729495"", ""Soaked {0}"")","False","True","Weapon","(GameplayTags=((TagName=""Affix.Primary""),(TagName=""Item.Weapon.Global""),(TagName=""Affix.Damage.Global""),(TagName=""Affix.Damage.Water""),(TagName=""Item.Weapon.1H""),(TagName=""Item.Pet.Tag"")))","(TagName=""Element.Water"")","Damage","None","None","None","None","None","Damage|Element.Water","0.94-1.45","1.19-1.62","1.53-1.79","1.53-1.79","","(TagName="""")","0","","","","1.200000","False","",""
Damage_Water_Primary_2H,"1.000000","100.000000","0","0","NSLOCTEXT(""AffixTable"", ""AD2B2F8443DF4B0893B1EFBB28555971"", ""{0} Water Damage"")","NSLOCTEXT(""AffixTable"", ""A215D239432841332FA1648A47084DEC"", ""Soaked {0}"")","False","True","Weapon","(GameplayTags=((TagName=""Affix.Primary""),(TagName=""Item.Weapon.Global""),(TagName=""Affix.Damage.Global""),(TagName=""Affix.Damage.Water""),(TagName=""Item.Weapon.2H""),(TagName=""Item.Weapon.Cannon"")))","(TagName=""Element.Water"")","Damage","None","None","None","None","None","Damage|Element.Water","1.1-1.7","1.4-1.9","1.8-2.1","1.8-2.1","","(TagName="""")","0","","","","1.200000","False","",""
Damage_Water_Primary_Focus,"1.000000","100.000000","0","0","NSLOCTEXT(""AffixTable"", ""49439F974061AB5D7AD5A4A8B2D8D98C"", ""{0} Water Damage"")","NSLOCTEXT(""AffixTable"", ""50DDF6F345EEB1DEAC0ED1B1A70BFBD1"", ""Soaked {0}"")","False","True","Weapon","(GameplayTags=((TagName=""Affix.Primary""),(TagName=""Item.Weapon.Focus""),(TagName=""Affix.Damage.Global""),(TagName=""Affix.Damage.Water""),(TagName=""Item.Weapon.Global"")))","(TagName=""Element.Water"")","Damage","None","None","None","None","None","Damage|Element.Water","0.31-0.48","0.39-0.53","0.5-0.59","0.5-0.59","","(TagName="""")","0","","","","1.200000","False","",""
Damage_Water_Primary_Focus_Strong,"1.000000","100.000000","0","0","NSLOCTEXT(""AffixTable"", ""49439F974061AB5D7AD5A4A8B2D8D98C"", ""{0} Water Damage"")","NSLOCTEXT(""AffixTable"", ""50DDF6F345EEB1DEAC0ED1B1A70BFBD1"", ""Soaked {0}"")","False","True","Weapon","(GameplayTags=((TagName=""Affix.Primary""),(TagName=""Item.Weapon.Focus""),(TagName=""Affix.Damage.Global""),(TagName=""Affix.Damage.Water""),(TagName=""Item.Weapon.Global""),(TagName=""Affix.DamageFocusStrong"")))","(TagName=""Element.Water"")","Damage","None","None","None","None","None","Damage|Element.Water","0.37-0.58","0.47-0.64","0.6-0.71","0.6-0.71","","(TagName="""")","0","","","","1.200000","False","",""
Damage_Water_Secondary,"1.000000","100.000000","0","1","NSLOCTEXT(""AffixTable"", ""FA972EAE4F0FA15938134A94A806DB0E"", ""+{0} Water Damage"")","","False","False","Weapon","(GameplayTags=((TagName=""Affix.Secondary""),(TagName=""Item.Weapon.Global""),(TagName=""Affix.Damage.Global""),(TagName=""Affix.Damage.Water""),(TagName=""Item.Weapon.1H""),(TagName=""Item.Weapon.Focus""),(TagName=""Item.Pet.Tag"")))","(TagName="""")","Damage","None","None","None","None","None","Damage|Element.Water","0.19-0.3","0.25-0.33","0.32-0.37","0.32-0.37","","(TagName="""")","0","","","","1.200000","False","",""
Damage_Water_Secondary_2H,"1.000000","100.000000","0","2","NSLOCTEXT(""AffixTable"", ""FA972EAE4F0FA15938134A94A806DB0E"", ""+{0} Water Damage"")","","False","False","Weapon","(GameplayTags=((TagName=""Affix.Secondary""),(TagName=""Item.Weapon.Global""),(TagName=""Affix.Damage.Global""),(TagName=""Affix.Damage.Water""),(TagName=""Item.Weapon.2H""),(TagName=""Item.Weapon.Cannon"")))","(TagName="""")","Damage","None","None","None","None","None","Damage|Element.Water","0.19-0.3","0.25-0.33","0.32-0.37","0.32-0.37","","(TagName="""")","0","","","","1.200000","False","",""
Damage_Undead_Primary_Focus,"1.000000","100.000000","100","0","NSLOCTEXT(""AffixTable"", ""CC933AD24DA00E31FE1E53BDDD967CB4"", ""{0} Undead Damage"")","","False","True","Weapon","(GameplayTags=((TagName=""Affix.Primary""),(TagName=""Affix.Damage.Undead""),(TagName=""Item.Weapon.Focus"")))","(TagName="""")","Damage","None","None","None","None","None","DamageVsTarget|Character.Monster.Undead","0.31-0.48","0.39-0.53","0.5-0.59","0.5-0.59","","(TagName="""")","0","","","","1.200000","False","",""
Damage_vsGoblins_Secondary,"10.000000","100.000000","100","1","NSLOCTEXT(""AffixTable"", ""4FE4870D4C9264FCC12F4EABECACF15F"", ""+{0} Damage vs Goblins"")","NSLOCTEXT(""AffixTable"", ""783C82DD4280CD67C1779B8DD0E7EBFD"", ""{0} of Goblin Slaying"")","False","False","Weapon","(GameplayTags=((TagName=""Affix.Secondary""),(TagName=""Affix.Damage.Goblin""),(TagName=""Affix.vsMonsterType.Goblins""),(TagName=""Item.Weapon.1H""),(TagName=""Item.Weapon.Focus""),(TagName=""Item.Armour.Pants""),(TagName=""Item.Armour.Locomotion""),(TagName=""Item.Armour.Chest""),(TagName=""Item.Pet.Tag"")))","(TagName="""")","Damage","None","None","None","None","None","DamageVsTarget|Character.Monster.Goblin","0.46-0.71","0.59-0.8","0.76-0.88","0.76-0.88","","(TagName="""")","0","","","","1.200000","False","",""
