---,Group,SubGroup,MaxCount,DisplayName,Description,Icon,bIsEnabled,bCanCraftDirectly,bRequiresUnlock,bRequired,Prop,Vendor,bAffectsGameplay,StatusEffect,GameplayTags,UpgradeTo,bShowCraftingConfirmation,bShowStorageTab,PropType,CustomCraftingVerb,CustomCraftingUI,PropComplexity,UpgradeChainIndex,QualityTags,CostType1,CostQuery1,Cost1,CostQuantity1,CostText1,CostIcon1,CostType2,CostQuery2,Cost2,CostQuantity2,CostText2,CostIcon2,Notes
ITU_MusicSet_01,"(RowName=""Decorations"")","(RowName=""Misc"")","0","NSLOCTEXT(""FortPropsTable"", ""36EF5FC144975146EF519697B2A9E3FC"", ""Jam Gear"")","","/Game/Environments/GlobalProps/Blueprints/Fort/FortObjectIcons/instruments.instruments","True","True","False","False","/Game/Environments/GlobalProps/Blueprints/Fort/Contracts/fort_prop_drums_01_bp.fort_prop_drums_01_bp_C","None","False","None","None","None","True","False","FortDecor","","None","1","0","(GameplayTags=((TagName=""ItemQuality.Rare"")))","None","Name","None","0","","None","None","Name","None","0","","None",""
ITU_Bathtub_01,"(RowName=""Decorations"")","(RowName=""Misc"")","0","NSLOCTEXT(""FortPropsTable"", ""D420E8A1489CFCEBDA9027936166F123"", ""Tin Bathtub"")","","/Game/Environments/GlobalProps/Blueprints/Fort/FortObjectIcons/cowboy_bathtub.cowboy_bathtub","True","True","False","False","/Game/Environments/GlobalProps/Blueprints/Fort/Contracts/fort_prop_tub_01_bp.fort_prop_tub_01_bp_C","None","False","None","Fort.Prop.Deco.JourneyUnknown.Lesser","None","False","False","FortDecor","","None","1","0","(GameplayTags=((TagName=""ItemQuality.Magic"")))","None","Name","None","0","","None","None","Name","None","0","","None",""
ITU_Bed_01,"(RowName=""Decorations"")","(RowName=""Misc"")","0","NSLOCTEXT(""FortPropsTable"", ""0F61FAF04A6647CBAEAAE7A02A380897"", ""Straw Bed"")","","/Game/Environments/GlobalProps/Blueprints/Fort/FortObjectIcons/straw_bed.straw_bed","True","True","False","False","/Game/Environments/GlobalProps/Blueprints/Fort/Contracts/fort_prop_bed_02_bp.fort_prop_bed_02_bp_C","None","False","None","Fort.Prop.Deco.JourneyUnknown.Lesser","None","False","False","FortDecor","","None","1","0","(GameplayTags=((TagName=""ItemQuality.Magic"")))","None","Name","None","0","","None","None","Name","None","0","","None",""
ITU_Rug_01,"(RowName=""Decorations"")","(RowName=""Misc"")","0","NSLOCTEXT(""FortPropsTable"", ""6C7194434E7B234022B71FAFC6584400"", ""Patchwork Hide Rug"")","","/Game/Environments/GlobalProps/Blueprints/Fort/FortObjectIcons/leather_rug.leather_rug","True","True","False","False","/Game/Environments/GlobalProps/Blueprints/Fort/Contracts/fort_prop_rug_03_bp.fort_prop_rug_03_bp_C","None","False","None","Fort.Prop.Deco.JourneyUnknown.Lesser","None","False","False","FortDecor","","None","1","0","(GameplayTags=((TagName=""ItemQuality.Magic"")))","None","Name","None","0","","None","None","Name","None","0","","None",""
ITU_Table_01,"(RowName=""Decorations"")","(RowName=""Misc"")","0","NSLOCTEXT(""FortPropsTable"", ""FAF69A9B4606F7F42482DC995FD358C6"", ""Basic Table"")","","/Game/Environments/GlobalProps/Blueprints/Fort/FortObjectIcons/table_stools.table_stools","True","True","False","False","/Game/Environments/GlobalProps/Blueprints/Fort/Contracts/fort_prop_basictable_01_bp.fort_prop_basictable_01_bp_C","None","False","None","None","None","False","False","FortDecor","","None","1","0","(GameplayTags=((TagName=""ItemQuality.Magic"")))","None","Name","None","0","","None","None","Name","None","0","","None",""
ITU_wagon_01,"(RowName=""Decorations"")","(RowName=""Misc"")","0","NSLOCTEXT(""FortPropsTable"", ""EE0D39664A4F69F08D9FDA9E8F8188AC"", ""Imperial Wagon"")","","/Game/Environments/GlobalProps/Blueprints/Fort/FortObjectIcons/imperial_wagon.imperial_wagon","True","True","False","False","/Game/Environments/GlobalProps/Blueprints/Fort/IntoTheUnknown/fort_prop_ITU_wagon_01_bp.fort_prop_ITU_wagon_01_bp_C","None","False","None","None","None","False","False","FortDecor","","None","3","0","(GameplayTags=((TagName=""ItemQuality.Legendary"")))","None","Name","None","0","","None","None","Name","None","0","","None",""
ITU_Tent_01,"(RowName=""Decorations"")","(RowName=""Structures"")","0","NSLOCTEXT(""FortPropsTable"", ""2B5328E9486A44DBB863548AFCF15B86"", ""Barracks Tent"")","","/Game/Environments/GlobalProps/Blueprints/Fort/FortObjectIcons/large_tent_fort_prop.large_tent_fort_prop","True","True","False","False","/Game/Environments/GlobalProps/Blueprints/Fort/Contracts/fort_prop_tent_a_01_bp.fort_prop_tent_a_01_bp_C","None","False","None","None","None","False","False","FortDecor","","None","1","0","(GameplayTags=((TagName=""ItemQuality.Rare"")))","None","Name","None","0","","None","None","Name","None","0","","None",""
ITU_Tent_02,"(RowName=""Decorations"")","(RowName=""Structures"")","0","NSLOCTEXT(""FortPropsTable"", ""EAD50C1F4D0D4A67AE88149A3A33990A"", ""General\'s Tent"")","","/Game/Environments/GlobalProps/Blueprints/Fort/FortObjectIcons/small_tent_fort_prop.small_tent_fort_prop","True","True","False","False","/Game/Environments/GlobalProps/Blueprints/Fort/Contracts/fort_prop_tent_a_02_bp.fort_prop_tent_a_02_bp_C","None","False","None","None","None","False","False","FortDecor","","None","1","0","(GameplayTags=((TagName=""ItemQuality.Rare"")))","None","Name","None","0","","None","None","Name","None","0","","None",""
ITU_CrowsNest_01,"(RowName=""Decorations"")","(RowName=""Misc"")","0","NSLOCTEXT(""FortPropsTable"", ""494383674602C52740DD5FA93910F0C6"", ""Crow\'s Nest"")","","/Game/Environments/GlobalProps/Blueprints/Fort/FortObjectIcons/crows_nest.crows_nest","True","True","False","False","/Game/Environments/GlobalProps/Blueprints/Fort/Contracts/fort_prop_woodtower_01_bp.fort_prop_woodtower_01_bp_C","None","False","None","None","None","False","False","FortDecor","","None","1","0","(GameplayTags=((TagName=""ItemQuality.Rare"")))","None","Name","None","0","","None","None","Name","None","0","","None",""
ITU_Hearth_01,"(RowName=""Decorations"")","(RowName=""Misc"")","0","NSLOCTEXT(""FortPropsTable"", ""433CB53F45535F2C3DC3F4AA05929F30"", ""Epic Hearth"")","","/Game/Environments/GlobalProps/Blueprints/Fort/FortObjectIcons/fireplace_fort_prop.fireplace_fort_prop","True","True","False","False","/Game/Environments/GlobalProps/Blueprints/Fort/IntoTheUnknown/fort_prop_ITU_hearth_01_bp.fort_prop_ITU_hearth_01_bp_C","None","False","None","None","None","False","False","FortDecor","","None","2","0","(GameplayTags=((TagName=""ItemQuality.Legendary"")))","None","Name","None","0","","None","None","Name","None","0","","None",""
ITU_Globe_01,"(RowName=""Decorations"")","(RowName=""Misc"")","0","NSLOCTEXT(""FortPropsTable"", ""16BE19984C16639BF68F5D840A29A0C3"", ""Thirsty Explorer\'s Globe"")","","/Game/Environments/GlobalProps/Blueprints/Fort/FortObjectIcons/globe_prop.globe_prop","True","True","False","False","/Game/Environments/GlobalProps/Blueprints/Fort/Contracts/fort_prop_globe_03_bp.fort_prop_globe_03_bp_C","None","False","None","Fort.Prop.Deco.JourneyUnknown.Lesser","None","False","False","FortDecor","","None","1","0","(GameplayTags=((TagName=""ItemQuality.Rare"")))","None","Name","None","0","","None","None","Name","None","0","","None",""
ITU_Telescope_01,"(RowName=""Decorations"")","(RowName=""Misc"")","0","NSLOCTEXT(""FortPropsTable"", ""3835345D4C11FD4CCA5C0A93927E541C"", ""Explorer\'s Telescope"")","","/Game/Environments/GlobalProps/Blueprints/Fort/FortObjectIcons/telescope.telescope","True","True","False","False","/Game/Environments/GlobalProps/Blueprints/Fort/Contracts/fort_prop_telescope_04_bp.fort_prop_telescope_04_bp_C","None","False","None","None","None","False","False","FortDecor","","None","1","0","(GameplayTags=((TagName=""ItemQuality.Rare"")))","None","Name","None","0","","None","None","Name","None","0","","None",""
ITU_PlanningTable_01,"(RowName=""Decorations"")","(RowName=""Misc"")","0","NSLOCTEXT(""FortPropsTable"", ""FFB67DCE499C88A4AC637DBC4D916221"", ""Planning Table"")","","/Game/Environments/GlobalProps/Blueprints/Fort/FortObjectIcons/war_table.war_table","True","True","False","False","/Game/Environments/GlobalProps/Blueprints/Fort/Contracts/fort_prop_planningtable_01_bp.fort_prop_planningtable_01_bp_C","None","False","None","None","None","False","False","FortDecor","","None","1","0","(GameplayTags=((TagName=""ItemQuality.Legendary"")))","None","Name","None","0","","None","None","Name","None","0","","None",""
ITU_VarkRug_01,"(RowName=""Decorations"")","(RowName=""Misc"")","0","NSLOCTEXT(""FortPropsTable"", ""8AA4532A4FEBF68EDA9CA28BFA74B776"", ""Varkskin Rug"")","","/Game/Environments/GlobalProps/Blueprints/Fort/FortObjectIcons/strongtusk_rug.strongtusk_rug","True","True","False","False","/Game/Environments/GlobalProps/Blueprints/Fort/Contracts/fort_prop_bruterug_01_bp.fort_prop_bruterug_01_bp_C","None","False","None","None","None","False","False","FortDecor","","None","1","0","(GameplayTags=((TagName=""ItemQuality.Rare"")))","None","Name","None","0","","None","None","Name","None","0","","None",""
ITU_Bed_02,"(RowName=""Decorations"")","(RowName=""Misc"")","0","NSLOCTEXT(""FortPropsTable"", ""14E889F347AA2F1467C88CB22CC9D424"", ""Cozy Bed"")","","/Game/Environments/GlobalProps/Blueprints/Fort/FortObjectIcons/bed_prop.bed_prop","True","True","False","False","/Game/Environments/GlobalProps/Blueprints/Fort/Contracts/fort_prop_bed_01_bp.fort_prop_bed_01_bp_C","None","False","None","None","None","False","False","FortDecor","","None","1","0","(GameplayTags=((TagName=""ItemQuality.Rare"")))","None","Name","None","0","","None","None","Name","None","0","","None",""
DM_wardrobe_wooden_01,"(RowName=""Storage"")","(RowName=""Wardrobes"")","2","NSLOCTEXT(""FortPropsTable"", ""6A31AC11430FCDBAC9D58DA903E24CBC"", ""Bronze Dusk Mage Statue"")","","/Game/Environments/GlobalProps/Blueprints/Fort/FortObjectIcons/duskmage_candles_wardrobe_icon.duskmage_candles_wardrobe_icon","True","True","False","False","/Game/Environments/GlobalProps/Blueprints/Fort/WardrobeProps/fort_wrdb_magic_wooden_DM_01_bp1.fort_wrdb_magic_wooden_DM_01_bp1_C","None","False","None","None","None","True","False","Wardrobe","","None","1","0","(GameplayTags=((TagName=""ItemQuality.Magic"")))","None","Name","None","0","","None","None","Name","None","0","","None",""
RM_wardrobe_wooden_01,"(RowName=""Storage"")","(RowName=""Wardrobes"")","2","NSLOCTEXT(""FortPropsTable"", ""E1E2C79648B80DBA8FB2B6A7200511B3"", ""Bronze Railmaster Statue"")","","/Game/Environments/GlobalProps/Blueprints/Fort/FortObjectIcons/railmaster_candles_wardrobe_icon.railmaster_candles_wardrobe_icon","True","True","False","False","/Game/Environments/GlobalProps/Blueprints/Fort/WardrobeProps/fort_wrdb_magic_wooden_RM_01_bp1.fort_wrdb_magic_wooden_RM_01_bp1_C","None","False","None","None","None","True","False","Wardrobe","","None","1","0","(GameplayTags=((TagName=""ItemQuality.Magic"")))","None","Name","None","0","","None","None","Name","None","0","","None",""
FRG_wardrobe_wooden_01,"(RowName=""Storage"")","(RowName=""Wardrobes"")","1","NSLOCTEXT(""FortPropsTable"", ""093C71344FD454EF5B71DAB9DA4E6090"", ""Bronze Forged Statue"")","","/Game/Environments/GlobalProps/Blueprints/Fort/FortObjectIcons/forged_candles_wardrobe_icon.forged_candles_wardrobe_icon","True","True","False","False","/Game/Environments/GlobalProps/Blueprints/Fort/WardrobeProps/fort_wrdb_magic_wooden_FRG_01_bp1.fort_wrdb_magic_wooden_FRG_01_bp1_C","None","False","None","None","None","True","False","Wardrobe","","None","1","0","(GameplayTags=((TagName=""ItemQuality.Magic"")))","None","Name","None","0","","None","None","Name","None","0","","None",""
DM_wardrobe_plant_01,"(RowName=""Storage"")","(RowName=""Wardrobes"")","2","NSLOCTEXT(""FortPropsTable"", ""7B02BE6647A0398C596B7E9018644014"", ""Jungle Dusk Mage Statue"")","","/Game/Environments/GlobalProps/Blueprints/Fort/FortObjectIcons/duskmage_leaf_statue_icon.duskmage_leaf_statue_icon","True","True","False","False","/Game/Environments/GlobalProps/Blueprints/Fort/WardrobeProps/fort_wdrb_magic_plant_DM_01_bp.fort_wdrb_magic_plant_DM_01_bp_C","None","False","None","None","None","True","False","Wardrobe","","None","1","0","(GameplayTags=((TagName=""ItemQuality.Magic"")))","None","Name","None","0","","None","None","Name","None","0","","None",""
RM_wardrobe_plant_01,"(RowName=""Storage"")","(RowName=""Wardrobes"")","2","NSLOCTEXT(""FortPropsTable"", ""0280472E451DA48D284C62B1BBB39B07"", ""Jungle Railmaster Statue"")","","/Game/Environments/GlobalProps/Blueprints/Fort/FortObjectIcons/railmaster_leaf_wardrobe_icon.railmaster_leaf_wardrobe_icon","True","True","False","False","/Game/Environments/GlobalProps/Blueprints/Fort/WardrobeProps/fort_wdrb_magic_plant_RM_01_bp.fort_wdrb_magic_plant_RM_01_bp_C","None","False","None","None","None","True","False","Wardrobe","","None","1","0","(GameplayTags=((TagName=""ItemQuality.Magic"")))","None","Name","None","0","","None","None","Name","None","0","","None",""
FRG_wardrobe_plant_01,"(RowName=""Storage"")","(RowName=""Wardrobes"")","1","NSLOCTEXT(""FortPropsTable"", ""DC56ACB84EC91F247A63FEA076A4FA36"", ""Jungle Forged Statue"")","","/Game/Environments/GlobalProps/Blueprints/Fort/FortObjectIcons/forged_leaf_wardrobe_icon.forged_leaf_wardrobe_icon","True","True","False","False","/Game/Environments/GlobalProps/Blueprints/Fort/WardrobeProps/fort_wdrb_magic_plant_01_bp.fort_wdrb_magic_plant_01_bp_C","None","False","None","None","None","True","False","Wardrobe","","None","1","0","(GameplayTags=((TagName=""ItemQuality.Magic"")))","None","Name","None","0","","None","None","Name","None","0","","None",""
DM_wardrobe_globe_01,"(RowName=""Storage"")","(RowName=""Wardrobes"")","2","NSLOCTEXT(""FortPropsTable"", ""2BC6F25F4668A18809D6E08C3F95953C"", ""Golden Globestrider"")","","/Game/Environments/GlobalProps/Blueprints/Fort/FortObjectIcons/duskmage_globe_statue_icon.duskmage_globe_statue_icon","True","True","False","False","/Game/Environments/GlobalProps/Blueprints/Fort/WardrobeProps/fort_wdrb_rare_globe_DM_01_bp.fort_wdrb_rare_globe_DM_01_bp_C","None","False","None","None","None","True","False","Wardrobe","","None","1","0","(GameplayTags=((TagName=""ItemQuality.Rare"")))","None","Name","None","0","","None","None","Name","None","0","","None",""
RM_wardrobe_clock_01,"(RowName=""Storage"")","(RowName=""Wardrobes"")","2","NSLOCTEXT(""FortPropsTable"", ""AB51F4E3425982B883AA8989E64FC1E4"", ""Clock Cleaner"")","","/Game/Environments/GlobalProps/Blueprints/Fort/FortObjectIcons/railmaster_clocktower_wardrobe_icon.railmaster_clocktower_wardrobe_icon","True","True","False","False","/Game/Environments/GlobalProps/Blueprints/Fort/WardrobeProps/fort_wdrb_rare_clock_RM_01_bp.fort_wdrb_rare_clock_RM_01_bp_C","None","False","None","None","None","True","False","Wardrobe","","None","1","0","(GameplayTags=((TagName=""ItemQuality.Rare"")))","None","Name","None","0","","None","None","Name","None","0","","None",""
FRG_wardrobe_gears_01,"(RowName=""Storage"")","(RowName=""Wardrobes"")","1","NSLOCTEXT(""FortPropsTable"", ""98EC9D31495B4F34526A3EA37C240883"", ""Forged of Gears"")","","/Game/Environments/GlobalProps/Blueprints/Fort/FortObjectIcons/forged_gearstower_wardrobe_icon.forged_gearstower_wardrobe_icon","True","True","False","False","/Game/Environments/GlobalProps/Blueprints/Fort/WardrobeProps/fort_wrdb_rare_gears_Forged_01_bp.fort_wrdb_rare_gears_Forged_01_bp_C","None","False","None","None","None","True","False","Wardrobe","","None","1","0","(GameplayTags=((TagName=""ItemQuality.Rare"")))","None","Name","None","0","","None","None","Name","None","0","","None",""
Gcave_fin_01,"(RowName=""Decorations"")","(RowName=""Misc"")","0","NSLOCTEXT(""FortPropsTable"", ""AD11F9F64F7F512B36B4E4B275D5F602"", ""Vertical Goblin Cave Fin"")","","None","True","True","False","False","/Game/Environments/GlobalProps/Blueprints/Fort/Fort_gcave_fin_01.Fort_gcave_fin_01_C","None","False","None","Fort.Prop.Deco.Goblin.Lesser","None","False","False","FortDecor","","None","1","0","(GameplayTags=((TagName=""ItemQuality.Normal"")))","None","Name","None","0","","None","None","Name","None","0","","None",""
Gcave_fin_02,"(RowName=""Decorations"")","(RowName=""Misc"")","0","NSLOCTEXT(""FortPropsTable"", ""1F38668A4CC957B015709FA94A2DFCF6"", ""Festive Goblin Spikes"")","","None","True","True","False","False","/Game/Environments/GlobalProps/Blueprints/Fort/Fort_gcave_fin_02.Fort_gcave_fin_02_C","None","False","None","Fort.Prop.Deco.Goblin.Lesser","None","False","False","FortDecor","","None","1","0","(GameplayTags=)","None","Name","None","0","","None","None","Name","None","0","","None",""
Gcave_fin_03,"(RowName=""Decorations"")","(RowName=""Misc"")","0","NSLOCTEXT(""FortPropsTable"", ""D80943A047803422BCB63FA6FF053EF4"", ""Leaning Tusk Awning"")","","None","True","True","False","False","/Game/Environments/GlobalProps/Blueprints/Fort/Fort_gcave_fin_03.Fort_gcave_fin_03_C","None","False","None","Fort.Prop.Deco.Goblin.Lesser","None","False","False","FortDecor","","None","1","0","(GameplayTags=((TagName=""ItemQuality.Normal"")))","None","Name","None","0","","None","None","Name","None","0","","None",""
Gcave_spikewall_01,"(RowName=""Decorations"")","(RowName=""Misc"")","0","NSLOCTEXT(""FortPropsTable"", ""BD31DC064759C2C08ECAF8AC44D42605"", ""Goblin Cave Spike Wall"")","","None","True","True","False","False","/Game/Environments/GlobalProps/Blueprints/Fort/Fort_gcave_spikewall_01.Fort_gcave_spikewall_01_C","None","False","None","Fort.Prop.Deco.Goblin.Lesser","None","False","False","FortDecor","","None","1","0","(GameplayTags=((TagName=""ItemQuality.Normal"")))","None","Name","None","0","","None","None","Name","None","0","","None",""
Gcave_bonewall_01,"(RowName=""Decorations"")","(RowName=""Misc"")","0","NSLOCTEXT(""FortPropsTable"", ""D0441AF74372558CE3DAF9BB7AFFBF8F"", ""Tusk Wall"")","","None","True","True","False","False","/Game/Environments/GlobalProps/Blueprints/Fort/Fort_gcave_spikewall_02.Fort_gcave_spikewall_02_C","None","False","None","Fort.Prop.Deco.Goblin.Lesser","None","False","False","FortDecor","","None","1","0","(GameplayTags=((TagName=""ItemQuality.Normal"")))","None","Name","None","0","","None","None","Name","None","0","","None",""
Gcave_spikepost_01,"(RowName=""Decorations"")","(RowName=""Misc"")","0","NSLOCTEXT(""FortPropsTable"", ""961DF07143B9D30B448FFFA98F8B4F5E"", ""Goblin Spiky Post"")","","None","True","True","False","False","/Game/Environments/GlobalProps/Blueprints/Fort/Fort_gcave_spikepost_01.Fort_gcave_spikepost_01_C","None","False","None","Fort.Prop.Deco.Goblin.Lesser","None","False","False","FortDecor","","None","1","0","(GameplayTags=((TagName=""ItemQuality.Magic"")))","None","Name","None","0","","None","None","Name","None","0","","None",""
Gcave_banner_01,"(RowName=""Decorations"")","(RowName=""Misc"")","0","NSLOCTEXT(""FortPropsTable"", ""AF6B9BC5447DB41AEDFA65862DAE11B7"", ""Goblin Banner"")","","None","True","True","False","False","/Game/Environments/GlobalProps/Blueprints/Fort/Fort_gcave_banner_01.Fort_gcave_banner_01_C","None","False","None","Fort.Prop.Deco.Goblin.Lesser","None","False","False","FortDecor","","None","1","0","(GameplayTags=((TagName=""ItemQuality.Magic"")))","None","Name","None","0","","None","None","Name","None","0","","None",""
Gcave_shack_01,"(RowName=""Decorations"")","(RowName=""Structures"")","0","NSLOCTEXT(""FortPropsTable"", ""54C23C62474E3351B0C0448E3ED894C7"", ""Goblin Cave Shack"")","","None","True","True","False","False","/Game/Environments/GlobalProps/Blueprints/Fort/Fort_gcave_shack_01.Fort_gcave_shack_01_C","None","False","None","Fort.Prop.Deco.Goblin.Lesser","None","False","False","FortDecor","","None","1","0","(GameplayTags=((TagName=""ItemQuality.Magic"")))","None","Name","None","0","","None","None","Name","None","0","","None",""
Gcave_stalagmite_01,"(RowName=""Decorations"")","(RowName=""Foliage"")","0","NSLOCTEXT(""FortPropsTable"", ""505BCE724F73C339843DCD8CCD942C23"", ""Tall Stalagmite"")","","None","True","True","False","False","/Game/Environments/GlobalProps/Blueprints/Fort/Fort_gcave_stalagmite_01.Fort_gcave_stalagmite_01_C","None","False","None","Fort.Prop.Deco.Goblin.Lesser","None","False","False","FortDecor","","None","1","0","(GameplayTags=((TagName=""ItemQuality.Magic"")))","None","Name","None","0","","None","None","Name","None","0","","None",""
Gcave_smallrocks_01,"(RowName=""Decorations"")","(RowName=""Foliage"")","0","NSLOCTEXT(""FortPropsTable"", ""621C2A7E47A825363B9C3ABB6E226374"", ""Cave Rocks Cairn"")","","None","True","True","False","False","/Game/Environments/GlobalProps/Blueprints/Fort/Fort_gcave_smallrocks_01.Fort_gcave_smallrocks_01_C","None","False","None","Fort.Prop.Deco.Goblin.Lesser","None","False","False","FortDecor","","None","1","0","(GameplayTags=((TagName=""ItemQuality.Normal"")))","None","Name","None","0","","None","None","Name","None","0","","None",""
Gcave_carvedrocks_01,"(RowName=""Decorations"")","(RowName=""Foliage"")","0","NSLOCTEXT(""FortPropsTable"", ""BAFD6FDC42FD2C2543EA1AB5B21C6CA2"", ""Goblin Carvings"")","","None","True","True","False","False","/Game/Environments/GlobalProps/Blueprints/Fort/Fort_gcave_carvedrocks_01.Fort_gcave_carvedrocks_01_C","None","False","None","Fort.Prop.Deco.Goblin.Lesser","None","False","False","FortDecor","","None","1","0","(GameplayTags=((TagName=""ItemQuality.Magic"")))","None","Name","None","0","","None","None","Name","None","0","","None",""
Gcave_entrance_01,"(RowName=""Decorations"")","(RowName=""Foliage"")","0","NSLOCTEXT(""FortPropsTable"", ""AE8E640B4BA58C8F3F09E5B81FB11F26"", ""Large Cave Entrance"")","","None","True","True","False","False","/Game/Environments/GlobalProps/Blueprints/Fort/Fort_gcave_entrancesmall_01.Fort_gcave_entrancesmall_01_C","None","False","None","Fort.Prop.Deco.Goblin.Lesser","None","False","False","FortDecor","","None","1","0","(GameplayTags=((TagName=""ItemQuality.Magic"")))","None","Name","None","0","","None","None","Name","None","0","","None",""
Gcave_entrance_02,"(RowName=""Decorations"")","(RowName=""Foliage"")","0","NSLOCTEXT(""FortPropsTable"", ""3485EEEC4CE002A230B8C29BC4E4CC89"", ""Small Cave Entrance"")","","None","True","True","False","False","/Game/Environments/GlobalProps/Blueprints/Fort/Fort_gcave_entrancesmall_02.Fort_gcave_entrancesmall_02_C","None","False","None","Fort.Prop.Deco.Goblin.Lesser","None","False","False","FortDecor","","None","1","0","(GameplayTags=((TagName=""ItemQuality.Magic"")))","None","Name","None","0","","None","None","Name","None","0","","None",""
Gcave_minecart_01,"(RowName=""Decorations"")","(RowName=""Misc"")","0","NSLOCTEXT(""FortPropsTable"", ""517757D549BF92EE52E6C9BD4339F4F5"", ""Mine Cart"")","","None","True","True","False","False","/Game/Environments/GlobalProps/Blueprints/Fort/Fort_gcave_minecart_01.Fort_gcave_minecart_01_C","None","False","None","Fort.Prop.Deco.Goblin.Lesser","None","False","False","FortDecor","","None","1","0","(GameplayTags=((TagName=""ItemQuality.Magic"")))","None","Name","None","0","","None","None","Name","None","0","","None",""
Gcave_minecart_02,"(RowName=""Decorations"")","(RowName=""Misc"")","0","NSLOCTEXT(""FortPropsTable"", ""B997D3C942B79C1A7FE37AB4A6DF4698"", ""Crystal Filled Mine Cart"")","","None","True","True","False","False","/Game/Environments/GlobalProps/Blueprints/Fort/Fort_gcave_minecart_02.Fort_gcave_minecart_02_C","None","False","None","Fort.Prop.Deco.Goblin.Lesser","None","False","False","FortDecor","","None","1","0","(GameplayTags=((TagName=""ItemQuality.Rare"")))","None","Name","None","0","","None","None","Name","None","0","","None",""
Gcave_haypile_01,"(RowName=""Decorations"")","(RowName=""Misc"")","0","NSLOCTEXT(""FortPropsTable"", ""2E20A1164F1AD10B4E9AAE98626659DD"", ""Burning Hay Pile"")","","None","True","True","False","False","/Game/Environments/GlobalProps/Blueprints/Fort/Fort_gcave_burninghay_01.Fort_gcave_burninghay_01_C","None","False","None","Fort.Prop.Deco.Goblin.Lesser","None","False","False","FortDecor","","None","3","0","(GameplayTags=((TagName=""ItemQuality.Rare"")))","None","Name","None","0","","None","None","Name","None","0","","None",""
Gcave_haypile_02,"(RowName=""Decorations"")","(RowName=""Misc"")","0","NSLOCTEXT(""FortPropsTable"", ""65D778F1428D9A7FF99BB89A46F0153B"", ""Hay Pile"")","","None","True","True","False","False","/Game/Environments/GlobalProps/Blueprints/Fort/Fort_gcave_hay_01.Fort_gcave_hay_01_C","None","False","None","Fort.Prop.Deco.Goblin.Lesser","None","False","False","FortDecor","","None","1","0","(GameplayTags=((TagName=""ItemQuality.Normal"")))","None","Name","None","0","","None","None","Name","None","0","","None",""
Gcave_totemcolumn_01,"(RowName=""Decorations"")","(RowName=""Misc"")","0","NSLOCTEXT(""FortPropsTable"", ""C8A426D54E47810DA5B63F90078AC94A"", ""Goblin Column"")","","None","True","True","False","False","/Game/Environments/GlobalProps/Blueprints/Fort/fort_prop_gob_column_02.fort_prop_gob_column_02_C","None","False","None","Fort.Prop.Deco.Goblin.Lesser","None","False","False","FortDecor","","None","1","0","(GameplayTags=((TagName=""ItemQuality.Magic"")))","None","Name","None","0","","None","None","Name","None","0","","None",""
Gcave_totemcolumn_02,"(RowName=""Decorations"")","(RowName=""Misc"")","0","NSLOCTEXT(""FortPropsTable"", ""5EFD7B024BA59644A8F605B1F4A9C91F"", ""Goblin Totem"")","","None","True","True","False","False","/Game/Environments/GlobalProps/Blueprints/Fort/fort_prop_gob_column_03.fort_prop_gob_column_03_C","None","False","None","Fort.Prop.Deco.Goblin.Lesser","None","False","False","FortDecor","","None","1","0","(GameplayTags=((TagName=""ItemQuality.Rare"")))","None","Name","None","0","","None","None","Name","None","0","","None",""
Gobrr_woodjunk_01,"(RowName=""Decorations"")","(RowName=""Misc"")","0","NSLOCTEXT(""FortPropsTable"", ""260028B440424F5D736B11B52187F797"", ""Goblin Floaters"")","","None","True","True","False","False","/Game/Environments/GlobalProps/Blueprints/Fort/fort_prop_gob_junk_01.fort_prop_gob_junk_01_C","None","False","None","Fort.Prop.Deco.Goblin.Lesser","None","False","False","FortDecor","","None","1","0","(GameplayTags=((TagName=""ItemQuality.Magic"")))","None","Name","None","0","","None","None","Name","None","0","","None",""
Gobrr_fishingpile_01,"(RowName=""Decorations"")","(RowName=""Misc"")","0","NSLOCTEXT(""FortPropsTable"", ""E00B35844E0211E31CCE95AAC099C48C"", ""Goblin River Gear"")","","None","True","True","False","False","/Game/Environments/GlobalProps/Blueprints/Fort/fort_prop_gob_junk_02.fort_prop_gob_junk_02_C","None","False","None","Fort.Prop.Deco.Goblin.Lesser","None","False","False","FortDecor","","None","1","0","(GameplayTags=((TagName=""ItemQuality.Magic"")))","None","Name","None","0","","None","None","Name","None","0","","None",""
Gcave_candles_01,"(RowName=""Decorations"")","(RowName=""Misc"")","0","NSLOCTEXT(""FortPropsTable"", ""C4D1CEBF44913C96CB62B58F7FC4C76C"", ""Unlit Candles"")","","None","True","True","False","False","/Game/Environments/GlobalProps/Blueprints/Fort/fort_prop_gob_candle_01.fort_prop_gob_candle_01_C","None","False","None","Fort.Prop.Deco.Goblin.Lesser","None","False","False","FortDecor","","None","1","0","(GameplayTags=((TagName=""ItemQuality.Magic"")))","None","Name","None","0","","None","None","Name","None","0","","None",""
