---,SkillClass,CharacterTag,Animation,AnimationOverride,MaximumSkillLevel,MinimumSkillLevel,bShowSkillLevel,GameplayTags,ExclusiveTags,RequiredSkillTab,RequiredLevelInSkillTab,TraitMode,RequiredItemTags,TraitString,PerLevelDisplayTexts,PerLevelDisplayCategories,TraitCurve1,TraitCurve2,TraitCurve3,TraitCurve4,Tier1TraitString,Tier1DisplayText,Tier2TraitString,Tier2DisplayText,Tier3TraitString,Tier3DisplayText,bCanNeverBeUnlocked,bHiddenBehindCheats,SkillPanelRow,SkillPanelColumn,TryStatusEffect,TryDuration,DefaultSkillSet,DefaultSkillSlot,Icon,Notes
Skill_BasicAttack,"/Game/Skills/Blueprints/Weapons/Skill_BasicAttack.Skill_BasicAttack_C","Character.Player","Instant","None","1","1","False","(GameplayTags=((TagName=""Skill.Global""),(TagName=""Skill.Active"")))","(GameplayTags=)","(RowName="""")","0","Default","(GameplayTags=)","","","","None","None","None","None","","","","","","","False","False","0","0","(RowName="""")","30.000000","Default","Skill00","/Game/Skills/Blueprints/Weapons/Sword_Basic_Attack_Final.Sword_Basic_Attack_Final",""
Skill_Potion,"/Game/Skills/Blueprints/Skill_Potion.Skill_Potion_C","Character.Player","Default","None","1","1","False","(GameplayTags=((TagName=""Skill.Potion"")))","(GameplayTags=)","(RowName="""")","0","Default","(GameplayTags=)","","","","None","None","None","None","","","","","","","False","False","0","0","(RowName="""")","30.000000","Default","Potion","/Game/Skills/Blueprints/PotionHealth.PotionHealth",""
Skill_PoisonCurePotion,"/Game/Skills/Blueprints/Skill_PoisonCurePotion.Skill_PoisonCurePotion_C","Character.Player","Default","None","1","1","False","(GameplayTags=((TagName=""Skill.Potion"")))","(GameplayTags=)","(RowName="""")","0","Default","(GameplayTags=)","","","","None","None","None","None","","","","","","","False","False","0","0","(RowName="""")","30.000000","Default","Potion","/Game/Skills/Blueprints/GenericPassives/Counter_Poison_Final.Counter_Poison_Final",""
Skill_SendPetToTown,"/Game/Skills/Blueprints/Skill_SendPetToTown.Skill_SendPetToTown_C","Character.Player","Instant","None","1","1","True","(GameplayTags=)","(GameplayTags=)","(RowName="""")","0","Default","(GameplayTags=)","","","","None","None","None","None","","","","","","","False","False","0","0","(RowName="""")","30.000000","Default","None","None",""
Skill_PainandGain_SpeedOnBlock,"/Game/Skills/Blueprints/EmberWeapons/ChampionsAmulet/Skill_Passive_PainandGain_IncreasedAttackSpeed.Skill_Passive_PainandGain_IncreasedAttackSpeed_C","Character.Player","Instant","None","1","0","True","(GameplayTags=((TagName=""Skill.Passive""),(TagName=""Skill.EmberWeapon"")))","(GameplayTags=)","(RowName="""")","0","Default","(GameplayTags=)","","","","None","None","None","None","","","","","","","False","False","0","0","(RowName="""")","30.000000","None","None","/Game/Skills/textures/PlaceholderSkillIcons/Placeholder_MeleeSkill02.Placeholder_MeleeSkill02","Relic Weapon"
Skill_PainandGain_ShieldBash,"/Game/Skills/Blueprints/EmberWeapons/ChampionsAmulet/Skill_PainandGain_ShieldBash.Skill_PainandGain_ShieldBash_C","Character.Player","Instant","None","1","0","True","(GameplayTags=((TagName=""Skill.Active""),(TagName=""Skill.EmberWeapon"")))","(GameplayTags=)","(RowName="""")","0","Default","(GameplayTags=)","","","","None","None","None","None","","","","","","","False","False","0","0","(RowName="""")","30.000000","None","None","/Game/UI/Textures/LooseIcons/Body_Block_Passive.Body_Block_Passive","Relic Weapon"
Skill_PainandGain_VictoryPerformance,"/Game/Skills/Blueprints/EmberWeapons/ChampionsAmulet/Skill_PainandGain_VictoryPerformance.Skill_PainandGain_VictoryPerformance_C","Character.Player","Default","None","1","0","True","(GameplayTags=((TagName=""Skill.Active""),(TagName=""Skill.EmberWeapon"")))","(GameplayTags=)","(RowName="""")","0","Default","(GameplayTags=)","","","","None","None","None","None","","","","","","","False","False","0","0","(RowName="""")","30.000000","None","None","/Game/UI/Textures/LooseIcons/Relic_Victory_Performance.Relic_Victory_Performance","Relic Weapon"
Skill_Glacier,"/Game/Skills/Blueprints/EmberWeapons/Coldheart/Skill_Glacier.Skill_Glacier_C","Character.Player","Instant","None","1","0","True","(GameplayTags=((TagName=""Skill.Active""),(TagName=""Skill.Relic.Coldheart""),(TagName=""Skill.Relic.Attack"")))","(GameplayTags=)","(RowName="""")","0","Default","(GameplayTags=)","","","","None","None","None","None","","","","","","","False","False","0","0","(RowName="""")","30.000000","Default","Skill00","/Game/Skills/Blueprints/EmberWeapons/Glacier_Final.Glacier_Final","Relic Weapon"
Skill_IceAge,"/Game/Skills/Blueprints/EmberWeapons/Coldheart/Skill_IceAge.Skill_IceAge_C","Character.Player","Instant","None","1","0","True","(GameplayTags=((TagName=""Skill.EmberWeapon""),(TagName=""Skill.Active"")))","(GameplayTags=)","(RowName="""")","0","Default","(GameplayTags=)","","","","None","None","None","None","","","","","","","False","False","1","0","(RowName="""")","30.000000","Default","Skill00","/Game/Skills/Blueprints/EmberWeapons/Ice_Age_Final.Ice_Age_Final","Relic Weapon"
Skill_Icicles,"/Game/Skills/Blueprints/EmberWeapons/Coldheart/Skill_Icicles.Skill_Icicles_C","Character.Player","None","None","1","0","True","(GameplayTags=((TagName=""Skill.Passive""),(TagName=""Skill.Relic.Coldheart"")))","(GameplayTags=)","(RowName="""")","0","Default","(GameplayTags=)","","","","None","None","None","None","","","","","","","False","False","0","1","(RowName="""")","30.000000","None","None","/Game/Skills/Blueprints/EmberWeapons/Icicles_Final.Icicles_Final","Relic Weapon"
Skill_CursedStaff_ColdSickness,"/Game/Skills/Blueprints/EmberWeapons/Skill_ColdSickness.Skill_ColdSickness_C","Character.Player","Default","None","1","0","True","(GameplayTags=((TagName=""Skill.EmberWeapon""),(TagName=""Skill.Active"")))","(GameplayTags=)","(RowName="""")","0","Default","(GameplayTags=)","","","","None","None","None","None","","","","","","","False","False","0","2","(RowName="""")","30.000000","Default","Skill00","/Game/UI/Textures/LooseIcons/Cold_Sickness.Cold_Sickness","Relic Weapon"
Skill_UnboundBlade_SlowOnCrit,"/Game/Skills/Blueprints/EmberWeapons/Passive_SlowOnCrit.Passive_SlowOnCrit_C","Character.Player","None","None","1","0","True","(GameplayTags=((TagName=""Skill.Passive""),(TagName=""Skill.EmberWeapon"")))","(GameplayTags=)","(RowName="""")","0","Default","(GameplayTags=)","","","","None","None","None","None","","","","","","","False","False","1","2","(RowName="""")","30.000000","None","None","/Game/UI/Textures/LooseIcons/Enfeeble.Enfeeble","Relic Weapon"
Skill_Thunderbuss_LightningHit,"/Game/Skills/Blueprints/EmberWeapons/Electrode/Skill_Electrode_LightningHit.Skill_Electrode_LightningHit_C","Character.Player","Default","None","1","0","True","(GameplayTags=((TagName=""Skill.EmberWeapon""),(TagName=""Skill.Active"")))","(GameplayTags=)","(RowName="""")","0","Default","(GameplayTags=)","","","","None","None","None","None","","","","","","","False","False","0","3","(RowName="""")","30.000000","Default","Skill00","/Game/Skills/textures/PlaceholderSkillIcons/Placeholder_AOESKill03.Placeholder_AOESKill03","Relic Weapon"
Skill_Flametongue_BurningExploding,"/Game/Skills/Blueprints/EmberWeapons/Skill_Passive_EmberWeapon_FlameTongue_BurningExploding.Skill_Passive_EmberWeapon_FlameTongue_BurningExploding_C","Character.Player","Instant","None","1","0","True","(GameplayTags=((TagName=""Skill.EmberWeapon""),(TagName=""Skill.Passive"")))","(GameplayTags=)","(RowName="""")","0","Default","(GameplayTags=)","","","","None","None","None","None","","","","","","","False","False","1","3","(RowName="""")","30.000000","None","None","/Game/Skills/textures/PlaceholderSkillIcons/Placeholder_PassiveSkill01.Placeholder_PassiveSkill01","Relic Weapon"
Skill_Passive_EmberWeapon_Bane_MissilesOnPoisonHit,"/Game/Skills/Blueprints/EmberWeapons/Bane/Skill_EmberWeapon_Bane_MissilesOnPoisonHit.Skill_EmberWeapon_Bane_MissilesOnPoisonHit_C","Character.Player","None","None","1","0","True","(GameplayTags=((TagName=""Skill.EmberWeapon""),(TagName=""Skill.Passive"")))","(GameplayTags=)","(RowName="""")","0","Default","(GameplayTags=)","","","","None","None","None","None","","","","","","","False","False","0","0","(RowName="""")","30.000000","None","None","/Game/Skills/Blueprints/EmberWeapons/Glacier_Final.Glacier_Final","Relic Weapon"
Skill_Conduit_LocalizedStorm,"/Game/Skills/Blueprints/EmberWeapons/Electrode/Skill_Conduit_LocalizedStorm.Skill_Conduit_LocalizedStorm_C","Character.Player","Default","None","1","0","True","(GameplayTags=((TagName=""Skill.Active""),(TagName=""Skill.EmberWeapon""),(TagName=""Skill.Cooldown.Relic"")))","(GameplayTags=)","(RowName="""")","0","Default","(GameplayTags=)","","","","None","None","None","None","","","","","","","False","False","0","4","(RowName="""")","30.000000","Default","Skill00","/Game/Skills/Blueprints/EmberWeapons/Electrode/Relic_Localized_Storm.Relic_Localized_Storm","Relic Weapon"
Skill_Timesphere,"/Game/Skills/Blueprints/EmberWeapons/ClockworkStaff/Skill_Timesphere.Skill_Timesphere_C","Character.Player","Instant","None","1","0","True","(GameplayTags=((TagName=""Skill.EmberWeapon""),(TagName=""Skill.Active"")))","(GameplayTags=)","(RowName="""")","0","Default","(GameplayTags=)","","","","None","None","None","None","","","","","","","False","False","1","4","(RowName="""")","30.000000","Default","Skill00","/Game/UI/Textures/LooseIcons/Timesphere.Timesphere","Relic Weapon"
Skill_Passive_TemporalStaff,"/Game/Skills/Blueprints/EmberWeapons/ClockworkStaff/Skill_Passive_TemporalStaff.Skill_Passive_TemporalStaff_C","Character.Player","None","None","1","0","True","(GameplayTags=((TagName=""Skill.EmberWeapon""),(TagName=""Skill.Passive"")))","(GameplayTags=)","(RowName="""")","0","Default","(GameplayTags=)","","","","None","None","None","None","","","","","","","False","False","0","5","(RowName="""")","30.000000","None","None","/Game/UI/Textures/LooseIcons/Temporal_Staff.Temporal_Staff","Relic Weapon"
Skill_Singularity,"/Game/Skills/Blueprints/EmberWeapons/ClockworkStaff/Skill_Singularity.Skill_Singularity_C","Character.Player","Instant","None","1","0","True","(GameplayTags=((TagName=""Skill.EmberWeapon""),(TagName=""Skill.Active"")))","(GameplayTags=)","(RowName="""")","0","Default","(GameplayTags=)","","","","None","None","None","None","","","","","","","False","False","1","5","(RowName="""")","30.000000","Default","Skill00","/Game/Skills/Blueprints/Singularity.Singularity","Relic Weapon"
Pet_Melee,"/Game/Skills/Blueprints/Monsters/Skill_PetMeleeAttack.Skill_PetMeleeAttack_C","Character","Default","None","1","1","False","(GameplayTags=((TagName=""Skill.Pet.Basic"")))","(GameplayTags=)","(RowName="""")","0","Default","(GameplayTags=)","","","","None","None","None","None","","","","","","","False","False","0","0","(RowName="""")","30.000000","Pet","Basic_Attack","/Game/Skills/Blueprints/Pets/Pet_Basic_Attack.Pet_Basic_Attack",""
PetAura_Defense,"/Game/Skills/Blueprints/Pets/AurasandBuffs/Skill_Aura_DefenseIncrease.Skill_Aura_DefenseIncrease_C","Character","Default","None","1","0","False","(GameplayTags=((TagName=""Skill.Pet.Aura"")))","(GameplayTags=((TagName=""Skill.Pet.Aura"")))","(RowName="""")","0","Default","(GameplayTags=)","","","","None","None","None","None","","","","","","","False","False","0","0","(RowName="""")","30.000000","Pet","Skill00","/Game/Skills/Blueprints/Pets/Defender_Pet.Defender_Pet",""
PetAura_CritChance,"/Game/Skills/Blueprints/Pets/AurasandBuffs/Skill_Aura_DeadlyStrikes.Skill_Aura_DeadlyStrikes_C","Character","Default","None","1","0","False","(GameplayTags=((TagName=""Skill.Pet.Aura"")))","(GameplayTags=((TagName=""Skill.Pet.Aura"")))","(RowName="""")","0","Default","(GameplayTags=)","","","","None","None","None","None","","","","","","","False","False","1","0","(RowName="""")","30.000000","Pet","Skill00","/Game/Skills/Blueprints/Pets/Deadly_Strike_Pet.Deadly_Strike_Pet",""
PetAura_MovementSpeed,"/Game/Skills/Blueprints/Pets/AurasandBuffs/Skill_Aura_MovmentSpeed.Skill_Aura_MovmentSpeed_C","Character","Default","None","1","0","False","(GameplayTags=((TagName=""Skill.Pet.Aura"")))","(GameplayTags=((TagName=""Skill.Pet.Aura"")))","(RowName="""")","0","Default","(GameplayTags=)","","","","None","None","None","None","","","","","","","False","False","2","0","(RowName="""")","30.000000","Pet","Skill00","/Game/Skills/Blueprints/Pets/Running_Partner_Pet.Running_Partner_Pet",""
PetAura_BlockChance,"/Game/Skills/Blueprints/Pets/AurasandBuffs/Skill_Aura_BlockChance.Skill_Aura_BlockChance_C","Character","Default","None","1","0","False","(GameplayTags=((TagName=""Skill.Pet.Aura"")))","(GameplayTags=((TagName=""Skill.Pet.Aura"")))","(RowName="""")","0","Default","(GameplayTags=)","","","","None","None","None","None","","","","","","","False","False","0","3","(RowName="""")","30.000000","Pet","Skill00","/Game/Skills/Blueprints/Pets/Padded_Armor.Padded_Armor",""
PetBuff_BattleCry,"/Game/Skills/Blueprints/Pets/AurasandBuffs/Skill_BattleCry.Skill_BattleCry_C","Character","Instant","None","1","1","False","(GameplayTags=((TagName=""Skill.Pet"")))","(GameplayTags=)","(RowName="""")","0","Default","(GameplayTags=)","","","","None","None","None","None","","","","","","","False","False","0","1","(RowName="""")","30.000000","Pet","Skill00","/Game/Skills/Blueprints/Pets/Battle_Cry_Pet.Battle_Cry_Pet","Fireball skill on pet"
PetBuff_MenacingSound,"/Game/Skills/Blueprints/Pets/Debuffs/Skill_MenacingSound.Skill_MenacingSound_C","Character","Instant","None","1","0","False","(GameplayTags=((TagName=""Skill.Pet"")))","(GameplayTags=)","(RowName="""")","0","Default","(GameplayTags=)","","","","None","None","None","None","","","","","","","False","True","1","1","(RowName="""")","30.000000","Pet","Skill00","/Game/Skills/Blueprints/Pets/pet_blue_blue.pet_blue_blue",""
PetBuff_DefensivePosture,"/Game/Skills/Blueprints/Pets/AurasandBuffs/Skill_DefensivePosture.Skill_DefensivePosture_C","Character","Instant","None","1","1","False","(GameplayTags=((TagName=""Skill.Pet"")))","(GameplayTags=)","(RowName="""")","0","Default","(GameplayTags=)","","","","None","None","None","None","","","","","","","False","False","2","1","(RowName="""")","30.000000","Pet","Skill00","/Game/Skills/Blueprints/Pets/Defensive_Posture_Pet.Defensive_Posture_Pet",""
PetBuff_HealingFriendship,"/Game/Skills/Blueprints/Pets/AurasandBuffs/Skill_HealingFriendship.Skill_HealingFriendship_C","Character","Instant","None","1","0","False","(GameplayTags=((TagName=""Skill.Pet"")))","(GameplayTags=)","(RowName="""")","0","Default","(GameplayTags=)","","","","None","None","None","None","","","","","","","False","False","1","3","(RowName="""")","30.000000","Pet","Skill00","/Game/Skills/Blueprints/Pets/Healing_friendship_pet.Healing_friendship_pet",""
PetDebuff_ScreechingStun,"/Game/Skills/Blueprints/Pets/Debuffs/Skill_ScreechingStun.Skill_ScreechingStun_C","Character","Default","None","1","0","False","(GameplayTags=((TagName=""Skill.Pet"")))","(GameplayTags=)","(RowName="""")","0","Default","(GameplayTags=)","","","","None","None","None","None","","","","","","","False","False","0","2","(RowName="""")","30.000000","Pet","Skill00","/Game/Skills/Blueprints/Pets/Screeching_Stun_Pet.Screeching_Stun_Pet",""
Bane_ActivationSkill,"/Game/Skills/Blueprints/EmberWeapons/Bane/Skill_Bane_Activation.Skill_Bane_Activation_C","Character.Player","Default","None","10","0","True","(GameplayTags=((TagName=""Skill.Cooldown""),(TagName=""Skill.Active""),(TagName=""Skill.Relic.Bane""),(TagName=""Skill.Relic.Power"")))","(GameplayTags=)","(RowName=""Bane"")","20","Default","(GameplayTags=)","SkillDamageFactorMultiplier|Bane_ActivationSkill=0.05","(NSLOCTEXT(""SkillsTable"", ""763376DD4FECD457E8446D94E0445C93"", ""Arachnid Assault Damage""))","","PerLevelByOnes","None","None","None","SkillModifier|Skill.Relic.Bane.Power.Milestone1=1","NSLOCTEXT(""SkillsTable"", ""E30FC93746BC0D4770AE1BAE46DC13D2"", ""Arachnid Assault summons a Spider Queen"")","SkillModifier|Skill.Relic.Bane.Power.Milestone2=1","NSLOCTEXT(""SkillsTable"", ""9D43342C477D58C531F627BDA57E2E3C"", ""Spider Queen can immobilize enemies with web"")","SkillModifier|Skill.Relic.Bane.Power.Milestone3=1","NSLOCTEXT(""SkillsTable"", ""46347CB048874F760BBFBE8930978564"", ""Arachnid Assault\'s Spider projectiles now each explode into 6 more Spiderling projectiles which apply a second poison"")","False","False","0","4","(RowName="""")","30.000000","Default","Skill00","/Game/Skills/Blueprints/EmberWeapons/Bane/SpellBook01_41.SpellBook01_41",""
Bane_Attack,"/Game/Skills/Blueprints/EmberWeapons/Bane/Bane_SpiderMissileAttack.Bane_SpiderMissileAttack_C","Character.Player","Default","None","10","0","True","(GameplayTags=((TagName=""Skill.Cooldown""),(TagName=""Skill.Active""),(TagName=""Skill.Relic.Bane""),(TagName=""Skill.Relic.Attack"")))","(GameplayTags=)","(RowName=""Bane"")","10","Default","(GameplayTags=)","SkillDamageFactorMultiplier|Bane_Attack=0.05","(NSLOCTEXT(""SkillsTable"", ""0D6368A748DB5E7D56B0B99F79A67AAB"", ""Venemous Maw Damage""))","","PerLevelByOnes","None","None","None","SkillModifier|Skill.Relic.Bane.Attack.Milestone1=1","NSLOCTEXT(""SkillsTable"", ""E2093798415DCF13A3C1F2816E752ACB"", ""Venemous Maw fires a second spider missile"")","EnergyCostPctBySkillName|Bane_Attack=-0.5","NSLOCTEXT(""SkillsTable"", ""7C9338294CFD7AF477CFA38C9CC16D7D"", ""-50% Relic Energy cost for Venemous Maw"")","SkillModifier|Skill.Relic.Bane.Attack.Milestone2=1","NSLOCTEXT(""SkillsTable"", ""EE7977FD4B5387D603446382ACD000E3"", ""Venemous Maw summons two spiderlings"")","False","False","1","2","(RowName="""")","30.000000","Default","Skill00","/Game/Skills/Blueprints/EmberWeapons/Bane/relic_fanged_maw.relic_fanged_maw",""
Bane_FangedMaw,"/Game/Skills/Blueprints/EmberWeapons/Bane/Bane_FangedMaw.Bane_FangedMaw_C","Character.Player","Default","None","10","0","True","(GameplayTags=((TagName=""Skill.Cooldown""),(TagName=""Skill.Active""),(TagName=""Skill.Relic.Bane""),(TagName=""Skill.Relic.Skill"")))","(GameplayTags=)","(RowName=""Bane"")","1","Default","(GameplayTags=)","DamagePctBySkillTag|Character.Minion.BaneSpiderLarge=.05","(NSLOCTEXT(""SkillsTable"", ""3468305E4E2DAC80D3E64EA2448D16E4"", ""Bonus Damage for Spectral Spider""))","","PerLevelByOnes","None","None","None","SkillModifier|Skill.Relic.Bane.Skill.Milestone1=1","NSLOCTEXT(""SkillsTable"", ""350BD0294AC80C835AFCA58FBED38DED"", ""Spectral Spider releases four poison eggs that explode around it for skill\'s current weapon damage"")","SkillModifier|Skill.Relic.Bane.Skill.Milestone2=1","NSLOCTEXT(""SkillsTable"", ""17D731374F4320028AF05C95919A9AC1"", ""Spectral Spider\'s spider can fire a coin of poison missiles for the skill\'s current weapon damage"")","SkillModifier|Skill.Relic.Bane.Skill.Milestone3=1","NSLOCTEXT(""SkillsTable"", ""5B4DAB5848661174B0E81FA8A44EB42C"", ""Spectral Spider now summons six spiderlings"")","False","False","1","0","(RowName="""")","30.000000","Default","Skill00","/Game/Skills/Blueprints/EmberWeapons/Bane/green__7_.green__7_",""
Bane_Barrier,"/Game/Skills/Blueprints/EmberWeapons/Bane/Skill_Bane_PoisonBarrier.Skill_Bane_PoisonBarrier_C","Character.Player","Default","None","10","0","True","(GameplayTags=((TagName=""Skill.Cooldown""),(TagName=""Skill.Active""),(TagName=""Skill.Relic.Bane""),(TagName=""Skill.Relic.Attack"")))","(GameplayTags=)","(RowName=""Bane"")","5","Default","(GameplayTags=)","SkillDamageFactorMultiplier|Bane_Barrier=0.05","(NSLOCTEXT(""SkillsTable"", ""B50B695047FEB457C95050892C5D985C"", ""Poison Nova Damage""))","","PerLevelByOnes","None","None","None","SkillModifier|Skill.Relic.Bane.Barrier.Milestone1=1","NSLOCTEXT(""SkillsTable"", ""DB473CF64C9E3169D9D62FA5CDC00534"", ""MIssiles knockback enemies"")","SkillModifier|Skill.Relic.Bane.Barrier.Milestone2=1","NSLOCTEXT(""SkillsTable"", ""E892A65B42DFD556B3130AB729E9AE0B"", ""Poison Nova\'s defense buff also makes you immune to all debuffs"")","SkillModifier|Skill.Relic.Bane.Barrier.Milestone3=1","NSLOCTEXT(""SkillsTable"", ""BCBB924E480F0E84A84B5B96392912BF"", ""Poison Nova Missiles now pierce targets"")","False","False","0","1","(RowName="""")","30.000000","Default","Skill00","/Game/Skills/Blueprints/EmberWeapons/Bane/green__23_.green__23_",""
Bane_Buff,"/Game/Skills/Blueprints/EmberWeapons/Bane/Skill_Bane_RelicBuffAura.Skill_Bane_RelicBuffAura_C","Character.Player","Default","None","10","0","True","(GameplayTags=((TagName=""Skill.Cooldown""),(TagName=""Skill.Active""),(TagName=""Skill.Relic.Bane""),(TagName=""Skill.Relic.Attack"")))","(GameplayTags=)","(RowName=""Bane"")","15","Default","(GameplayTags=)","SkillDamageFactorMultiplier|Bane_Buff=0.05","(NSLOCTEXT(""SkillsTable"", ""2E8EF4994D28BE8508856091BD129721"", ""Miasma Damage""))","","PerLevelByOnes","None","None","None","SkillModifier|Skill.Relic.Bane.Buff.Milestone1=1","NSLOCTEXT(""SkillsTable"", ""69F652B74198380E8C1B5EB120FB9ABE"", ""Summon a Spiderling every second while Miasma is active (Max: 6)"")","EnergyCostPctBySkillName|Bane_Buff=-.25","NSLOCTEXT(""SkillsTable"", ""C8D792F04983AFBA175445A0DBBE761A"", ""-25% Relic Energy cost for Miasma"")","SkillModifier|Skill.Relic.Bane.Buff.Milestone2=1","NSLOCTEXT(""SkillsTable"", ""1F237D894875E2D540EA03A6964FBB7A"", ""Minions deal 100% more damage while Miasma is active"")","False","False","0","3","(RowName="""")","30.000000","Default","Skill00","/Game/Skills/Blueprints/EmberWeapons/Bane/relic_miasma.relic_miasma",""
