---,MinLevel,MaxLevel,DropWeight,MaxCount,TextFormat,ItemTextFormat,bIsPrimaryAffix,TraitType,AffixGameplayTags,AffixCurveValue1,AffixCurveValue2,AffixCurveValue3,AffixCurveValue4,AffixCurveValue5,AffixCurveValue6,TraitString,Normal,Magic,Rare,Legendary,Unique,TextOnDrop,Notes
Damage_Fire_Primary_Focus_LifeBound,"1.000000","100.000000","100","0","NSLOCTEXT(""AffixTable"", ""B6701CA54A7FC8929362E49BAC60D1C0"", ""{0} Fire Damage"")","NSLOCTEXT(""AffixTable"", ""7CD3ED8748A8C51F3F6F9BBD47E86823"", ""Phasic Blazing {0}"")","True","Weapon","Affix.Primary;Item.Weapon.Focus;Affix.Damage.Global;Affix.Damage.Fire;Item.Weapon.Global;Affix.LifeBound","Damage","None","None","None","None","None","Damage|Element.Fire","0.37-0.58","0.47-0.64","0.6-0.71","0.74-0.84","","",""
Damage_Fire_Primary_Focus_Strong,"1.000000","100.000000","100","0","NSLOCTEXT(""AffixTable"", ""B6701CA54A7FC8929362E49BAC60D1C0"", ""{0} Fire Damage"")","NSLOCTEXT(""AffixTable"", ""71E5F4D94E19698FA1ED03AA031D3623"", ""Blazing {0}"")","True","Weapon","Affix.Primary;Item.Weapon.Focus;Affix.Damage.Global;Affix.Damage.Fire;Item.Weapon.Global;Affix.DamageFocusStrong","Damage","None","None","None","None","None","Damage|Element.Fire","0.37-0.58","0.47-0.64","0.6-0.71","0.88-1.0","","",""
Damage_Fire_Primary_Focus_Strong_LifeBound,"1.000000","100.000000","100","0","NSLOCTEXT(""AffixTable"", ""B6701CA54A7FC8929362E49BAC60D1C0"", ""{0} Fire Damage"")","NSLOCTEXT(""AffixTable"", ""7CD3ED8748A8C51F3F6F9BBD47E86823"", ""Phasic Blazing {0}"")","True","Weapon","Affix.Primary;Item.Weapon.Focus;Affix.Damage.Global;Affix.Damage.Fire;Item.Weapon.Global;Affix.DamageFocusStrong;Affix.LifeBound","Damage","None","None","None","None","None","Damage|Element.Fire","0.44-0.70","0.56-0.77","0.72-0.85","0.88-1.0","","",""
Damage_Fire_Primary_LifeBound,"1.000000","100.000000","100","0","NSLOCTEXT(""AffixTable"", ""9B9D14A54B0055CD11E61BADB5744510"", ""{0} Fire Damage"")","NSLOCTEXT(""AffixTable"", ""34018B95474082994E5ACFBC2C116963"", ""Phasic Blazing {0}"")","True","Weapon","Affix.Primary;Item.Weapon.Global;Affix.Damage.Global;Affix.Damage.Fire;Item.Weapon.1H;Affix.LifeBound","Damage","None","None","None","None","None","Damage|Element.Fire","0.92-1.43","1.18-1.6","1.51-1.76","1.85-2.1","","",""
Damage_Fire_Secondary,"1.000000","100.000000","100","1","NSLOCTEXT(""AffixTable"", ""5144E1064DB3DFF950595188E83CBCB5"", ""+{0} Fire Damage"")","","False","Weapon","Affix.Secondary;Item.Weapon.Global;Affix.Damage.Global;Affix.Damage.Fire;Item.Weapon.1H;Item.Weapon.Focus;Item.Pet.Tag;Item.Armour.Pants;Item.Armour.Locomotion;Item.Armour.Chest","Damage","None","None","None","None","None","Damage|Element.Fire","0.19-0.3","0.25-0.33","0.32-0.37","0.47-0.53","","",""
Damage_Fire_Secondary_2H,"1.000000","100.000000","100","2","NSLOCTEXT(""AffixTable"", ""5144E1064DB3DFF950595188E83CBCB5"", ""+{0} Fire Damage"")","","False","Weapon","Affix.Secondary;Item.Weapon.Global;Affix.Damage.Global;Affix.Damage.Fire;Item.Weapon.2H;Item.Weapon.Cannon","Damage","None","None","None","None","None","Damage|Element.Fire","0.19-0.3","0.25-0.33","0.32-0.37","0.47-0.53","","",""
Damage_Fire_Secondary_2H_LifeBound,"1.000000","100.000000","100","2","NSLOCTEXT(""AffixTable"", ""5144E1064DB3DFF950595188E83CBCB5"", ""+{0} Fire Damage"")","","False","Weapon","Affix.Secondary;Item.Weapon.Global;Affix.Damage.Global;Affix.Damage.Fire;Item.Weapon.2H;Affix.LifeBound;Item.Weapon.Cannon","Damage","None","None","None","None","None","Damage|Element.Fire","0.23-0.36","0.3-0.4","0.38-0.44","0.47-0.53","","",""
Damage_Fire_Secondary_LifeBound,"1.000000","100.000000","100","1","NSLOCTEXT(""AffixTable"", ""5144E1064DB3DFF950595188E83CBCB5"", ""+{0} Fire Damage"")","","False","Weapon","Affix.Secondary;Item.Weapon.Global;Affix.Damage.Global;Affix.Damage.Fire;Item.Weapon.1H;Item.Weapon.Focus;Affix.LifeBound;Item.Armour.Pants;Item.Armour.Locomotion;Item.Armour.Chest","Damage","None","None","None","None","None","Damage|Element.Fire","0.23-0.36","0.3-0.4","0.38-0.44","0.47-0.53","","",""
Damage_Ice_Primary,"1.000000","100.000000","100","0","NSLOCTEXT(""AffixTable"", ""1C87ED024066BD137A65B4B624D145E6"", ""{0} Ice Damage"")","NSLOCTEXT(""AffixTable"", ""86AC060D47FAE945F39B6CA1BE5E8257"", ""Frigid {0}"")","True","Weapon","Affix.Primary;Item.Weapon.Global;Affix.Damage.Global;Affix.Damage.Ice;Item.Weapon.1H;Item.Pet.Tag","Damage","None","None","None","None","None","Damage|Element.Ice","0.77-1.19","0.98-1.33","1.26-1.47","1.85-2.1","","",""
Damage_Ice_Primary_2H,"1.000000","100.000000","100","0","NSLOCTEXT(""AffixTable"", ""CC684831488FB1E255D94EB27AC85D6D"", ""{0} Ice Damage"")","NSLOCTEXT(""AffixTable"", ""0475A15B4BF7BC25A3AA3E8AB4DFF3C2"", ""Frigid {0}"")","True","Weapon","Affix.Primary;Item.Weapon.Global;Affix.Damage.Global;Affix.Damage.Ice;Item.Weapon.2H;Item.Weapon.Cannon","Damage","None","None","None","None","None","Damage|Element.Ice","1.1-1.7","1.4-1.9","1.8-2.1","2.64-3","","",""
Damage_Ice_Primary_2H_LifeBound,"1.000000","100.000000","100","0","NSLOCTEXT(""AffixTable"", ""CC684831488FB1E255D94EB27AC85D6D"", ""{0} Ice Damage"")","NSLOCTEXT(""AffixTable"", ""CBCE9A704F141D4092DA5DAAB5543345"", ""Phasic Frigid {0}"")","True","Weapon","Affix.Primary;Item.Weapon.Global;Affix.Damage.Global;Affix.Damage.Ice;Item.Weapon.2H;Affix.LifeBound;Item.Weapon.Cannon","Damage","None","None","None","None","None","Damage|Element.Ice","1.32-2.04","1.68-2.28","2.16-2.52","2.64-3","","",""
Damage_Ice_Primary_Focus,"1.000000","100.000000","100","0","NSLOCTEXT(""AffixTable"", ""1C87ED024066BD137A65B4B624D145E6"", ""{0} Ice Damage"")","NSLOCTEXT(""AffixTable"", ""86AC060D47FAE945F39B6CA1BE5E8257"", ""Frigid {0}"")","True","Weapon","Affix.Primary;Item.Weapon.Focus;Affix.Damage.Global;Affix.Damage.Ice;Item.Weapon.Global","Damage","None","None","None","None","None","Damage|Element.Ice","0.31-0.48","0.39-0.53","0.5-0.59","0.74-0.84","","",""
Damage_Ice_Primary_Focus_LifeBound,"1.000000","100.000000","100","0","NSLOCTEXT(""AffixTable"", ""1C87ED024066BD137A65B4B624D145E6"", ""{0} Ice Damage"")","NSLOCTEXT(""AffixTable"", ""0D48C5D34F27F7667D787494DC61B297"", ""Phasic Frigid {0}"")","True","Weapon","Affix.Primary;Item.Weapon.Focus;Affix.Damage.Global;Affix.Damage.Ice;Item.Weapon.Global;Affix.LifeBound","Damage","None","None","None","None","None","Damage|Element.Ice","0.37-0.58","0.47-0.64","0.6-0.71","0.74-0.84","","",""
Damage_Ice_Primary_Focus_Strong,"1.000000","100.000000","100","0","NSLOCTEXT(""AffixTable"", ""1C87ED024066BD137A65B4B624D145E6"", ""{0} Ice Damage"")","NSLOCTEXT(""AffixTable"", ""86AC060D47FAE945F39B6CA1BE5E8257"", ""Frigid {0}"")","True","Weapon","Affix.Primary;Item.Weapon.Focus;Affix.Damage.Global;Affix.Damage.Ice;Item.Weapon.Global;Affix.DamageFocusStrong","Damage","None","None","None","None","None","Damage|Element.Ice","0.37-0.58","0.47-0.64","0.6-0.71","0.88-1.0","","",""
Damage_Ice_Primary_Focus_Strong_LifeBound,"1.000000","100.000000","100","0","NSLOCTEXT(""AffixTable"", ""1C87ED024066BD137A65B4B624D145E6"", ""{0} Ice Damage"")","NSLOCTEXT(""AffixTable"", ""0D48C5D34F27F7667D787494DC61B297"", ""Phasic Frigid {0}"")","True","Weapon","Affix.Primary;Item.Weapon.Focus;Affix.Damage.Global;Affix.Damage.Ice;Item.Weapon.Global;Affix.DamageFocusStrong;Affix.LifeBound","Damage","None","None","None","None","None","Damage|Element.Ice","0.44-0.70","0.56-0.77","0.72-0.85","0.88-1.0","","",""
Damage_Ice_Primary_LifeBound,"1.000000","100.000000","100","0","NSLOCTEXT(""AffixTable"", ""1C87ED024066BD137A65B4B624D145E6"", ""{0} Ice Damage"")","NSLOCTEXT(""AffixTable"", ""BD62F24A47C0875CA1FC0D96A050D003"", ""Phasic Frigid {0}"")","True","Weapon","Affix.Primary;Item.Weapon.Global;Affix.Damage.Global;Affix.Damage.Ice;Item.Weapon.1H;Affix.LifeBound","Damage","None","None","None","None","None","Damage|Element.Ice","0.92-1.43","1.18-1.6","1.51-1.76","1.85-2.1","","",""
Damage_Ice_Secondary,"1.000000","100.000000","100","1","NSLOCTEXT(""AffixTable"", ""2F0881824D81EB92A0B8D7A0B038DEEC"", ""+{0} Ice Damage"")","NSLOCTEXT(""AffixTable"", ""27F7944349BDB82E819095B08613F539"", ""{0} of Frost"")","False","Weapon","Affix.Secondary;Item.Weapon.Global;Affix.Damage.Global;Affix.Damage.Ice;Item.Weapon.1H;Item.Weapon.Focus;Item.Pet.Tag;Item.Armour.Pants;Item.Armour.Locomotion;Item.Armour.Chest","Damage","None","None","None","None","None","Damage|Element.Ice","0.19-0.3","0.25-0.33","0.32-0.37","0.47-0.53","","",""
Damage_Ice_Secondary_2H,"1.000000","100.000000","100","2","NSLOCTEXT(""AffixTable"", ""2F0881824D81EB92A0B8D7A0B038DEEC"", ""+{0} Ice Damage"")","NSLOCTEXT(""AffixTable"", ""27F7944349BDB82E819095B08613F539"", ""{0} of Frost"")","False","Weapon","Affix.Secondary;Item.Weapon.Global;Affix.Damage.Global;Affix.Damage.Ice;Item.Weapon.2H;Item.Weapon.Cannon","Damage","None","None","None","None","None","Damage|Element.Ice","0.19-0.3","0.25-0.33","0.32-0.37","0.47-0.53","","",""
Damage_Ice_Secondary_2H_LifeBound,"1.000000","100.000000","100","2","NSLOCTEXT(""AffixTable"", ""2F0881824D81EB92A0B8D7A0B038DEEC"", ""+{0} Ice Damage"")","NSLOCTEXT(""AffixTable"", ""27F7944349BDB82E819095B08613F539"", ""{0} of Frost"")","False","Weapon","Affix.Secondary;Item.Weapon.Global;Affix.Damage.Global;Affix.Damage.Ice;Item.Weapon.2H;Affix.LifeBound;Item.Weapon.Cannon","Damage","None","None","None","None","None","Damage|Element.Ice","0.23-0.36","0.3-0.4","0.38-0.44","0.47-0.53","","",""
Damage_Ice_Secondary_LifeBound,"1.000000","100.000000","100","1","NSLOCTEXT(""AffixTable"", ""2F0881824D81EB92A0B8D7A0B038DEEC"", ""+{0} Ice Damage"")","NSLOCTEXT(""AffixTable"", ""27F7944349BDB82E819095B08613F539"", ""{0} of Frost"")","False","Weapon","Affix.Secondary;Item.Weapon.Global;Affix.Damage.Global;Affix.Damage.Ice;Item.Weapon.1H;Item.Weapon.Focus;Affix.LifeBound;Item.Armour.Pants;Item.Armour.Locomotion;Item.Armour.Chest","Damage","None","None","None","None","None","Damage|Element.Ice","0.23-0.36","0.3-0.4","0.38-0.44","0.47-0.53","","",""
Damage_Physical_Newbie,"1.000000","1.000000","0","0","NSLOCTEXT(""AffixTable"", ""3A52DD2D4C4AED283AD4F398836F4887"", ""{0} Physical Damage"")","NSLOCTEXT(""AffixTable"", ""52C939B4405E4826316212B2307B5F52"", ""Rusty {0}"")","True","Weapon","Affix.Primary;Affix.Damage.Physical;Item.Weapon.1H;Item.Weapon.2H","Damage","None","None","None","None","None","Damage|Element.Physical","0.76","","","","","","Starting Gear"
Damage_Physical_Primary,"1.000000","100.000000","100","0","NSLOCTEXT(""AffixTable"", ""72408D65411F86FADF948CBB5F5E5AA1"", ""{0} Physical Damage"")","NSLOCTEXT(""AffixTable"", ""BC1CF90147F27FE0F265F7BBBC357858"", ""Lethal {0}"")","True","Weapon","Affix.Primary;Item.Weapon.Global;Affix.Damage.Global;Affix.Damage.Physical;Item.Weapon.1H;Item.Pet.Tag","Damage","None","None","None","None","None","Damage|Element.Physical","0.77-1.19","0.98-1.33","1.26-1.47","1.85-2.1","","",""
Damage_Physical_Primary_2H,"1.000000","100.000000","100","0","NSLOCTEXT(""AffixTable"", ""458660F948A6ABA7FB8C20808D12ECEA"", ""{0} Physical Damage"")","NSLOCTEXT(""AffixTable"", ""DDA8EBC6436A485025CFE2B9E1CFF378"", ""Lethal {0}"")","True","Weapon","Affix.Primary;Item.Weapon.Global;Affix.Damage.Global;Affix.Damage.Physical;Item.Weapon.2H;Item.Weapon.Cannon","Damage","None","None","None","None","None","Damage|Element.Physical","1.1-1.7","1.4-1.9","1.8-2.1","2.64-3","","",""
Damage_Physical_Primary_2H_LifeBound,"1.000000","100.000000","100","0","NSLOCTEXT(""AffixTable"", ""458660F948A6ABA7FB8C20808D12ECEA"", ""{0} Physical Damage"")","NSLOCTEXT(""AffixTable"", ""9947962849AC67C07BC6008EE590D469"", ""Phasic Lethal {0}"")","True","Weapon","Affix.Primary;Item.Weapon.Global;Affix.Damage.Global;Affix.Damage.Physical;Item.Weapon.2H;Affix.LifeBound;Item.Weapon.Cannon","Damage","None","None","None","None","None","Damage|Element.Physical","1.32-2.04","1.68-2.28","2.16-2.52","2.64-3","","",""
Damage_Physical_Primary_Focus,"1.000000","100.000000","100","0","NSLOCTEXT(""AffixTable"", ""72408D65411F86FADF948CBB5F5E5AA1"", ""{0} Physical Damage"")","NSLOCTEXT(""AffixTable"", ""BC1CF90147F27FE0F265F7BBBC357858"", ""Lethal {0}"")","True","Weapon","Affix.Primary;Item.Weapon.Focus;Affix.Damage.Global;Affix.Damage.Physical;Item.Weapon.Global","Damage","None","None","None","None","None","Damage|Element.Physical","0.31-0.48","0.39-0.53","0.5-0.59","0.74-0.84","","",""
Damage_Physical_Primary_Focus_LifeBound,"1.000000","100.000000","100","0","NSLOCTEXT(""AffixTable"", ""72408D65411F86FADF948CBB5F5E5AA1"", ""{0} Physical Damage"")","NSLOCTEXT(""AffixTable"", ""502D2FF147F4A4C661B0629F45D058FA"", ""Phasic Lethal {0}"")","True","Weapon","Affix.Primary;Item.Weapon.Focus;Affix.Damage.Global;Affix.Damage.Physical;Item.Weapon.Global;Affix.LifeBound","Damage","None","None","None","None","None","Damage|Element.Physical","0.37-0.58","0.47-0.64","0.6-0.71","0.74-0.84","","",""
Damage_Physical_Primary_Focus_Strong,"1.000000","100.000000","100","0","NSLOCTEXT(""AffixTable"", ""72408D65411F86FADF948CBB5F5E5AA1"", ""{0} Physical Damage"")","NSLOCTEXT(""AffixTable"", ""BC1CF90147F27FE0F265F7BBBC357858"", ""Lethal {0}"")","True","Weapon","Affix.Primary;Item.Weapon.Focus;Affix.Damage.Global;Affix.Damage.Physical;Item.Weapon.Global;Affix.DamageFocusStrong","Damage","None","None","None","None","None","Damage|Element.Physical","0.37-0.58","0.47-0.64","0.6-0.71","0.88-1.0","","",""
Damage_Physical_Primary_Focus_Strong_LifeBound,"1.000000","100.000000","100","0","NSLOCTEXT(""AffixTable"", ""72408D65411F86FADF948CBB5F5E5AA1"", ""{0} Physical Damage"")","NSLOCTEXT(""AffixTable"", ""502D2FF147F4A4C661B0629F45D058FA"", ""Phasic Lethal {0}"")","True","Weapon","Affix.Primary;Item.Weapon.Focus;Affix.Damage.Global;Affix.Damage.Physical;Item.Weapon.Global;Affix.DamageFocusStrong;Affix.LifeBound","Damage","None","None","None","None","None","Damage|Element.Physical","0.44-0.70","0.56-0.77","0.72-0.85","0.88-1.0","","",""
Damage_Physical_Primary_Focus_Newbie,"1.000000","1.000000","0","0","NSLOCTEXT(""AffixTable"", ""72408D65411F86FADF948CBB5F5E5AA1"", ""{0} Physical Damage"")","NSLOCTEXT(""AffixTable"", ""E7589D0B40BA959E73378D84B94D360A"", ""Musty {0}"")","True","Weapon","Affix.Primary;Item.Weapon.Focus;Affix.Damage.Physical","Damage","None","None","None","None","None","Damage|Element.Physical","0.18","","","","","","Starting Gear"
Damage_Physical_Primary_LifeBound,"1.000000","100.000000","100","0","NSLOCTEXT(""AffixTable"", ""72408D65411F86FADF948CBB5F5E5AA1"", ""{0} Physical Damage"")","NSLOCTEXT(""AffixTable"", ""2B14E7F3462AC8CEE017259921DCB9F5"", ""Phasic Lethal {0}"")","True","Weapon","Affix.Primary;Item.Weapon.Global;Affix.Damage.Global;Affix.Damage.Physical;Item.Weapon.1H;Affix.LifeBound","Damage","None","None","None","None","None","Damage|Element.Physical","0.92-1.43","1.18-1.6","1.51-1.76","1.85-2.1","","",""
Damage_Physical_Secondary,"1.000000","100.000000","100","1","NSLOCTEXT(""AffixTable"", ""657301714A1CFF543A38BCB6C0FE3816"", ""+{0} Physical Damage"")","NSLOCTEXT(""AffixTable"", ""DFEFEE2E4BA88E42B61BA89B9E32A3A1"", ""{0} of Pain"")","False","Weapon","Affix.Secondary;Affix.NonElemental;Affix.Damage.Global;Affix.Damage.Physical;Item.Weapon.1H;Item.Weapon.Focus;Item.Armour.Pants;Item.Armour.Locomotion;Item.Armour.Chest;Item.Pet.Tag","Damage","None","None","None","None","None","Damage|Element.Physical","0.19-0.3","0.25-0.33","0.32-0.37","0.47-0.53","","",""
Damage_Physical_Secondary_2H,"1.000000","100.000000","100","2","NSLOCTEXT(""AffixTable"", ""657301714A1CFF543A38BCB6C0FE3816"", ""+{0} Physical Damage"")","NSLOCTEXT(""AffixTable"", ""DFEFEE2E4BA88E42B61BA89B9E32A3A1"", ""{0} of Pain"")","False","Weapon","Affix.Secondary;Affix.NonElemental;Affix.Damage.Global;Affix.Damage.Physical;Item.Weapon.2H;Item.Weapon.Cannon","Damage","None","None","None","None","None","Damage|Element.Physical","0.19-0.3","0.25-0.33","0.32-0.37","0.47-0.53","","",""
Damage_Physical_Secondary_2H_LifeBound,"1.000000","100.000000","100","2","NSLOCTEXT(""AffixTable"", ""657301714A1CFF543A38BCB6C0FE3816"", ""+{0} Physical Damage"")","NSLOCTEXT(""AffixTable"", ""DFEFEE2E4BA88E42B61BA89B9E32A3A1"", ""{0} of Pain"")","False","Weapon","Affix.Secondary;Affix.NonElemental;Affix.Damage.Global;Affix.Damage.Physical;Item.Weapon.2H;Affix.LifeBound;Item.Weapon.Cannon","Damage","None","None","None","None","None","Damage|Element.Physical","0.23-0.36","0.3-0.4","0.38-0.44","0.47-0.53","","",""
Damage_Physical_Secondary_LifeBound,"1.000000","100.000000","100","1","NSLOCTEXT(""AffixTable"", ""657301714A1CFF543A38BCB6C0FE3816"", ""+{0} Physical Damage"")","NSLOCTEXT(""AffixTable"", ""DFEFEE2E4BA88E42B61BA89B9E32A3A1"", ""{0} of Pain"")","False","Weapon","Affix.Secondary;Affix.NonElemental;Affix.Damage.Global;Affix.Damage.Physical;Item.Weapon.1H;Item.Weapon.Focus;Item.Armour.Pants;Item.Armour.Locomotion;Item.Armour.Chest;Item.Pet.Tag;Affix.LifeBound","Damage","None","None","None","None","None","Damage|Element.Physical","0.23-0.36","0.3-0.4","0.38-0.44","0.47-0.53","","",""
Damage_Poison_Primary,"1.000000","100.000000","100","0","NSLOCTEXT(""AffixTable"", ""9F7660384E528BB70ED7D2B94C8660F9"", ""{0} Poison Damage"")","NSLOCTEXT(""AffixTable"", ""9EB372AE45497F940A76D0A343BC5E6E"", ""Venomous {0}"")","True","Weapon","Affix.Primary;Item.Weapon.Global;Affix.Damage.Global;Affix.Damage.Poison;Item.Weapon.1H;Item.Pet.Tag","Damage","None","None","None","None","None","Damage|Element.Poison","0.77-1.19","0.98-1.33","1.26-1.47","1.85-2.1","","",""
Damage_Poison_Primary_2H,"1.000000","100.000000","100","0","NSLOCTEXT(""AffixTable"", ""128A04C54F0525CC74CCA8976372BC31"", ""{0} Poison Damage"")","NSLOCTEXT(""AffixTable"", ""1E643B62446D0635A04AF495953B85B8"", ""Venomous {0}"")","True","Weapon","Affix.Primary;Item.Weapon.Global;Affix.Damage.Global;Affix.Damage.Poison;Item.Weapon.2H;Item.Weapon.Cannon","Damage","None","None","None","None","None","Damage|Element.Poison","1.1-1.7","1.4-1.9","1.8-2.1","2.64-3","","",""
Damage_Poison_Primary_2H_LifeBound,"1.000000","100.000000","100","0","NSLOCTEXT(""AffixTable"", ""128A04C54F0525CC74CCA8976372BC31"", ""{0} Poison Damage"")","NSLOCTEXT(""AffixTable"", ""55530DEE4B77A5018EAF228DE282885B"", ""Phasic Venomous {0}"")","True","Weapon","Affix.Primary;Item.Weapon.Global;Affix.Damage.Global;Affix.Damage.Poison;Item.Weapon.2H;Affix.LifeBound;Item.Weapon.Cannon","Damage","None","None","None","None","None","Damage|Element.Poison","1.32-2.04","1.68-2.28","2.16-2.52","2.64-3","","",""
Damage_Poison_Primary_Focus,"1.000000","100.000000","100","0","NSLOCTEXT(""AffixTable"", ""DD625E5145FD6917F31DDBB6590B8CCD"", ""{0} Poison Damage"")","NSLOCTEXT(""AffixTable"", ""777AAAFB444BBDE0E2590A8547055C62"", ""Venomous {0}"")","True","Weapon","Affix.Primary;Item.Weapon.Focus;Affix.Damage.Global;Affix.Damage.Poison;Item.Weapon.Global","Damage","None","None","None","None","None","Damage|Element.Poison","0.31-0.48","0.39-0.53","0.5-0.59","0.74-0.84","","",""
Damage_Poison_Primary_Focus_LifeBound,"1.000000","100.000000","100","0","NSLOCTEXT(""AffixTable"", ""14C7B55D496FFACFFD65C3ACB417C036"", ""{0} Poison Damage"")","NSLOCTEXT(""AffixTable"", ""C9D5115C4B6E2CEE99D55096420AEC44"", ""Phasic Venomous {0}"")","True","Weapon","Affix.Primary;Item.Weapon.Focus;Affix.Damage.Global;Affix.Damage.Poison;Item.Weapon.Global;Affix.LifeBound","Damage","None","None","None","None","None","Damage|Element.Poison","0.37-0.58","0.47-0.64","0.6-0.71","0.74-0.84","","",""
Damage_Poison_Primary_Focus_Strong,"1.000000","100.000000","100","0","NSLOCTEXT(""AffixTable"", ""14C7B55D496FFACFFD65C3ACB417C036"", ""{0} Poison Damage"")","NSLOCTEXT(""AffixTable"", ""665B4F4247D332D628A6E4AB98CF5781"", ""Venomous {0}"")","True","Weapon","Affix.Primary;Item.Weapon.Focus;Affix.Damage.Global;Affix.Damage.Poison;Item.Weapon.Global;Affix.DamageFocusStrong","Damage","None","None","None","None","None","Damage|Element.Poison","0.37-0.58","0.47-0.64","0.6-0.71","0.88-1.0","","",""
Damage_Poison_Primary_Focus_Strong_LifeBound,"1.000000","100.000000","100","0","NSLOCTEXT(""AffixTable"", ""14C7B55D496FFACFFD65C3ACB417C036"", ""{0} Poison Damage"")","NSLOCTEXT(""AffixTable"", ""B42849244A8DAC9096F93797767764F9"", ""Phasic Venomous {0}"")","True","Weapon","Affix.Primary;Item.Weapon.Focus;Affix.Damage.Global;Affix.Damage.Poison;Item.Weapon.Global;Affix.DamageFocusStrong;Affix.LifeBound","Damage","None","None","None","None","None","Damage|Element.Poison","0.44-0.70","0.56-0.77","0.72-0.85","0.88-1.0","","",""
Damage_Poison_Primary_LifeBound,"1.000000","100.000000","100","0","NSLOCTEXT(""AffixTable"", ""9F7660384E528BB70ED7D2B94C8660F9"", ""{0} Poison Damage"")","NSLOCTEXT(""AffixTable"", ""016C3D614ECA9205380C4B9B425B17E8"", ""Phasic Venomous {0}"")","True","Weapon","Affix.Primary;Item.Weapon.Global;Affix.Damage.Global;Affix.Damage.Poison;Item.Weapon.1H;Affix.LifeBound","Damage","None","None","None","None","None","Damage|Element.Poison","0.92-1.43","1.18-1.6","1.51-1.76","1.85-2.1","","",""
